1240 茂生農經 47.75 +0.30 47.30 47.75 47.25 47.42 10266 486830 18 47.50 2 47.70 1 39370158 47.75 52.50 43.00
1259 安心 76.50 +0.20 76.30 76.60 76.30 76.43 6176 472055 12 76.30 4 76.60 1 32389500 76.50 84.10 68.90
1264 德麥 292.00 "0.00 " 292.00 292.00 292.00 292.06 7889 2304099 62 292.00 5 293.50 1 37064367 292.00 321.00 263.00
1268 漢來美食 156.50 +2.00 155.00 157.00 154.50 155.65 169635 26404330 387 155.00 2 156.50 2 42223730 156.50 172.00 141.00
1336 台翰 21.05 "0.00 " 21.10 21.20 21.00 21.08 43244 911407 54 21.00 5 21.10 5 78818419 21.05 23.15 18.95
1565 精華 189.50 +0.50 187.00 189.50 187.00 188.41 98428 18545053 189 188.50 5 189.50 5 50416516 189.50 208.00 171.00
1569 濱川 24.05 "-0.35 " 24.40 24.70 23.80 24.16 521686 12603151 310 24.00 11 24.05 1 121447441 24.05 26.45 21.65
1570 力肯 21.10 +0.15 21.05 21.45 21.00 21.12 269370 5688408 69 21.10 7 21.20 2 51500839 21.10 23.20 19.00
1580 新麥 147.00 "0.00 " 146.50 148.00 145.00 146.27 116136 16987562 176 146.50 1 147.00 4 50230242 147.00 161.50 132.50
1584 精剛 36.00 +0.65 35.40 36.05 35.25 35.67 1779732 63484773 974 35.95 9 36.00 13 192470533 36.00 39.60 32.40
1586 和勤 33.20 +0.05 33.00 33.35 32.90 33.10 89102 2948923 133 33.05 5 33.25 1 86303038 33.20 36.50 29.90
1591 駿吉-KY 48.30 "-0.70 " 49.00 49.90 48.30 48.83 575721 28113694 400 48.30 17 48.40 1 34798047 48.30 53.10 43.50
1593 祺驊 52.10 +0.10 52.90 52.90 52.00 52.26 7643 399438 16 52.00 2 52.20 1 39784772 52.10 57.30 46.90
1595 川寶 37.95 +0.20 38.00 38.00 37.95 37.98 2000 75950 2 37.80 2 37.85 1 47696134 37.95 41.70 34.20
1599 宏佳騰 35.35 "-0.10 " 35.50 35.55 35.35 35.46 28862 1023426 201 35.30 4 35.40 1 74528764 35.35 38.85 31.85
1742 台蠟 17.35 +0.10 17.25 17.40 17.25 17.35 19002 329684 14 17.30 1 17.35 3 93559300 17.35 19.05 15.65
1777 生泰 85.40 +0.40 84.50 86.10 84.50 85.26 8426 718424 29 85.30 2 85.50 1 44591713 85.40 93.90 76.90
1781 合世 16.90 "-0.50 " 17.50 17.50 16.85 16.95 361130 6121299 281 16.90 18 17.00 6 47407605 16.90 18.55 15.25
1784 訊聯 58.00 +0.50 58.00 58.50 57.80 58.08 105035 6100434 97 58.00 1 58.10 1 49626924 58.00 63.80 52.20
1785 光洋科 38.30 +0.10 38.30 38.50 38.25 38.35 507440 19458437 443 38.30 27 38.35 8 596443243 38.30 42.10 34.50
1788 杏昌 136.00 "0.00 " 136.00 136.00 135.50 135.93 5844 794350 67 135.50 4 136.00 3 44520971 136.00 149.50 122.50
1796 金穎生技 73.70 +0.20 74.00 74.00 73.50 73.68 27989 2062175 49 73.70 1 73.80 1 41459793 73.70 81.00 66.40
1799 易威 39.30 "-0.55 " 39.60 39.65 39.30 39.43 42000 1655929 40 39.25 11 39.30 1 115865775 39.30 43.20 35.40
1813 寶利徠 20.75 "0.00 " 21.05 21.05 20.75 20.89 19209 401219 160 20.75 1 20.85 1 46635510 20.75 22.80 18.70
1815 富喬 15.40 "-0.30 " 15.70 15.80 15.25 15.51 4668518 72411419 2001 15.40 74 15.45 52 458821891 15.40 16.90 13.90
2035 唐榮 32.90 "-0.25 " 33.05 33.05 32.90 32.98 2291 75553 8 32.60 1 33.05 7 350000000 32.90 36.15 29.65
2061 風青 16.30 +0.10 16.20 16.30 16.15 16.20 22000 356300 9 16.15 1 16.20 1 47108290 16.30 17.90 14.70
2063 世鎧 54.10 "-0.50 " 54.50 54.60 54.10 54.34 74104 4027166 128 54.10 4 54.20 1 49599530 54.10 59.50 48.70
2064 晉椿 16.45 "-0.10 " 16.55 16.60 16.35 16.46 42097 692925 22 16.40 2 16.50 3 69630000 16.45 18.05 14.85
2065 世豐 61.70 "-0.40 " 62.10 62.30 61.60 61.91 97696 6048172 114 61.70 2 61.90 2 53019837 61.70 67.80 55.60
2066 世德 87.90 +0.20 88.10 88.20 87.70 87.89 38015 3341121 30 87.80 19 88.00 1 42032853 87.90 96.60 79.20
2067 嘉鋼 13.30 "-0.05 " 13.20 13.30 12.95 13.10 10050 131664 9 13.00 1 13.30 1 45138177 13.30 14.60 12.00
2070 精湛 34.20 +0.25 33.65 34.80 33.65 34.36 50194 1724592 33 34.10 1 34.20 1 35782800 34.20 37.60 30.80
2073 雄順 30.00 "0.00 " 29.80 30.00 29.65 29.80 30000 894050 18 29.60 20 30.10 6 27500000 30.00 33.00 27.00
2221 大甲 35.95 +0.15 35.80 35.95 35.80 35.86 5000 179300 5 35.85 1 36.10 1 42325000 35.95 39.50 32.40
2230 泰茂 166.50 "0.00 " 167.00 172.00 166.00 168.80 970271 163779745 840 166.50 19 167.00 16 50208918 166.50 183.00 150.00
2235 謚源 0 0 0 0 0 45.86 0 0 0 44.50 1 45.45 3 35878000 45.45 49.95 40.95
2596 綠意 27.05 +0.05 27.05 27.15 26.80 26.97 175027 4720013 278 27.05 2 27.10 17 100000000 27.05 29.75 24.35
2640 大車隊 110.00 "0.00 " 109.50 110.50 109.50 109.89 31501 3461641 71 109.50 8 110.50 3 59264956 110.00 121.00 99.00
2641 正德 22.35 +0.25 22.25 22.40 21.65 22.07 16708383 368767189 7524 22.35 159 22.40 591 270036645 22.35 24.55 20.15
2643 捷迅 76.30 +0.50 75.90 76.30 75.60 75.93 87743 6662605 139 76.00 3 76.30 5 35000000 76.30 83.90 68.70
2718 晶悅 52.80 "0.00 " 52.20 52.80 52.20 52.60 5001 263052 6 52.50 1 52.90 1 87576000 52.80 58.00 47.55
