1240 茂生農經 52.90 +0.90 52.60 53.20 52.40 52.84 37787 1996614 205 52.50 1 52.70 1 39370158 52.90 58.10 47.65
1259 安心 74.10 "0.00 " 74.10 74.20 74.10 74.15 10771 798622 40 74.00 1 74.10 2 32389500 74.10 81.50 66.70
1264 德麥 304.50 +4.00 301.00 305.50 301.00 303.38 18825 5711109 162 304.00 1 304.50 1 37064367 304.50 334.50 274.50
1268 漢來美食 158.00 "0.00 " 159.50 159.50 157.50 158.53 176062 27911306 193 158.00 7 158.50 1 42223730 158.00 173.50 142.50
1336 台翰 20.10 +0.35 19.85 20.15 19.80 20.04 141392 2833405 97 20.00 4 20.10 13 78302419 20.10 22.10 18.10
1565 精華 185.50 "-1.50 " 187.50 187.50 185.00 185.63 74378 13806472 203 185.50 1 186.00 2 50416516 185.50 204.00 167.00
1569 濱川 24.05 +0.10 23.95 24.05 23.85 23.99 221237 5306520 173 23.90 4 24.05 16 121447441 24.05 26.45 21.65
1570 力肯 29.45 +2.65 26.80 29.45 26.80 28.70 3048339 87501986 1653 29.45 1629 0.00 0 51500839 29.45 32.35 26.55
1580 新麥 155.50 "-1.00 " 155.50 156.50 155.00 155.80 48470 7551587 184 155.50 5 156.00 1 50230242 155.50 171.00 140.00
1584 精剛 34.70 "-0.05 " 34.65 35.05 34.65 34.78 1043229 36280781 774 34.70 79 34.80 27 192470533 34.70 38.15 31.25
1586 和勤 31.90 "-0.20 " 32.10 32.20 31.80 31.95 84614 2703767 112 31.90 2 31.95 7 86312302 31.90 35.05 28.75
1591 駿吉-KY 71.50 +6.50 65.50 71.50 64.10 69.68 4517104 314762143 2331 71.50 215 0.00 0 34798047 71.50 78.60 64.40
1593 祺驊 45.25 +0.25 45.05 45.25 45.05 45.16 15359 693542 17 45.00 2 45.10 1 39784772 45.25 49.75 40.75
1595 川寶 35.95 +0.30 35.85 35.95 35.70 35.86 23428 840237 43 35.90 1 35.95 1 47875384 35.95 39.50 32.40
1599 宏佳騰 31.70 +0.10 31.70 31.80 31.65 31.72 62853 1993979 244 31.70 1 31.80 5 74528764 31.70 34.85 28.55
