1240 茂生農經 52.70 "-0.10 " 53.00 53.10 52.60 52.90 43112 2280591 53 52.70 1 52.90 2 39370158 52.70 57.90 47.45
1259 安心 73.40 "-0.20 " 73.50 73.60 73.40 73.51 18747 1378142 36 73.40 3 73.60 1 32389500 73.40 80.70 66.10
1264 德麥 312.00 "-0.50 " 313.00 313.00 312.00 312.59 7542 2357560 96 313.00 1 314.00 3 37064367 312.00 343.00 281.00
1268 漢來美食 169.00 "-1.00 " 170.00 170.50 168.00 169.25 114150 19319466 389 169.00 1 170.00 3 42223730 169.00 185.50 152.50
1336 台翰 19.90 "0.00 " 20.05 20.05 19.85 19.91 90214 1796095 65 19.85 10 19.90 2 78302419 19.90 21.85 17.95
1565 精華 186.50 "0.00 " 188.00 188.00 186.00 186.53 135568 25287549 210 186.00 4 186.50 3 50416516 186.50 205.00 168.00
1569 濱川 24.05 +0.30 23.90 24.45 23.90 24.14 591816 14288632 291 24.00 22 24.05 3 121447441 24.05 26.45 21.65
1570 力肯 30.65 +2.10 28.60 31.40 28.60 30.76 4055503 124745691 2235 30.65 1 30.70 1 51500839 30.65 33.70 27.60
1580 新麥 156.00 "-0.50 " 156.50 157.50 155.50 156.38 53153 8311916 105 156.00 5 156.50 1 50230242 156.00 171.50 140.50
1584 精剛 34.40 +0.50 34.10 34.40 34.10 34.30 918986 31523222 635 34.35 20 34.40 6 192470533 34.40 37.80 31.00
1586 和勤 31.40 "-0.10 " 31.50 31.65 31.20 31.34 150521 4716592 130 31.30 1 31.40 2 86312302 31.40 34.50 28.30
1591 駿吉-KY 73.50 +2.70 71.00 74.30 71.00 72.97 1336191 97500283 903 73.40 2 73.50 7 34798047 73.50 80.80 66.20
1593 祺驊 44.05 +0.20 44.55 44.70 43.75 44.00 43230 1902170 32 44.00 4 44.65 2 39784772 44.05 48.45 39.65
1595 川寶 37.00 +0.60 36.50 37.15 36.35 36.75 58829 2161886 60 36.70 2 37.00 2 47875384 37.00 40.70 33.30
1599 宏佳騰 31.85 "0.00 " 32.10 32.10 31.85 31.98 36767 1175755 241 31.85 13 31.90 1 74528764 31.85 35.00 28.70
1742 台蠟 18.65 "0.00 " 18.65 18.70 18.60 18.65 92857 1731693 60 18.60 14 18.70 1 93559300 18.65 20.50 16.80
1777 生泰 88.00 "0.00 " 88.00 88.30 88.00 88.12 28410 2503506 30 87.70 1 87.80 1 44591713 88.00 96.80 79.20
1781 合世 16.45 "-0.15 " 16.60 16.60 16.35 16.46 140062 2305712 91 16.45 19 16.60 10 47407605 16.45 18.05 14.85
1784 訊聯 68.60 +1.40 67.20 69.90 67.00 68.70 561869 38601358 426 68.50 9 68.60 1 49626924 68.60 75.40 61.80
1785 光洋科 47.65 +0.95 47.30 48.05 46.80 47.48 6783841 322112770 4619 47.60 7 47.65 3 596270243 47.65 52.40 42.90
1788 杏昌 142.00 "-0.50 " 142.50 143.50 141.50 142.32 40503 5764546 158 141.50 6 142.00 1 44520971 142.00 156.00 128.00
1796 金穎生技 64.10 "-0.30 " 65.10 65.10 64.10 64.38 36515 2350783 108 64.10 2 64.40 4 41459793 64.10 70.50 57.70
1799 易威 100.00 "-5.00 " 103.50 104.00 96.80 99.41 787255 78257700 722 98.40 3 100.00 9 121865775 100.00 110.00 90.00
1813 寶利徠 20.45 "-0.10 " 20.55 20.55 20.45 20.51 44960 922157 215 20.45 2 20.50 1 46635510 20.45 22.45 18.45
1815 富喬 24.25 "-1.65 " 26.00 26.10 24.00 24.93 116614806 2906903323 40277 24.25 373 24.30 92 460927137 24.25 26.65 21.85
2035 唐榮 32.90 "0.00 " 32.90 32.90 32.65 32.84 6053 198789 17 32.80 1 32.90 3 350000000 32.90 36.15 29.65
2061 風青 21.95 +0.05 21.90 22.85 21.65 22.03 278053 6125135 213 21.95 9 22.05 21 47108290 21.95 24.10 19.80
2063 世鎧 54.00 +0.20 54.00 54.10 53.70 53.85 19120 1029558 34 53.80 5 53.90 1 49601453 54.00 59.40 48.60
2064 晉椿 15.10 +0.10 15.15 15.15 15.10 15.14 11135 168561 15 15.05 3 15.10 1 69630000 15.10 16.60 13.60
2065 世豐 63.00 "0.00 " 63.50 63.60 62.90 63.09 77594 4895398 146 62.90 7 63.00 2 56883837 63.00 69.30 56.70
2066 世德 132.00 +1.00 132.50 133.50 130.50 132.16 252486 33367336 216 131.50 18 132.00 1 42223235 132.00 145.00 119.00
2067 嘉鋼 12.10 +0.10 12.00 12.20 11.50 11.98 30000 359450 21 11.75 1 12.10 4 45138177 12.10 13.30 10.90
2070 精湛 38.10 +2.30 36.05 38.40 36.05 37.32 487467 18192482 361 38.05 1 38.10 7 35782800 38.10 41.90 34.30
2073 雄順 30.55 "-0.10 " 30.60 30.60 30.45 30.50 29010 884756 20 30.55 4 30.65 1 27500000 30.55 33.60 27.50
2221 大甲 31.00 "-0.10 " 31.10 31.15 30.90 31.01 57911 1795852 48 31.00 10 31.10 1 42325000 31.00 34.10 27.90
2230 泰茂 161.50 "0.00 " 162.50 165.00 161.00 162.59 471291 76625531 521 161.50 32 162.00 1 51902182 161.50 177.50 145.50
2235 謚源 53.80 +3.00 50.90 54.00 50.90 53.02 121493 6440954 116 53.70 2 53.80 2 35878000 53.80 59.10 48.45
2596 綠意 36.35 +0.70 35.85 36.70 35.85 36.31 137282 4985249 141 36.35 1 36.40 6 100000000 36.35 39.95 32.75
2640 大車隊 121.00 +1.00 120.50 121.00 120.00 120.73 82678 9981367 98 120.50 22 121.00 4 59264956 121.00 133.00 109.00
2641 正德 22.10 +1.25 21.20 22.15 21.20 21.88 15130086 331009575 5926 22.10 23 22.15 235 298880577 22.10 24.30 19.90
2643 捷迅 84.80 +1.10 84.60 85.30 84.10 84.74 108300 9177358 323 84.80 10 84.90 1 35000000 84.80 93.20 76.40
2718 晶悅 96.90 "-0.80 " 96.50 98.00 95.50 96.44 67648 6524296 83 96.60 1 97.70 1 87576000 96.90 106.50 87.30
2719 燦星旅 59.70 "-0.80 " 61.00 61.80 59.00 59.86 52425 3137984 69 59.70 5 60.80 4 68742100 59.70 65.60 53.80
2724 藝舍-KY 33.70 +1.80 33.80 33.80 33.60 33.75 34000 1147600 17 30.60 2 33.25 1 59656345 33.70 37.05 30.35
2726 雅茗-KY 32.00 "-0.70 " 32.70 32.70 31.90 32.21 92644 2984150 90 31.95 3 32.00 1 28000000 32.00 35.20 28.80
2729 瓦城 231.00 +1.50 230.50 232.50 230.00 231.28 46017 10642982 135 231.00 1 231.50 5 35943894 231.00 254.00 208.00
2732 六角 115.00 "-2.00 " 118.00 118.00 114.50 115.35 169824 19588479 305 115.00 13 115.50 9 46514570 115.00 126.50 103.50
2734 易飛網 39.80 +0.05 39.75 39.80 39.00 39.41 161938 6381256 254 39.65 6 39.80 5 42259760 39.80 43.75 35.85
2736 富野 27.90 +0.80 27.35 27.95 27.35 27.72 233727 6479653 268 27.90 7 27.95 14 49972230 27.90 30.65 23.95
2740 天蔥 0 0 0 0 0 35.00 1 35 1 33.90 1 36.00 1 23185484 34.65 38.10 31.20
2743 山富 158.00 +1.00 156.00 159.50 153.00 156.17 2190082 342027253 1776 157.50 5 158.00 8 36011700 158.00 173.50 142.50
2745 五福 118.50 "-0.50 " 119.00 120.50 115.00 117.86 1462225 172331281 1281 118.00 12 118.50 2 33808526 118.50 130.00 107.00
2752 豆府 301.00 +17.50 311.50 311.50 285.00 299.11 39880 11928644 83 287.50 1 301.00 1 26267382 301.00 331.00 271.00
2754 亞洲藏壽司 104.00 +0.50 103.50 104.00 103.50 103.55 20665 2139899 56 103.50 8 104.00 2 46721000 104.00 114.00 93.60
2755 揚秦 96.00 "-0.10 " 97.00 97.10 95.70 96.39 20420 1968345 37 96.10 1 96.30 1 30140000 96.00 105.50 86.40
2756 聯發國際 87.10 "-1.00 " 88.80 88.80 87.10 88.00 16731 1472248 119 87.00 1 87.80 1 24542820 87.10 95.80 78.40
2916 滿心 66.50 +1.50 65.70 66.80 65.20 66.11 765297 50594483 738 66.50 2 66.60 2 54626878 66.50 73.10 59.90
2924 宏太-KY 0 0 0 0 0 24.45 0 0 0 24.00 1 24.50 80 32805174 24.45 26.85 22.05
2926 誠品生活 59.40 +0.60 59.40 59.50 59.40 59.44 5075 301662 16 59.40 1 59.60 1 47389650 59.40 65.30 53.50
2937 集雅社 33.95 "-0.25 " 34.20 34.20 33.90 34.00 8169 277715 11 33.90 3 34.00 8 39583614 33.95 37.30 30.60
2941 米斯特 83.50 "-0.50 " 82.00 86.00 81.20 83.13 25098 2086390 24 83.00 6 84.00 3 15390000 83.50 91.80 75.20
2947 振宇五金 85.50 +0.50 85.50 85.50 85.50 85.40 1202 102651 11 85.40 1 87.70 2 19268600 85.50 94.00 77.00
2948 寶陞 64.70 "-0.30 " 65.00 65.00 64.20 64.58 13015 840475 11 64.70 6 65.00 3 28000000 64.70 71.10 58.30
2949 欣新網 98.50 +0.40 98.10 98.90 98.10 98.55 4020 396160 24 98.10 2 98.60 2 24200000 98.50 108.00 88.70
