證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","11056378","1364733615","124.20","124.45","123.00","123.00","-0.8500","22157"
"0051","元大中型100","55619","3880029","69.70","70.00","69.20","69.85","0.7000","197"
"0052","富邦科技","248095","28362427","114.85","115.00","113.85","113.85","-0.5500","330"
"0053","元大電子","19055","1261946","66.15","66.40","66.05","66.15","-0.6000","937"
"0055","元大MSCI金融","82101","1909992","23.16","23.30","23.16","23.26","0.1000","258"
"0056","元大高股息","17023720","594504845","34.97","35.15","34.76","34.85","0.0100","11736"
"0057","富邦摩台","42904","3918655","91.40","91.40","91.30","91.30","0.1000","882"
"0061","元大寶滬深","660884","11755256","17.90","17.90","17.70","17.76","-0.2400","796"
"006203","元大MSCI台灣","3960","236620","60.00","60.10","59.80","60.10","-0.1000","890"
"006204","永豐臺灣加權","26709","2294057","86.50","86.50","85.85","85.85","-0.1000","976"
"006205","富邦上証","601076","18086942","30.37","30.37","29.98","30.06","-0.4200","242"
"006206","元大上證50","266074","7582544","28.46","28.60","28.35","28.52","-0.3500","1002"
"006207","復華滬深","87456","2054560","23.60","23.60","23.41","23.45","-0.3300","27"
"006208","富邦台50","3815824","272424400","71.75","72.00","71.15","71.30","-0.2500","8332"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2124251","273510890","130.00","130.00","127.90","128.00","-0.1500","1902"
"00632R","元大台灣50反1","94414746","464173503","4.90","4.94","4.89","4.92","-0.0100","3930"
"00633L","富邦上証正2","10882404","393100789","36.30","36.58","35.70","36.16","-0.7500","2365"
"00634R","富邦上証反1","1293406","5982570","4.61","4.66","4.61","4.63","0.0600","104"
"00635U","期元大S&P黃金","171904","4042484","23.52","23.56","23.47","23.55","-0.0100","131"
"00636","國泰中國A50","965978","19864065","20.55","20.65","20.43","20.57","-0.2000","648"
"00636K","國泰中國A50+U","200","1288","6.44","6.44","6.44","6.44","-0.1000","2"
"00637L","元大滬深300正2","64675721","931897148","14.49","14.57","14.22","14.41","-0.2900","7568"
"00638R","元大滬深300反1","1831001","17963929","9.75","9.88","9.75","9.82","0.1000","146"
"00639","富邦深100","998515","11556748","11.62","11.63","11.50","11.55","-0.1500","1083"
"00640L","富邦日本正2","1975191","75025626","37.99","38.26","37.65","37.94","0.4400","275"
"00641R","富邦日本反1","341200","2779940","8.16","8.19","8.12","8.16","-0.0500","69"
"00642U","期元大S&P石油","3116375","54118435","17.25","17.42","17.25","17.36","0.3000","553"
"00643","群益深証中小","843635","11103797","13.25","13.25","13.07","13.11","-0.1800","1001"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","2421954","73847090","30.49","30.59","30.34","30.48","0.1700","343"
"00646","元大S&P500","333385","14472268","43.42","43.46","43.35","43.38","0.0600","461"
"00647L","元大S&P500正2","70415","4360303","62.00","62.05","61.80","61.80","0.0000","41"
