證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","6251029","854443656","136.80","137.00","136.30","136.80","-0.2000","6431"
"0051","元大中型100","33309","1990626","59.70","59.90","59.50","59.75","0.0000","58"
"0052","富邦科技","260180","32784092","125.85","126.20","125.45","125.90","-0.3500","145"
"0053","元大電子","4010","263758","65.70","65.80","65.70","65.80","-0.1000","5"
"0054","元大台商50","4000","122030","30.50","30.52","30.50","30.52","0.1600","4"
"0055","元大MSCI金融","442713","11490361","25.90","26.03","25.83","26.00","0.1000","415"
"0056","元大高股息","6059121","205334542","33.95","33.96","33.85","33.87","-0.0800","4672"
"0057","富邦摩台","57000","5436350","95.50","95.50","95.30","95.45","-0.3500","14"
"0061","元大寶滬深","64000","1304930","20.39","20.43","20.31","20.40","0.1300","39"
"006203","元大MSCI台灣","4176","272974","65.25","65.55","65.25","65.55","0.0500","10"
"006204","永豐臺灣加權","20499","1807683","88.20","88.20","88.20","88.20","-0.1000","13"
"006205","富邦上証","784288","26560658","33.57","34.01","33.57","33.98","0.4500","156"
"006206","元大上證50","219769","7165188","32.40","32.75","32.40","32.65","0.2500","45"
"006207","FH滬深","201665","5370125","26.62","26.77","26.61","26.65","0.1100","32"
"006208","富邦台50","2387959","187968308","78.80","78.85","78.50","78.70","-0.1000","2621"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1692127","228004809","134.40","135.20","134.00","135.05","0.5000","600"
"00632R","元大台灣50反1","101861914","535200332","5.26","5.27","5.24","5.25","-0.0100","3119"
"00633L","富邦上証正2","6145656","256038457","41.40","42.10","41.35","41.74","0.5300","1328"
"00634R","富邦上証反1","149000","660620","4.46","4.46","4.43","4.44","-0.0100","21"
"00635U","期元大S&P黃金","868644","22302708","25.62","25.74","25.62","25.73","0.1500","304"
"00636","國泰中國A50","516481","11566952","22.27","22.48","22.27","22.41","0.1700","121"
"00636K","國泰中國A50+U","200","1566","7.83","7.83","7.83","7.83","0.0000","2"
"00637L","元大滬深300正2","46118083","761016914","16.37","16.65","16.37","16.52","0.2000","5993"
"00638R","元大滬深300反1","224000","2079740","9.30","9.32","9.27","9.30","-0.0400","34"
"00639","富邦深100","356846","5047879","14.22","14.24","14.10","14.14","0.0800","64"
"00640L","富邦日本正2","557000","15402770","27.61","27.73","27.53","27.55","0.2000","124"
"00641R","富邦日本反1","801099","8203746","10.28","10.28","10.21","10.27","-0.1700","140"
"00642U","期元大S&P石油","12729184","269372261","21.06","21.25","21.03","21.21","1.2000","4144"
"00643","群益深証中小","124800","2089878","16.79","16.88","16.70","16.71","0.0400","33"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","202443","5155492","25.45","25.49","25.43","25.45","0.4200","54"
"00646","元大S&P500","1229531","47924161","38.92","39.04","38.90","38.95","0.1000","527"
"00647L","元大S&P500正2","343164","23794721","69.15","69.50","69.10","69.25","0.1000","51"
"00648R","元大S&P500反1","1195420","8073045","6.76","6.76","6.74","6.76","0.0100","109"
"00650L","FH香港正2","4371165","71725702","16.22","16.64","16.22","16.64","0.5400","797"
"00651R","FH香港反1","980000","8354210","8.50","8.58","8.48","8.48","-0.1400","162"
"00652","富邦印度","46957","1334327","28.42","28.51","28.28","28.30","-0.2800","54"
"00653L","富邦印度正2","364000","15365640","42.56","42.56","41.87","41.89","-0.9600","189"
"00654R","富邦印度反1","619000","5181500","8.35","8.42","8.30","8.42","0.1000","114"
"00655L","國泰中國A50正2","1794000","55073670","30.59","30.99","30.41","30.75","0.3700","478"
"00656R","國泰中國A50反1","94000","790990","8.45","8.45","8.40","8.42","-0.0600","17"
"00657","國泰日經225","13000","422020","32.53","32.55","32.44","32.44","0.0300","4"
"00657K","國泰日經225+U","200","2276","11.38","11.38","11.38","11.38","-0.0300","2"
"00660","元大歐洲50","112169","3137947","27.84","27.98","27.81","27.90","0.0000","22"
"00661","元大日經225","82000","2810010","34.14","34.27","34.14","34.27","0.2200","4"
"00662","富邦NASDAQ","459324","24168479","52.55","52.70","52.45","52.70","0.1000","301"
"00663L","國泰臺灣加權正2","252000","30830600","121.85","122.70","121.85","122.30","0.0000","33"
"00664R","國泰臺灣加權反1","15264999","90714353","5.96","5.97","5.94","5.94","-0.0200","373"
"00665L","富邦恒生國企正2","3437601","37061802","10.58","10.94","10.58","10.94","0.4400","607"
"00666R","富邦恒生國企反1","76200","1113765","14.59","14.66","14.51","14.51","-0.2500","7"
"00668","國泰美國道瓊","44525","1590754","35.66","35.80","35.66","35.74","-0.0500","23"
"00668K","國泰美國道瓊+U","200","2504","12.52","12.52","12.52","12.52","-0.0500","2"
"00669R","國泰美國道瓊反1","2289000","17979070","7.86","7.87","7.84","7.86","0.0300","165"
"00670L","富邦NASDAQ正2","1201472","113301206","94.20","94.70","94.00","94.25","-0.3000","383"
"00671R","富邦NASDAQ反1","7915511","43021588","5.44","5.45","5.42","5.43","0.0000","480"
"00673R","期元大S&P原油反1","81288724","626137107","7.76","7.77","7.67","7.69","-0.4900","9968"
"00674R","期元大S&P黃金反1","140001","1688122","12.06","12.07","12.03","12.04","-0.0600","36"
"00675L","富邦臺灣加權正2","251000","13236500","52.55","52.95","52.45","52.90","0.2500","83"
"00676R","富邦臺灣加權反1","11789602","38326116","3.26","3.27","3.24","3.25","-0.0100","344"
"00678","群益NBI生技","677837","16194912","23.96","23.96","23.87","23.93","-0.0300","51"
"00680L","元大美債20正2","203314","3956756","19.58","19.64","19.35","19.39","-0.9200","113"
"00681R","元大美債20反1","89000","1312360","14.69","14.80","14.69","14.79","0.3700","31"
"00682U","期元大美元指數","67514","1309821","19.37","19.42","19.37","19.42","0.1000","34"
