證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","13116110","1620183258","124.10","125.00","122.25","122.50","-0.2500","14401"
"0051","元大中型100","33273","1864882","56.35","56.60","55.05","55.05","-0.4500","197"
"0052","富邦科技","473263","48857623","103.95","104.15","101.90","101.90","-0.7500","527"
"0053","元大電子","4996","296593","60.00","60.00","59.00","59.00","-0.1000","932"
"0055","元大MSCI金融","1040250","24487480","23.65","23.89","23.35","23.45","-0.0100","604"
"0056","元大高股息","64866086","1954322755","30.54","30.60","29.89","29.94","-0.4500","45568"
"0057","富邦摩台","24990","2160304","87.15","87.25","86.35","86.35","0.1500","933"
"0061","元大寶滬深","331330","6710276","20.34","20.40","20.17","20.17","-0.1800","832"
"006203","元大MSCI台灣","20899","1240079","59.15","59.90","59.00","59.00","-0.1000","895"
"006204","永豐臺灣加權","21125","1686615","81.45","81.45","79.50","79.50","-0.8500","894"
"006205","富邦上証","844071","28691256","34.09","34.20","33.86","33.90","-0.1900","451"
"006206","元大上證50","176305","5779698","32.90","32.90","32.69","32.70","-0.2000","1056"
"006207","FH滬深","315598","8437445","26.94","27.21","26.65","26.65","-0.2900","38"
"006208","富邦台50","4025822","287075644","71.60","72.05","70.55","70.60","-0.2000","5345"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","5518355","622531268","114.65","115.15","109.45","109.45","-1.7500","1851"
"00632R","元大台灣50反1","242698037","1371844422","5.61","5.73","5.58","5.72","0.0500","9505"
"00633L","富邦上証正2","11664524","529780129","45.84","46.12","44.95","45.01","-1.2000","2551"
"00634R","富邦上証反1","1328000","5641610","4.21","4.27","4.21","4.26","0.0700","92"
"00635U","期元大S&P黃金","307831","7440853","24.19","24.19","24.15","24.18","0.2300","125"
"00636","國泰中國A50","1395820","32230104","23.27","23.27","22.99","23.00","-0.2900","1206"
"00636K","國泰中國A50+U","200","1550","7.75","7.75","7.75","7.75","0.0000","2"
"00637L","元大滬深300正2","91332089","1643369870","18.20","18.25","17.78","17.81","-0.4700","12960"
"00638R","元大滬深300反1","836600","7519288","8.93","9.06","8.92","9.05","0.1200","177"
"00639","富邦深100","898048","12753789","14.22","14.27","14.13","14.18","-0.0900","791"
"00640L","富邦日本正2","649000","17192970","26.69","26.74","25.97","26.17","0.3400","201"
"00641R","富邦日本反1","504000","5190230","10.25","10.37","10.22","10.36","-0.0400","99"
"00642U","期元大S&P石油","4131019","93493424","22.72","22.73","22.52","22.57","-0.5400","864"
"00643","群益深証中小","283623","4792942","16.80","16.98","16.80","16.90","0.0100","98"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","144337","3598516","25.01","25.12","24.82","24.82","0.2100","64"
"00646","元大S&P500","1004381","35088148","35.01","35.04","34.74","34.79","0.4900","693"
"00647L","元大S&P500正2","449425","22777836","51.00","51.25","50.10","50.15","1.2100","179"
"00648R","元大S&P500反1","3878250","30142312","7.74","7.83","7.73","7.83","-0.1000","366"
"00650L","FH香港正2","5624490","92879868","16.90","17.00","16.17","16.22","-0.4400","957"
"00651R","FH香港反1","354000","2951550","8.28","8.45","8.20","8.45","0.1200","55"
"00652","富邦印度","119451","3177037","26.59","26.71","26.35","26.38","-0.0200","928"
"00653L","富邦印度正2","465120","16656386","35.86","36.02","35.34","35.38","-0.0200","172"
"00654R","富邦印度反1","181000","1642630","8.98","9.14","8.98","9.14","0.0700","64"
"00655L","國泰中國A50正2","3301307","108429432","33.20","33.39","32.46","32.56","-0.8400","872"
"00656R","國泰中國A50反1","210000","1701670","8.03","8.14","8.02","8.14","0.1300","46"
"00657","國泰日經225","6000","187830","31.37","31.41","31.12","31.12","0.2700","5"
"00657K","國泰日經225+U","200","2090","10.45","10.45","10.45","10.45","0.0900","2"
"00660","元大歐洲50","6000","155850","26.08","26.08","25.90","25.90","0.4400","5"
"00661","元大日經225","1000","33290","33.29","33.29","33.29","33.29","0.0000","1"
"00662","富邦NASDAQ","1137763","50776230","44.76","44.79","44.32","44.34","0.8700","644"
"00663L","國泰臺灣加權正2","328033","33809242","104.60","104.95","99.90","99.90","-1.6500","45"
"00664R","國泰臺灣加權反1","13076933","83567771","6.33","6.48","6.31","6.48","0.0500","925"
"00665L","富邦恒生國企正2","6581976","73206443","11.50","11.50","10.87","10.88","-0.3800","1128"
"00666R","富邦恒生國企反1","444000","6351390","14.26","14.41","14.23","14.40","0.2400","22"
"00668","國泰美國道瓊","68222","2265045","33.28","33.29","33.11","33.12","0.4500","925"
"00668K","國泰美國道瓊+U","200","2232","11.16","11.16","11.16","11.16","0.1500","2"
"00669R","國泰美國道瓊反1","5972000","52080690","8.66","8.75","8.65","8.75","-0.0700","576"
"00670L","富邦NASDAQ正2","9541938","573006199","60.20","60.80","59.10","59.20","2.0000","2627"
"00671R","富邦NASDAQ反1","25606123","166308631","6.46","6.56","6.44","6.55","-0.1300","2240"
"00673R","期元大S&P原油反1","25962259","189418595","7.29","7.34","7.25","7.33","0.1300","2783"
"00674R","期元大S&P黃金反1","147100","1886605","12.83","12.85","12.80","12.84","-0.1100","38"
"00675L","富邦臺灣加權正2","1744518","77704432","45.27","45.43","43.21","43.25","-0.7000","522"
"00676R","富邦臺灣加權反1","6615288","23196316","3.47","3.55","3.45","3.55","0.0300","543"
"00678","群益NBI生技","326506","6877123","21.11","21.15","21.00","21.00","0.4100","891"
"00680L","元大美債20正2","852060","11824204","13.94","13.96","13.74","13.89","0.2800","177"
"00681R","元大美債20反1","943000","16339310","17.28","17.42","17.28","17.31","-0.2100","105"
"00682U","期元大美元指數","171100","3534556","20.62","20.72","20.61","20.70","-0.0400","64"
"00683L","期元大美元指正2","871080","19185848","22.08","22.08","21.95","22.08","-0.1400","242"
"00684R","期元大美元指反1","19000","308490","16.24","16.26","16.21","16.25","0.0700","13"
"00685L","群益臺灣加權正2","13000","520420","40.15","40.23","38.84","38.84","-0.5000","13"
"00686R","群益臺灣加權反1","63000","240270","3.76","3.84","3.75","3.84","0.0400","18"
"00688L","國泰20年美債正2","332000","4583650","13.92","13.92","13.70","13.81","0.2900","58"
"00689R","國泰20年美債反1","36000","649450","18.02","18.10","18.00","18.05","-0.1900","9"
"00690","兆豐藍籌30","106030","3152940","29.88","29.88","29.63","29.63","-0.1500","936"
"00692","富邦公司治理","2857450","90523789","31.81","31.99","31.28","31.32","-0.1700","2338"
"00693U","期街口S&P黃豆","135383","3733415","27.57","27.63","27.52","27.60","0.1300","57"
"00700","富邦恒生國企","251863","3486315","14.00","14.07","13.68","13.70","-0.1800","1056"
"00701","國泰股利精選30","2213767","54263502","24.60","24.75","24.38","24.41","0.0000","800"
"00702","國泰標普低波高息","106941","2219512","20.77","20.78","20.74","20.77","0.2200","905"
"00703","台新MSCI中國","109000","1839620","17.03","17.03","16.76","16.77","-0.2600","23"
"00706L","期元大S&P日圓正2","2433050","25499047","10.51","10.51","10.44","10.48","0.0300","371"
"00707R","期元大S&P日圓反1","18000","429850","23.91","23.92","23.86","23.92","-0.0600","6"
"00708L","期元大S&P黃金正2","1034923","27243704","26.39","26.40","26.26","26.30","0.3800","283"
"00709","富邦歐洲","118168","2453910","20.83","20.87","20.72","20.72","0.3600","27"
"00710B","FH彭博非投等債","532737","9201110","17.11","17.36","17.11","17.32","0.2500","111"
"00711B","FH彭博新興債","157797","2543190","16.08","16.14","16.08","16.13","0.2400","911"
"00712","FH富時不動產","6125888","66002115","10.78","10.81","10.74","10.78","0.0200","3956"
"00713","元大台灣高息低波","306929","13007991","42.45","42.66","42.04","42.10","-0.2200","511"
"00714","群益道瓊美國地產","547382","10475078","19.12","19.20","19.09","19.12","0.3600","421"
"00715L","期街口布蘭特正2","14205612","363839248","25.77","25.91","25.39","25.51","-0.8400","2340"
"00717","富邦美國特別股","448695","6610010","14.78","14.78","14.69","14.76","0.1500","246"
"00728","第一金工業30","454524","10940588","24.28","24.38","23.68","23.68","-0.3000","466"
"00730","富邦臺灣優質高息","555515","10013986","18.00","18.16","17.81","17.85","-0.1200","420"
"00731","FH富時高息低波","1135780","66122077","58.60","58.70","58.00","58.00","-0.3000","167"
"00732","國泰RMB短期報酬","100000","4095000","40.95","40.95","40.95","40.95","0.0800","4"
"00733","富邦臺灣中小","266426","9487700","36.50","36.50","35.05","35.05","-0.8300","323"
"00735","國泰臺韓科技","106064","2804294","26.76","26.76","26.35","26.35","-0.0100","973"
"00736","國泰新興市場","102250","2009408","19.73","19.75","19.65","19.75","0.1700","8"
"00737","國泰AI+Robo","137247","3427656","25.04","25.11","24.82","24.85","0.4200","866"
"00738U","期元大道瓊白銀","769885","16958146","22.03","22.08","21.99","22.04","0.5600","238"
"00739","元大MSCI A股","172518","4351658","25.33","25.34","25.15","25.20","-0.0900","819"
"00743","國泰中國A150","68000","1766170","26.00","26.03","25.90","26.03","0.0000","20"
