證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","11095739","1314798887","118.55","119.00","118.20","118.20","-1.6000","18728"
"0051","元大中型100","265923","14654102","55.20","55.20","54.75","54.75","-0.4500","171"
"0052","富邦科技","132276","13228722","100.00","100.25","99.75","99.85","-1.2000","371"
"0053","元大電子","5481","315953","58.00","58.00","57.75","57.75","-0.7500","1044"
"0055","元大MSCI金融","183348","4330329","23.69","23.69","23.57","23.62","-0.2300","425"
"0056","元大高股息","38898079","1127103423","29.07","29.09","28.90","28.93","-0.3200","23055"
"0057","富邦摩台","3672","309976","84.55","84.60","84.40","84.40","-1.1000","657"
"0061","元大寶滬深","368366","7209823","19.70","19.76","19.55","19.55","-0.2100","969"
"006203","元大MSCI台灣","2876","164812","57.50","57.50","57.45","57.45","-0.6500","680"
"006204","永豐臺灣加權","23702","1848368","78.25","78.25","77.80","78.00","-0.8500","535"
"006205","富邦上証","428095","13905168","32.53","32.63","32.26","32.42","-0.2200","156"
"006206","元大上證50","28445","874420","30.40","31.05","30.40","31.05","0.0300","926"
"006207","FH滬深","131969","3417857","26.04","26.04","25.80","25.87","-0.1900","974"
"006208","富邦台50","3831318","261432072","68.35","68.50","68.05","68.10","-0.8500","7931"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","5540647","589805517","106.60","107.20","106.00","106.20","-2.0500","2720"
"00632R","元大台灣50反1","151865453","868100402","5.72","5.73","5.69","5.73","0.0600","7946"
"00633L","富邦上証正2","13600281","586624515","43.36","43.79","42.55","42.91","-0.7400","1701"
"00634R","富邦上証反1","211000","920150","4.33","4.40","4.33","4.37","0.0400","51"
"00635U","期元大S&P黃金","230246","5255067","22.83","22.85","22.80","22.80","-0.0900","144"
"00636","國泰中國A50","257568","5725161","22.29","22.34","22.08","22.20","-0.2000","692"
"00636K","國泰中國A50+U","200","1480","7.40","7.40","7.40","7.40","-0.0600","2"
"00637L","元大滬深300正2","64906658","1105026302","17.11","17.31","16.81","16.97","-0.2800","9419"
"00638R","元大滬深300反1","1392030","12979499","9.24","9.36","9.24","9.33","0.0700","67"
"00639","富邦深100","310358","4383699","14.33","14.33","14.02","14.09","-0.0600","507"
"00640L","富邦日本正2","150000","4339730","28.82","29.03","28.81","28.87","-0.6100","49"
"00641R","富邦日本反1","382000","3731520","9.78","9.80","9.75","9.76","0.0700","88"
"00642U","期元大S&P石油","4503278","85116221","18.86","18.96","18.81","18.88","0.3600","994"
"00643","群益深証中小","362228","6139872","16.92","17.00","16.82","16.93","-0.0600","1020"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","53234","1391235","26.07","26.18","26.07","26.13","-0.1800","911"
"00646","元大S&P500","656705","25256550","38.41","38.57","38.41","38.43","-0.5700","590"
"00647L","元大S&P500正2","198264","11825770","59.60","59.95","59.40","59.45","-2.1500","113"
"00648R","元大S&P500反1","4439200","31650694","7.14","7.16","7.12","7.16","0.1300","368"
"00650L","FH香港正2","5391910","76582691","14.32","14.41","14.09","14.13","-0.3900","1204"
"00651R","FH香港反1","141030","1261129","8.94","8.97","8.87","8.97","0.1200","28"
"00652","富邦印度","106624","3090968","28.88","29.15","28.85","28.91","-0.2100","501"
"00653L","富邦印度正2","461612","20064954","43.19","44.08","43.10","43.38","-0.6000","183"
"00654R","富邦印度反1","1131000","9283850","8.25","8.25","8.15","8.22","0.0500","228"
"00655L","國泰中國A50正2","1557050","48183510","31.17","31.47","30.52","30.82","-0.5300","592"
"00656R","國泰中國A50反1","185000","1531040","8.21","8.32","8.21","8.27","0.0600","22"
"00657","國泰日經225","11971","394265","32.98","33.05","32.98","32.98","-0.4700","966"
"00657K","國泰日經225+U","200","2192","10.96","10.96","10.96","10.96","-0.1300","2"
"00660","元大歐洲50","3397","90229","26.68","26.68","26.68","26.68","-0.4400","956"
"00661","元大日經225","2000","71220","35.61","35.61","35.61","35.61","-0.2800","2"
"00662","富邦NASDAQ","895520","44931002","50.15","50.30","50.05","50.05","-1.0000","650"
"00663L","國泰臺灣加權正2","30000","2901050","97.05","97.25","96.50","96.65","-1.7500","12"
"00664R","國泰臺灣加權反1","6460529","41814562","6.48","6.49","6.45","6.48","0.0500","518"
"00665L","富邦恒生國企正2","6721450","61833677","9.28","9.32","9.12","9.15","-0.2300","906"
"00666R","富邦恒生國企反1","556000","8652330","15.60","15.63","15.50","15.62","0.1700","33"
"00668","國泰美國道瓊","145193","5249122","36.07","36.19","36.07","36.12","-0.4800","793"
"00668K","國泰美國道瓊+U","200","2400","12.00","12.00","12.00","12.00","-0.1700","2"
"00669R","國泰美國道瓊反1","4420010","35708972","8.08","8.10","8.07","8.10","0.1400","500"
"00670L","富邦NASDAQ正2","2532793","183235610","72.40","72.60","71.90","71.95","-3.4000","1329"
"00671R","富邦NASDAQ反1","30653711","177716948","5.80","5.82","5.78","5.82","0.1200","1533"
"00673R","期元大S&P原油反1","45684819","383877723","8.42","8.44","8.38","8.41","-0.1400","4004"
"00674R","期元大S&P黃金反1","744000","10022870","13.47","13.50","13.46","13.50","0.0400","106"
"00675L","富邦臺灣加權正2","1135285","47704129","42.10","42.30","41.87","41.90","-0.8200","609"
"00676R","富邦臺灣加權反1","4701700","16688291","3.55","3.56","3.53","3.56","0.0400","352"
"00678","群益NBI生技","370062","9050642","24.45","24.48","24.42","24.42","-0.2800","958"
"00680L","元大美債20正2","582100","8308243","14.28","14.33","14.23","14.33","0.0000","126"
"00681R","元大美債20反1","196000","3329420","16.99","17.00","16.98","16.98","0.0300","29"
"00682U","期元大美元指數","101211","2171271","21.45","21.49","21.44","21.49","0.1700","57"
"00683L","期元大美元指正2","740106","17564375","23.76","23.81","23.71","23.79","0.4000","186"
"00684R","期元大美元指反1","37000","575820","15.57","15.58","15.54","15.54","-0.1500","19"
"00685L","群益臺灣加權正2","13000","484710","37.32","37.36","37.27","37.27","-0.6800","4"
"00686R","群益臺灣加權反1","711000","2729210","3.83","3.85","3.83","3.85","0.0500","32"
"00688L","國泰20年美債正2","762000","10842040","14.23","14.27","14.19","14.27","-0.0100","55"
"00689R","國泰20年美債反1","12000","211990","17.70","17.70","17.65","17.66","0.0400","7"
"00690","兆豐藍籌30","132451","3838584","29.18","29.18","28.95","28.95","-0.2900","867"
"00692","富邦公司治理","2992925","88284727","29.54","29.60","29.42","29.44","-0.3900","3019"
"00693U","期街口S&P黃豆","438215","11419973","25.89","26.18","25.89","26.07","0.8100","135"
"00700","富邦恒生國企","347049","4395989","12.80","12.80","12.66","12.66","-0.1500","632"
"00701","國泰股利精選30","1126560","27868427","24.85","24.85","24.69","24.74","-0.2100","966"
"00702","國泰標普低波高息","55044","1217360","22.07","22.12","22.07","22.12","-0.3000","791"
"00703","台新MSCI中國","31000","488940","15.75","15.80","15.73","15.73","-0.1700","14"
"00706L","期元大S&P日圓正2","2441050","24354269","9.99","10.00","9.96","9.98","-0.0100","338"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
