證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","17257016","1993667626","115.85","116.20","114.70","115.05","0.7500","15086"
"0051","元大中型100","34090","1801200","52.80","53.00","52.55","52.60","0.4000","176"
"0052","富邦科技","474378","46608784","98.45","98.85","97.45","97.70","0.9500","528"
"0053","元大電子","4367","247178","57.05","57.05","56.40","56.60","0.7500","12"
"0055","元大MSCI金融","437193","9558408","22.07","22.07","21.68","21.72","-0.0600","484"
"0056","元大高股息","20868295","585017789","28.00","28.10","27.95","28.00","0.3200","12426"
"0057","富邦摩台","23892","1965474","82.30","82.35","82.15","82.15","0.9500","900"
"0061","元大寶滬深","102561","2087028","20.30","20.47","20.30","20.33","0.0800","1021"
"006203","元大MSCI台灣","7361","409359","55.80","55.80","55.65","55.75","0.3500","995"
"006204","永豐臺灣加權","24352","1831185","75.90","75.90","74.95","74.95","-0.1000","927"
"006205","富邦上証","5369931","180972373","33.57","33.94","33.54","33.65","0.1500","2943"
"006206","元大上證50","71424","2318326","32.52","32.64","32.36","32.43","0.2700","51"
"006207","FH滬深","88517","2368916","26.89","26.97","26.68","26.73","0.1100","58"
"006208","富邦台50","2557846","170110578","66.95","66.95","65.95","66.00","0.2000","4378"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","8280549","834679327","101.40","101.75","99.30","100.00","1.1500","2970"
"00632R","元大台灣50反1","221569230","1306009994","5.86","5.95","5.86","5.94","-0.0200","8965"
"00633L","富邦上証正2","5389346","250237923","46.55","46.85","45.93","46.08","0.6300","1295"
"00634R","富邦上証反1","1149200","4836714","4.21","4.24","4.19","4.24","-0.0400","62"
"00635U","期元大S&P黃金","294028","6620053","22.54","22.54","22.49","22.50","-0.0100","170"
"00636","國泰中國A50","1340636","31148888","23.35","23.35","23.16","23.17","0.1100","1314"
"00636K","國泰中國A50+U","200","1554","7.77","7.77","7.77","7.77","0.0800","2"
"00637L","元大滬深300正2","57147928","1051293236","18.40","18.55","18.19","18.25","0.2600","7829"
"00638R","元大滬深300反1","630600","5628938","8.91","8.97","8.87","8.97","-0.0600","80"
"00639","富邦深100","1259124","18169533","14.45","14.60","14.35","14.37","0.0000","893"
"00640L","富邦日本正2","322000","9018840","27.96","28.17","27.88","28.10","1.1500","121"
"00641R","富邦日本反1","1525000","15230770","10.01","10.02","9.95","9.99","-0.2100","261"
"00642U","期元大S&P石油","1661617","34071280","20.53","20.59","20.41","20.43","0.1400","565"
"00643","群益深証中小","384000","6581010","17.18","17.23","17.02","17.05","0.0800","163"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","110812","2851444","25.66","25.80","25.65","25.76","0.5400","68"
"00646","元大S&P500","867456","31592732","36.42","36.50","36.35","36.40","0.9200","454"
"00647L","元大S&P500正2","541820","29430882","54.25","54.50","54.15","54.30","2.9500","190"
"00648R","元大S&P500反1","3745450","28005097","7.49","7.49","7.46","7.49","-0.2200","432"
"00650L","FH香港正2","3122600","51128034","16.25","16.52","16.22","16.27","0.4700","532"
"00651R","FH香港反1","222000","1850080","8.49","8.49","8.30","8.38","-0.1400","40"
"00652","富邦印度","109943","2992198","27.10","27.25","27.10","27.20","0.3300","993"
"00653L","富邦印度正2","511645","19917383","38.28","39.14","38.28","39.07","1.0800","186"
"00654R","富邦印度反1","612000","5269690","8.65","8.67","8.55","8.55","-0.2300","113"
"00655L","國泰中國A50正2","3142020","105264812","33.57","33.82","33.11","33.23","0.4700","538"
"00656R","國泰中國A50反1","62000","493520","7.95","8.01","7.94","8.01","-0.0600","14"
"00657","國泰日經225","26969","855937","31.73","31.96","31.73","31.88","0.8500","965"
"00657K","國泰日經225+U","200","2134","10.67","10.67","10.67","10.67","0.2700","2"
"00660","元大歐洲50","8722","228995","26.24","26.39","26.24","26.26","0.8000","11"
"00661","元大日經225","1185","40798","34.50","34.50","34.50","34.50","0.0000","3"
"00662","富邦NASDAQ","381369","18053106","47.31","47.43","47.26","47.29","1.4300","360"
"00663L","國泰臺灣加權正2","229031","20852631","92.15","92.15","90.15","90.55","0.8500","50"
"00664R","國泰臺灣加權反1","7883867","52629867","6.65","6.73","6.64","6.72","-0.0300","766"
"00665L","富邦恒生國企正2","3914225","42363764","10.75","10.93","10.73","10.77","0.3200","559"
"00666R","富邦恒生國企反1","413000","5967750","14.51","14.52","14.34","14.41","-0.2900","50"
"00668","國泰美國道瓊","37790","1307952","34.64","34.66","34.52","34.66","0.9100","54"
"00668K","國泰美國道瓊+U","200","2318","11.59","11.59","11.59","11.59","0.3000","2"
"00669R","國泰美國道瓊反1","6913327","57943252","8.39","8.40","8.36","8.39","-0.2200","673"
"00670L","富邦NASDAQ正2","5000047","331768956","66.40","66.60","66.05","66.15","4.0000","1515"
"00671R","富邦NASDAQ反1","19645510","120086653","6.11","6.13","6.10","6.13","-0.2000","1315"
"00673R","期元大S&P原油反1","48125953","382787678","7.93","8.02","7.91","8.01","0.0100","3547"
"00674R","期元大S&P黃金反1","1984000","27159150","13.69","13.71","13.67","13.69","-0.0200","234"
"00675L","富邦臺灣加權正2","1436820","56987350","39.98","40.01","39.10","39.27","0.3800","672"
"00676R","富邦臺灣加權反1","8246038","30135620","3.65","3.69","3.64","3.68","-0.0200","550"
"00678","群益NBI生技","388522","9420193","24.27","24.27","24.18","24.25","0.6400","742"
"00680L","元大美債20正2","673600","9940725","14.85","14.85","14.73","14.75","-0.2000","165"
"00681R","元大美債20反1","98000","1642310","16.78","16.80","16.75","16.80","0.1200","25"
"00682U","期元大美元指數","123000","2579410","20.96","21.01","20.96","20.97","-0.2100","47"
"00683L","期元大美元指正2","367000","8340020","22.71","22.77","22.70","22.73","-0.3700","156"
