證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","16680908","2243105321","135.10","135.10","133.80","133.80","-2.4500","41548"
"0051","元大中型100","64567","3847658","60.30","60.30","59.20","59.20","-0.8500","372"
"0052","富邦科技","1002064","122851284","122.85","123.15","121.55","121.55","-2.7500","1492"
"0053","元大電子","11781","753856","63.95","64.30","63.65","63.65","-1.1500","732"
"0054","元大台商50","3896","117534","30.55","30.55","30.48","30.48","-0.2300","899"
"0055","元大MSCI金融","3778551","104211032","27.68","27.89","27.20","27.20","-0.4400","2327"
"0056","元大高股息","55301082","1830290015","33.31","33.35","32.90","32.90","-0.5700","39871"
"0057","富邦摩台","24633","2315414","94.45","94.45","93.95","93.95","-1.1500","632"
"0061","元大寶滬深","230153","4698382","20.52","20.54","20.31","20.33","-0.1900","193"
"006203","元大MSCI台灣","15670","1011567","64.70","64.70","64.30","64.30","-0.9000","27"
"006204","永豐臺灣加權","21676","1869329","87.20","87.20","86.20","86.20","-1.7000","273"
"006205","富邦上証","664191","22722390","34.10","34.50","34.01","34.03","-0.3400","581"
"006206","元大上證50","157041","5175021","33.13","33.35","32.64","32.90","-0.2300","580"
"006207","FH滬深","70899","1897277","26.77","27.05","26.71","26.75","-0.1900","693"
"006208","富邦台50","5246569","407155331","77.75","78.00","77.25","77.30","-1.2500","14413"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2810203","368562776","131.70","132.50","129.00","129.00","-5.2000","1705"
"00632R","元大台灣50反1","167116303","888821014","5.30","5.35","5.28","5.35","0.1000","8146"
"00633L","富邦上証正2","9652406","412921634","42.51","43.58","42.27","42.40","-0.7100","1789"
"00634R","富邦上証反1","421000","1845540","4.40","4.41","4.35","4.40","0.0300","51"
"00635U","期元大S&P黃金","740466","18851891","25.54","25.54","25.43","25.45","-0.0500","193"
"00636","國泰中國A50","899256","20546051","22.88","23.02","22.72","22.77","-0.1800","279"
"00636K","國泰中國A50+U","200","1576","7.88","7.88","7.88","7.88","-0.0700","2"
"00637L","元大滬深300正2","64778985","1097835956","16.83","17.26","16.71","16.80","-0.2800","8343"
"00638R","元大滬深300反1","358000","3296840","9.22","9.26","9.13","9.25","0.0800","74"
"00639","富邦深100","579736","8118503","14.14","14.15","13.94","13.97","-0.1700","337"
"00640L","富邦日本正2","680000","18286520","26.87","27.10","26.74","27.00","-1.0500","254"
"00641R","富邦日本反1","812000","8392990","10.34","10.36","10.29","10.30","0.1500","139"
"00642U","期元大S&P石油","7770983","143283818","18.41","18.59","18.35","18.38","-0.8400","2417"
"00643","群益深証中小","37348","612148","16.49","16.49","16.30","16.35","-0.1400","485"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","179963","4518744","25.06","25.16","25.02","25.15","-0.4700","713"
"00646","元大S&P500","490983","19369927","39.39","39.50","39.37","39.45","-0.5700","634"
"00647L","元大S&P500正2","239385","16774024","70.10","70.30","69.80","69.80","-2.3000","96"
"00648R","元大S&P500反1","2335000","15685490","6.71","6.73","6.70","6.73","0.0900","203"
"00650L","FH香港正2","3790796","65542242","17.33","17.77","17.04","17.10","-0.6000","928"
"00651R","FH香港反1","893000","7400800","8.25","8.36","8.18","8.36","0.1500","118"
"00652","富邦印度","166961","4929671","29.59","29.60","29.48","29.49","-0.1000","199"
"00653L","富邦印度正2","361988","16338302","45.36","45.36","44.95","45.00","-0.6000","107"
"00654R","富邦印度反1","670000","5449880","8.15","8.15","8.12","8.14","0.0200","139"
"00655L","國泰中國A50正2","2760132","86498768","31.10","31.99","31.00","31.11","-0.5200","539"
"00656R","國泰中國A50反1","103000","861230","8.38","8.38","8.28","8.37","0.0800","12"
