證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","9178958","1238629170","135.00","135.20","134.65","135.10","0.7500","6764"
"0051","元大中型100","105614","7862695","74.15","74.55","74.15","74.40","0.5000","253"
"0052","富邦科技","480387","64418654","133.60","134.70","133.60","134.70","1.4500","508"
"0053","元大電子","9142","670349","73.35","73.40","73.30","73.35","0.8000","68"
"0055","元大MSCI金融","141912","3349369","23.64","23.64","23.57","23.60","-0.0200","183"
"0056","元大高股息","28249346","1030865793","36.48","36.54","36.41","36.45","0.1500","11742"
"0057","富邦摩台","4119","416212","101.30","101.30","101.25","101.25","0.7500","91"
"0061","元大寶滬深","858538","13194764","15.57","15.57","15.29","15.31","-0.2200","374"
"006203","元大MSCI台灣","4878","317618","64.90","65.40","64.90","65.40","0.6500","72"
"006204","永豐臺灣加權","11607","1047243","90.30","90.30","90.30","90.30","0.9000","69"
"006205","富邦上証","2518743","66291438","26.56","26.56","26.12","26.19","-0.3700","746"
"006206","元大上證50","422023","10837730","25.93","25.93","25.50","25.59","-0.3600","233"
"006207","復華滬深","104191","2072072","20.13","20.13","19.71","19.75","-0.4000","115"
"006208","富邦台50","3019733","238127662","78.85","79.00","78.65","78.95","0.5000","3209"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1697006","261968008","154.35","154.90","153.75","154.90","2.2500","1443"
"00632R","元大台灣50反1","43743094","193567219","4.42","4.44","4.42","4.42","-0.0300","2349"
"00633L","富邦上証正2","12191542","331060141","27.35","27.65","26.73","26.89","-0.5800","2968"
"00634R","富邦上証反1","853077","4395000","5.14","5.18","5.11","5.16","0.0200","39"
"00635U","期元大S&P黃金","335032","8266529","24.70","24.70","24.65","24.68","0.0800","101"
"00636","國泰中國A50","1930148","34863735","18.20","18.22","17.95","17.99","-0.2300","675"
"00636K","國泰中國A50+U","200","1158","5.79","5.79","5.79","5.79","-0.0300","2"
"00637L","元大滬深300正2","96910366","1043419997","10.86","10.96","10.59","10.65","-0.2600","10110"
"00638R","元大滬深300反1","1636000","17707660","10.74","10.85","10.70","10.83","0.0700","55"
"00639","富邦深100","2162197","19628928","9.23","9.23","8.99","9.02","-0.2200","593"
"00640L","富邦日本正2","1967673","96526914","48.90","49.28","48.88","49.06","0.4400","207"
"00641R","富邦日本反1","299868","2116887","7.07","7.08","7.05","7.05","-0.0500","65"
"00642U","期元大S&P石油","8508357","137801238","16.21","16.23","16.16","16.20","-0.4100","2180"
"00643","群益深証中小","2485966","24565010","10.01","10.03","9.78","9.81","-0.2700","568"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","2358807","82029476","34.76","34.88","34.70","34.78","0.1200","300"
"00646","元大S&P500","4269906","204937232","47.87","48.05","47.87","48.01","0.6300","1286"
"00647L","元大S&P500正2","73264","5425056","74.00","74.15","73.95","74.15","2.0500","57"
"00648R","元大S&P500反1","1093952","6585084","6.03","6.03","6.01","6.01","-0.1000","99"
"00650L","復華香港正2","35972278","283620274","7.80","8.03","7.70","7.73","-0.0700","1874"
"00651R","復華香港反1","1352000","13683210","10.19","10.23","10.02","10.21","0.0200","117"
"00652","富邦印度","940853","33607253","35.67","35.77","35.67","35.69","0.0200","282"
"00653L","富邦印度正2","539424","30466643","56.10","56.80","56.00","56.70","0.6000","136"
"00654R","富邦印度反1","114058","784090","6.89","6.90","6.84","6.85","-0.0300","29"
"00655L","國泰中國A50正2","6218351","117254382","19.02","19.19","18.56","18.68","-0.3800","1106"
"00656R","國泰中國A50反1","633000","6106510","9.66","9.75","9.62","9.71","0.0700","17"
"00657","國泰日經225","557891","23784303","42.60","42.84","42.60","42.60","0.2900","127"
"00657K","國泰日經225+U","200","2728","13.64","13.64","13.64","13.64","0.1600","2"
"00660","元大歐洲50","2958","99324","33.72","33.72","33.72","33.72","0.1900","82"
"00661","元大日經225","100114","4639238","46.25","46.47","46.09","46.26","0.3800","135"
"00662","富邦NASDAQ","2495358","175719212","70.35","70.50","70.35","70.35","0.9000","928"
"00663L","國泰臺灣加權正2","1256","179608","143.00","143.00","143.00","143.00","2.3000","10"
"00664R","國泰臺灣加權反1","3973680","19852088","4.99","5.01","4.98","4.98","-0.0400","183"
