證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","20814988","2943619804","142.60","142.65","140.75","141.85","-1.9500","42631"
"0051","元大中型100","73329","4451763","61.40","61.40","60.20","60.90","-0.6000","186"
"0052","富邦科技","374942","49660188","133.20","133.20","132.00","132.40","-1.9500","434"
"0053","元大電子","10081","690069","68.85","68.85","68.05","68.60","-0.6000","14"
"0054","元大台商50","2011","61678","30.72","30.72","30.62","30.62","-0.2200","5"
"0055","元大MSCI金融","1673116","43126572","26.00","26.02","25.61","25.83","-0.3000","1413"
"0056","元大高股息","23337662","779763194","33.73","33.73","33.21","33.49","-0.3100","13704"
"0057","富邦摩台","22010","2179905","99.45","99.45","99.00","99.00","-1.5000","5"
"0061","元大寶滬深","144000","3098230","21.76","21.76","21.41","21.45","-0.3200","83"
"006203","元大MSCI台灣","11055","749551","68.00","68.00","67.50","67.60","-0.9500","17"
"006204","永豐臺灣加權","21819","1959643","90.30","90.30","89.00","89.80","-1.6000","31"
"006205","富邦上証","875789","31286987","35.99","36.09","35.60","35.68","-0.5100","225"
"006206","元大上證50","83250","2859261","34.73","34.74","34.17","34.32","-0.4700","60"
"006207","FH滬深","195896","5513950","28.48","28.48","28.04","28.12","-0.4200","31"
"006208","富邦台50","6428957","524934080","82.25","82.25","81.35","81.75","-1.0500","12633"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","5542801","787717146","144.40","144.45","140.00","141.85","-5.1000","2717"
"00632R","元大台灣50反1","227197616","1173415249","5.13","5.20","5.12","5.17","0.0900","9968"
"00633L","富邦上証正2","7695841","375774579","49.99","49.99","48.23","48.65","-1.7500","2564"
"00634R","富邦上証反1","386010","1602391","4.11","4.17","4.11","4.15","0.0700","96"
"00635U","期元大S&P黃金","3589125","90842655","25.25","25.37","25.22","25.32","0.2800","622"
"00636","國泰中國A50","1401256","33464466","24.18","24.18","23.74","23.90","-0.4100","543"
"00636K","國泰中國A50+U","200","1712","8.56","8.56","8.56","8.56","-0.1300","2"
"00637L","元大滬深300正2","65887081","1278586476","19.85","19.85","19.13","19.29","-0.7000","12833"
