上櫃股票行情(含等價、零股、盤後、鉅額交易)
資料日期:113/01/05
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,均價 ,成交股數  ,成交金額(元),成交筆數 ,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數 ,次日參考價 , 次日漲停價 ,次日跌停價
"006201","元大富櫃50","19.50","+0.09","19.52","19.59","19.49","19.52","34,584","674,977","23","19.48","1","19.50","3","17,446,000","19.50","21.45","17.55"
"00679B","元大美債20年","30.35","-0.31 ","30.36","30.43","30.35","30.37","37,371,439","1,135,052,408","15,841","30.34","629","30.35","386","4,999,692,000","30.35","9999.95","0.01"
"00687B","國泰20年美債","31.21","-0.35 ","31.25","31.34","31.21","31.26","57,859,036","1,808,656,374","18,875","31.21","1615","31.22","2143","2,614,287,000","31.21","9999.95","0.01"
"00694B","富邦美債1-3","39.63","-0.03 ","39.66","39.66","39.63","39.65","124,125","4,921,733","20","39.62","71","39.66","66","288,576,000","39.63","9999.95","0.01"
"00695B","富邦美債7-10","34.68","-0.17 ","34.70","34.70","34.65","34.68","191,150","6,628,491","21","34.65","27","34.68","96","30,686,000","34.68","9999.95","0.01"
"00696B","富邦美債20年","32.02","-0.37 ","32.02","32.14","32.02","32.05","8,445,638","270,680,764","1,192","32.02","67","32.03","144","959,681,000","32.02","9999.95","0.01"
"00697B","元大美債7-10","35.18","-0.19 ","35.23","35.37","35.15","35.19","240,466","8,462,246","106","35.17","2","35.20","4","25,212,000","35.18","9999.95","0.01"
"00718B","富邦中國政策債","19.84","-0.07 ","19.84","19.84","19.84","19.84","25,010","496,199","4","19.85","1","19.86","2","531,501,000","19.84","9999.95","0.01"
"00719B","元大美債1-3","30.81","-0.01 ","30.83","30.86","30.78","30.81","1,184,638","36,501,973","358","30.81","214","30.82","152","465,014,000","30.81","9999.95","0.01"
"00720B","元大投資級公司債","35.22","-0.26 ","35.27","35.31","35.20","35.26","29,365,927","1,035,350,264","11,511","35.21","533","35.22","479","3,470,109,000","35.22","9999.95","0.01"
"00721B","元大中國債3-5","44.37","-0.13 ","44.37","44.37","44.37","44.37","51,000","2,262,870","2","44.35","1","44.41","11","4,622,000","44.37","9999.95","0.01"
"00722B","群益投資級電信債","38.17","-0.35 ","38.34","38.34","38.17","38.21","8,173,645","312,307,340","2,025","38.16","48","38.17","5","1,334,239,000","38.17","9999.95","0.01"
"00723B","群益投資級科技債","33.94","-0.28 ","34.00","34.00","33.94","33.96","323,224","10,977,006","33","33.94","30","33.95","79","1,257,083,000","33.94","9999.95","0.01"
