證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5725775","754266762","131.90","132.05","131.35","131.50","0.3000","5918"
"0051","元大中型100","75391","5365527","71.40","71.40","70.95","71.25","0.4000","227"
"0052","富邦科技","311697","38636466","123.95","124.35","123.40","124.00","0.5500","355"
"0053","元大電子","17420","1205891","69.40","69.40","69.00","69.35","0.2000","960"
"0055","元大MSCI金融","109310","2596763","23.78","23.78","23.73","23.77","0.0100","270"
"0056","元大高股息","25498739","908218125","35.65","35.67","35.56","35.58","0.1100","12451"
"0057","富邦摩台","13222","1275085","96.80","96.80","96.40","96.40","0.0500","886"
"0061","元大寶滬深","247870","4032294","16.21","16.33","16.20","16.24","0.2100","618"
"006203","元大MSCI台灣","4319","276217","64.20","64.20","63.95","64.00","0.2000","372"
"006204","永豐臺灣加權","5660","491554","87.10","87.20","86.95","86.95","0.1500","830"
"006205","富邦上証","768645","21284843","27.53","27.76","27.53","27.67","0.3100","319"
"006206","元大上證50","189377","5002251","26.31","26.51","26.31","26.45","0.3500","595"
"006207","復華滬深","106816","2287277","21.42","21.45","21.42","21.45","0.2700","982"
"006208","富邦台50","2245642","168631628","75.20","75.30","74.85","74.95","0.1500","4308"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1956429","283523887","145.35","145.55","143.90","144.25","0.7000","1567"
"00632R","元大台灣50反1","74518527","342406540","4.59","4.62","4.58","4.61","-0.0100","3461"
"00633L","富邦上証正2","6384135","186857904","29.25","29.42","28.98","29.20","0.7300","1408"
"00634R","富邦上証反1","583036","2925582","5.02","5.02","5.00","5.01","-0.0700","33"
"00635U","期元大S&P黃金","363224","8767298","24.14","24.16","24.10","24.15","-0.1600","172"
"00636","國泰中國A50","1520302","28669153","18.83","18.92","18.77","18.86","0.2300","895"
"00636K","國泰中國A50+U","200","1202","6.01","6.01","6.01","6.01","0.1100","2"
"00637L","元大滬深300正2","57402989","666183413","11.63","11.68","11.50","11.59","0.2800","5716"
