證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","10845215","1264021428","116.30","116.95","116.00","116.70","-0.1000","13409"
"0051","元大中型100","29823","1578396","52.85","53.10","52.45","53.05","0.2500","156"
"0052","富邦科技","187033","18472074","98.40","99.20","98.40","98.85","-0.4500","327"
"0053","元大電子","11236","637452","56.90","57.05","56.50","57.05","0.1000","16"
"0055","元大MSCI金融","198666","4400527","22.18","22.25","21.95","22.17","0.0700","331"
"0056","元大高股息","13062325","368976315","28.29","28.37","28.10","28.33","-0.0700","9304"
"0057","富邦摩台","24905","2067624","82.55","83.15","82.55","83.10","0.3000","908"
"0061","元大寶滬深","43545","871536","20.07","20.07","20.00","20.00","-0.0700","597"
"006203","元大MSCI台灣","5405","303972","56.10","56.70","56.10","56.70","0.2500","974"
"006204","永豐臺灣加權","24281","1861227","76.50","76.80","76.50","76.70","0.2000","862"
"006205","富邦上証","292101","9686330","33.45","33.45","33.08","33.15","-0.1500","250"
"006206","元大上證50","107149","3428979","32.44","32.44","31.97","31.99","-0.1200","38"
"006207","FH滬深","98475","2603236","26.42","26.49","26.33","26.44","-0.1000","14"
"006208","富邦台50","2105881","141282372","66.95","67.40","66.70","67.20","-0.0500","3937"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","3693093","377366937","101.35","103.15","101.20","102.60","0.3000","1402"
"00632R","元大台灣50反1","122254694","717134136","5.89","5.90","5.84","5.85","-0.0200","5161"
"00633L","富邦上証正2","3999413","180488431","45.16","45.61","44.91","45.16","-0.2900","1007"
"00634R","富邦上証反1","400100","1711010","4.27","4.28","4.26","4.28","0.0200","42"
"00635U","期元大S&P黃金","538826","12212134","22.63","22.74","22.62","22.71","0.1400","169"
"00636","國泰中國A50","639950","14631034","22.80","23.00","22.80","22.89","-0.0800","900"
"00636K","國泰中國A50+U","200","1530","7.65","7.65","7.65","7.65","-0.0200","2"
"00637L","元大滬深300正2","43939320","785403782","17.91","18.07","17.78","17.88","-0.1200","5724"
"00638R","元大滬深300反1","421000","3808130","9.11","9.11","9.01","9.04","0.0200","71"
"00639","富邦深100","524727","7423953","14.40","14.40","14.10","14.11","-0.1100","80"
"00640L","富邦日本正2","116000","3261540","28.21","28.21","28.05","28.10","-0.4400","27"
"00641R","富邦日本反1","387000","3859460","9.95","9.99","9.95","9.98","0.0800","73"
"00642U","期元大S&P石油","5110664","98582699","19.50","19.50","19.19","19.24","-0.7300","1374"
"00643","群益深証中小","596110","9976445","16.91","16.91","16.64","16.67","-0.1300","92"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","71845","1849176","25.78","25.78","25.70","25.71","-0.2400","32"
"00646","元大S&P500","309161","11270724","36.43","36.49","36.37","36.46","-0.2100","376"
"00647L","元大S&P500正2","66000","3585250","54.35","54.50","54.25","54.40","-0.8000","39"
"00648R","元大S&P500反1","1023000","7649420","7.48","7.49","7.47","7.48","0.0400","131"
"00650L","FH香港正2","1990313","31003257","15.63","15.75","15.48","15.51","-0.2800","416"
"00651R","FH香港反1","218000","1865440","8.55","8.57","8.54","8.56","0.0500","21"
"00652","富邦印度","101220","2774502","27.39","27.50","27.34","27.34","-0.0400","669"
