證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","17984061","2655717032","147.60","148.50","146.70","148.30","0.7500","8365"
"0051","元大中型100","50392","3015962","59.80","60.00","59.70","59.85","-0.2000","122"
"0052","富邦科技","733302","99278554","135.80","136.20","134.90","136.20","0.6000","319"
"0053","元大電子","7164","502519","69.85","70.35","69.75","70.25","0.4000","17"
"0054","元大台商50","4000","125790","31.44","31.49","31.38","31.38","-0.0300","4"
"0055","元大MSCI金融","2910051","74120336","25.03","25.69","25.03","25.69","0.6700","1701"
"0056","元大高股息","13994292","464750960","33.29","33.29","33.16","33.20","-0.0700","11797"
"0057","富邦摩台","23000","2326250","100.65","101.20","100.65","101.20","0.1500","5"
"0061","元大寶滬深","118300","2654817","22.45","22.50","22.41","22.41","-0.0800","43"
"006203","元大MSCI台灣","4037","283708","70.40","70.50","69.95","70.50","0.1000","6"
"006204","永豐臺灣加權","23063","2100975","91.10","91.30","91.00","91.30","0.2000","18"
"006205","富邦上証","664720","24280151","36.27","36.72","36.27","36.48","-0.1100","115"
"006206","元大上證50","50367","1782155","35.30","35.60","35.30","35.30","-0.1400","27"
"006207","FH滬深","296000","8693400","29.39","29.49","29.30","29.30","-0.1600","27"
"006208","富邦台50","4221094","350719717","83.05","83.45","82.55","83.30","0.4000","3077"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1815130","265441088","146.85","147.70","144.70","146.95","0.2000","821"
"00632R","元大台灣50反1","96074483","492547532","5.11","5.16","5.10","5.11","0.0000","4011"
"00633L","富邦上証正2","3225483","170332163","53.00","53.45","52.40","52.40","-0.6500","685"
"00634R","富邦上証反1","632000","2532280","4.00","4.01","3.98","4.01","0.0200","32"
"00635U","期元大S&P黃金","170242","4070384","23.90","23.94","23.89","23.93","0.1900","71"
"00636","國泰中國A50","294173","7227167","24.60","24.68","24.48","24.50","-0.1400","149"
"00636K","國泰中國A50+U","200","1772","8.86","8.86","8.86","8.86","-0.0400","2"
"00637L","元大滬深300正2","25724181","540732881","21.05","21.24","20.83","20.87","-0.2300","3820"
"00638R","元大滬深300反1","1486000","12236140","8.22","8.27","8.22","8.26","0.0400","46"
"00639","富邦深100","640496","10252596","15.97","16.08","15.95","15.95","-0.1600","127"
"00640L","富邦日本正2","383000","11300030","29.57","29.62","29.22","29.62","-0.2800","141"
"00641R","富邦日本反1","375000","3783860","10.09","10.13","10.07","10.07","0.0200","36"
"00642U","期元大S&P石油","5218044","72399174","13.88","13.91","13.82","13.88","-0.0700","698"
"00643","群益深証中小","352946","6518865","18.65","18.68","18.39","18.39","-0.2800","99"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","189476","4962193","26.20","26.24","26.08","26.18","-0.2800","73"
"00646","元大S&P500","485422","19306463","39.76","39.84","39.70","39.78","-0.1000","498"
"00647L","元大S&P500正2","79150","6038196","76.45","76.50","76.05","76.30","-0.3500","43"
"00648R","元大S&P500反1","744000","4811340","6.45","6.47","6.45","6.47","0.0100","63"
"00650L","FH香港正2","3142208","65306858","20.56","20.96","20.45","20.78","0.0900","440"
"00651R","FH香港反1","123200","969444","7.93","7.93","7.84","7.86","-0.0200","39"
"00652","富邦印度","287246","8521432","29.80","29.80","29.54","29.70","0.0700","121"
"00653L","富邦印度正2","499000","23647540","47.47","47.70","47.16","47.62","0.3400","110"
"00654R","富邦印度反1","323000","2588840","8.03","8.04","7.99","8.00","-0.0400","81"
"00655L","國泰中國A50正2","634920","25266660","39.93","40.26","39.50","39.55","-0.4600","303"
"00656R","國泰中國A50反1","90000","677440","7.54","7.57","7.52","7.57","0.0300","9"
"00657","國泰日經225","3028","101974","33.72","33.72","33.64","33.64","-0.4000","5"
"00657K","國泰日經225+U","200","2436","12.18","12.18","12.18","12.18","-0.0800","2"
"00660","元大歐洲50","5000","152370","30.50","30.50","30.43","30.44","-0.2100","4"
"00661","元大日經225","4084","143564","35.22","35.22","35.10","35.17","-0.3300","5"
"00662","富邦NASDAQ","1091991","60894458","55.95","55.95","55.70","55.80","-0.1000","779"
"00663L","國泰臺灣加權正2","283070","37355462","131.80","132.80","131.00","132.80","0.6000","19"
"00664R","國泰臺灣加權反1","24670200","143556400","5.80","5.84","5.78","5.80","0.0000","360"
"00665L","富邦恒生國企正2","1550000","22585630","14.26","14.77","14.26","14.65","0.1700","295"
"00666R","富邦恒生國企反1","78000","1030540","13.23","13.23","13.21","13.21","-0.0700","5"
"00668","國泰美國道瓊","10224","370159","36.19","36.22","36.15","36.15","-0.2200","16"
"00668K","國泰美國道瓊+U","200","2614","13.07","13.07","13.07","13.07","-0.0500","2"
"00669R","國泰美國道瓊反1","3128000","23575040","7.53","7.55","7.52","7.53","0.0100","242"
"00670L","富邦NASDAQ正2","1102845","126839977","115.45","115.45","114.60","114.90","-0.5500","554"
"00671R","富邦NASDAQ反1","4917000","24992940","5.07","5.10","5.07","5.09","0.0200","294"
"00673R","期元大S&P原油反1","1689958","21529341","12.73","12.77","12.70","12.73","0.0400","419"
"00674R","期元大S&P黃金反1","46000","597890","13.00","13.00","12.98","12.98","-0.1200","5"
"00675L","富邦臺灣加權正2","690177","39213217","57.20","57.55","56.35","57.20","0.0000","225"
"00676R","富邦臺灣加權反1","17090050","54358192","3.17","3.20","3.16","3.17","0.0000","290"
"00678","群益NBI生技","474114","11948226","25.19","25.25","25.17","25.18","0.0400","88"
"00680L","元大美債20正2","117200","2762964","23.54","23.63","23.52","23.63","0.4800","41"
"00681R","元大美債20反1","159114","2143725","13.46","13.48","13.46","13.47","-0.0900","17"
"00682U","期元大美元指數","46000","868510","18.91","18.91","18.86","18.87","-0.0400","29"
"00683L","期元大美元指正2","213050","3939984","18.47","18.51","18.47","18.49","-0.0300","50"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","10000","498380","50.00","50.00","49.26","50.00","0.1300","7"
"00686R","群益臺灣加權反1","595000","2061500","3.45","3.47","3.45","3.45","0.0000","39"
"00688L","國泰20年美債正2","42000","988500","23.47","23.57","23.47","23.51","0.4100","18"
"00689R","國泰20年美債反1","19000","268680","14.13","14.16","14.12","14.16","-0.1300","6"
"00690","兆豐藍籌30","110682","3832740","34.46","34.77","34.46","34.77","0.2400","18"
"00692","富邦公司治理","5099862","184418986","36.15","36.40","35.97","36.40","0.2800","1413"
"00693U","期街口S&P黃豆","296395","6471673","21.93","21.93","21.77","21.85","-0.2500","165"
"00700","富邦恒生國企","180807","2703672","14.82","15.00","14.80","14.96","0.1400","68"
"00701","國泰股利精選30","14205432","392448373","27.64","27.84","27.53","27.84","0.3200","5354"
"00702","國泰標普低波高息","104885","2197052","20.90","20.95","20.90","20.95","0.0300","24"
"00703","台新MSCI中國","181001","3363669","18.50","18.71","18.44","18.70","0.1700","30"
"00706L","期元大S&P日圓正2","60000","857300","14.29","14.30","14.28","14.30","0.1300","13"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","914040","23706976","25.84","26.00","25.84","25.95","0.3800","252"
"00709","富邦歐洲","110444","2627877","23.78","23.80","23.71","23.71","-0.2200","9"
"00710B","FH彭博高收益債","376940","6677371","17.70","17.73","17.70","17.71","0.0000","120"
"00711B","FH彭博新興債","224208","4360954","19.44","19.47","19.44","19.45","-0.0300","23"
"00712","FH富時不動產","1758161","23603975","13.47","13.47","13.41","13.43","-0.0400","1060"
"00713","元大台灣高息低波","2503162","107824623","42.92","43.23","42.88","43.15","0.2300","991"
"00714","群益道瓊美國地產","1113423","25319764","22.78","22.78","22.72","22.73","-0.1700","474"
"00715L","期街口布蘭特正2","24759766","272862867","11.03","11.10","10.95","11.06","-0.1700","2451"
"00717","富邦美國特別股","616411","10177167","16.50","16.53","16.49","16.49","-0.0400","183"
"00728","第一金工業30","3308604","109263498","33.00","33.11","32.80","33.09","-0.1900","2113"
"00730","富邦臺灣優質高息","338798","6665166","19.75","19.75","19.65","19.67","-0.0700","330"
"00731","FH富時高息低波","1738027","104406180","59.40","60.50","59.35","60.25","0.9000","694"
"00732","國泰RMB短期報酬","100000","4020980","40.21","40.21","40.20","40.21","0.2300","3"
"00733","富邦臺灣中小","874664","35301441","40.77","40.77","40.18","40.43","-0.3600","740"
"00735","國泰臺韓科技","113151","3714665","32.75","32.84","32.68","32.82","0.1400","11"
"00736","國泰新興市場","131303","2905749","22.05","22.15","22.05","22.10","0.0600","17"
"00737","國泰AI+Robo","197980","6272214","31.76","31.76","31.62","31.68","-0.3300","143"
"00738U","期元大道瓊白銀","567422","12976547","22.84","22.94","22.84","22.88","0.2500","155"
"00739","元大MSCI A股","77285","2105569","27.33","27.38","27.17","27.17","-0.2300","46"
"00742","新光內需收益","56155","1267302","22.60","22.60","22.51","22.56","-0.0400","13"
"00743","國泰中國A150","1200","35330","29.39","29.39","29.39","29.39","-0.1200","2"
"00752","中信中國50","2070544","44266596","21.32","21.45","21.25","21.42","0.1200","734"
"00753L","中信中國50正2","1370794","28721006","20.87","21.14","20.63","21.06","0.1800","360"
"00757","統一FANG+","2039449","100691680","49.48","49.48","49.28","49.36","-0.0500","1518"
"00762","元大全球AI","155294","6640020","42.80","42.84","42.70","42.71","0.0100","136"
"00763U","期街口道瓊銅","74014","2084544","28.21","28.25","28.13","28.20","-0.0800","20"
"00770","國泰北美科技","132842","5098544","38.51","38.51","38.34","38.39","-0.1400","105"
"00771","元大US高息特別股","12251","229284","18.71","18.72","18.71","18.72","-0.0100","25"
"00774B","新光中國政金綠債","2023","81720","40.40","40.40","40.40","40.40","0.2400","3"
