證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5032245","607543546","120.50","121.00","120.30","120.90","0.0500","7141"
"0051","元大中型100","16917","939971","55.40","55.65","55.35","55.60","0.2000","133"
"0052","富邦科技","223940","24035206","107.50","107.55","107.00","107.45","-0.1000","356"
"0053","元大電子","18149","1076425","59.35","59.45","59.20","59.25","-0.4000","1018"
"0055","元大MSCI金融","71072","1581194","22.26","22.28","22.19","22.25","-0.0100","175"
"0056","元大高股息","11851284","321705376","27.14","27.17","27.04","27.15","0.0000","8023"
"0057","富邦摩台","4186","365637","87.35","87.65","87.35","87.65","-0.2000","889"
"0061","元大寶滬深","167103","3281472","19.48","19.70","19.48","19.70","0.2200","460"
"006203","元大MSCI台灣","3183","185253","58.30","58.45","58.30","58.45","0.1000","839"
"006204","永豐臺灣加權","33823","2643981","78.25","78.30","78.15","78.25","-0.1500","847"
"006205","富邦上証","1437780","47087130","32.40","32.87","32.30","32.80","0.2700","488"
"006206","元大上證50","207211","6485781","31.21","31.50","31.00","31.33","0.1200","1062"
"006207","FH滬深","24250","620424","25.59","25.72","25.37","25.72","0.1700","25"
"006208","富邦台50","1850953","129082620","69.70","69.90","69.55","69.90","0.0500","2487"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2373588","268655652","112.80","113.55","112.65","113.50","-0.1500","1115"
"00632R","元大台灣50反1","77211275","412716462","5.36","5.36","5.33","5.34","0.0000","4063"
"00633L","富邦上証正2","6630254","276743840","40.92","42.24","40.65","42.13","0.9900","1781"
"00634R","富邦上証反1","636000","2735110","4.32","4.35","4.27","4.27","-0.0400","53"
"00635U","期元大S&P黃金","167864","4030290","23.98","24.05","23.94","24.04","0.0400","88"
"00636","國泰中國A50","1150967","25857429","22.24","22.58","22.13","22.51","0.2300","795"
"00636K","國泰中國A50+U","200","1494","7.47","7.47","7.47","7.47","0.0500","2"
"00637L","元大滬深300正2","55760763","917070191","16.13","16.66","16.03","16.60","0.4100","8801"
"00638R","元大滬深300反1","1219000","10950060","9.10","9.11","8.95","8.97","-0.0800","103"
"00639","富邦深100","747510","10157654","13.45","13.64","13.40","13.64","0.1200","1147"
"00640L","富邦日本正2","320674","9413055","29.32","29.41","29.24","29.41","0.0000","36"
"00641R","富邦日本反1","229000","2167640","9.48","9.49","9.43","9.43","-0.0400","57"
"00642U","期元大S&P石油","6205719","102764746","16.53","16.59","16.53","16.57","0.2200","1491"
"00643","群益深証中小","274546","4319506","15.66","15.82","15.64","15.82","0.0900","1063"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","27568","727151","26.40","26.42","26.32","26.41","-0.0400","846"
"00646","元大S&P500","253224","9711316","38.37","38.39","38.33","38.36","-0.2100","327"
"00647L","元大S&P500正2","205357","11541209","56.20","56.35","56.10","56.35","-0.7500","54"
"00648R","元大S&P500反1","1009000","7074750","7.01","7.02","7.00","7.02","0.0700","106"
"00650L","FH香港正2","4362245","67041967","15.17","15.60","15.10","15.60","0.2700","708"
"00651R","FH香港反1","2400000","18857510","7.90","7.96","7.82","7.84","-0.0600","137"
"00652","富邦印度","501730","14494951","28.90","28.93","28.78","28.90","0.0500","353"
"00653L","富邦印度正2","553294","23935939","43.38","43.39","42.90","43.30","0.2000","249"
"00654R","富邦印度反1","145000","1156590","7.96","7.99","7.96","7.97","-0.0400","30"
"00655L","國泰中國A50正2","2059260","61023636","29.09","30.02","28.90","29.89","0.6700","590"
"00656R","國泰中國A50反1","1377000","11094440","8.16","8.17","8.01","8.03","-0.0900","43"
"00657","國泰日經225","101979","3335068","32.71","32.74","32.71","32.74","-0.0400","982"
"00657K","國泰日經225+U","200","2174","10.87","10.87","10.87","10.87","-0.0200","2"
"00660","元大歐洲50","3991","122510","30.91","30.96","30.91","30.96","-0.1400","994"
"00661","元大日經225","1992","68765","35.00","35.00","35.00","35.00","-0.1100","944"
"00662","富邦NASDAQ","932461","45193913","48.55","48.55","48.30","48.46","-0.6500","504"
"00663L","國泰臺灣加權正2","27000","2799350","103.55","104.20","103.50","104.20","-0.1000","10"
"00664R","國泰臺灣加權反1","4329001","26140086","6.05","6.05","6.02","6.04","0.0200","205"
"00665L","富邦恒生國企正2","14996730","142645540","9.40","9.66","9.33","9.66","0.1800","1754"
"00666R","富邦恒生國企反1","298000","4084680","13.84","13.85","13.63","13.63","-0.1100","34"
"00668","國泰美國道瓊","22021","817988","37.19","37.21","37.15","37.21","-0.0500","848"
"00668K","國泰美國道瓊+U","200","2472","12.36","12.36","12.36","12.36","-0.0300","2"
"00669R","國泰美國道瓊反1","5439340","42477646","7.81","7.82","7.80","7.80","0.0200","240"
"00670L","富邦NASDAQ正2","2320171","144855199","62.40","62.60","62.25","62.60","-1.8500","1163"
"00671R","富邦NASDAQ反1","22394790","130033567","5.80","5.81","5.79","5.81","0.1000","654"
"00673R","期元大S&P原油反1","31501736","273960849","8.70","8.71","8.68","8.70","-0.1200","2522"
"00674R","期元大S&P黃金反1","1435001","18024712","12.57","12.61","12.54","12.55","-0.0200","92"
"00675L","富邦臺灣加權正2","883317","39927592","45.07","45.35","45.01","45.35","-0.0400","332"
"00676R","富邦臺灣加權反1","6946000","23072700","3.33","3.34","3.31","3.32","-0.0100","367"
"00678","群益NBI生技","376645","9672451","25.83","25.83","25.66","25.66","-0.5400","717"
"00680L","元大美債20正2","7722370","93549360","12.15","12.15","12.09","12.10","-0.0400","1343"
"00681R","元大美債20反1","76000","1353960","17.80","17.83","17.80","17.82","0.0200","24"
"00682U","期元大美元指數","109000","2240710","20.58","20.59","20.54","20.55","-0.0100","37"
"00683L","期元大美元指正2","2659596","57380292","21.61","21.64","21.55","21.57","0.0000","306"
"00684R","期元大美元指反1","2000","32040","16.00","16.04","16.00","16.04","0.0400","2"
"00685L","群益臺灣加權正2","78086","3127119","39.85","40.20","39.85","40.18","0.0300","60"
"00686R","群益臺灣加權反1","500000","1799710","3.61","3.61","3.59","3.59","-0.0100","15"
"00688L","國泰20年美債正2","1238059","14847380","12.02","12.02","11.97","11.98","-0.0300","211"
"00689R","國泰20年美債反1","490000","9022450","18.41","18.44","18.40","18.44","0.0200","13"
"00690","兆豐藍籌30","259645","7125630","27.45","27.59","27.35","27.57","0.0200","569"
"00692","富邦公司治理","1127598","33452784","29.66","29.72","29.58","29.70","-0.0200","991"
"00693U","期街口S&P黃豆","28000","751890","26.83","26.95","26.79","26.79","-0.1000","13"
"00700","富邦恒生國企","29424","401083","13.55","13.72","13.55","13.72","0.1100","969"
"00701","國泰股利精選30","690821","15295593","22.12","22.19","22.09","22.17","0.0200","631"
"00702","國泰標普低波高息","106254","2290371","21.58","21.58","21.56","21.57","-0.1300","1002"
"00703","台新MSCI中國","73000","1248640","17.08","17.20","17.07","17.20","0.1500","10"
"00706L","期元大S&P日圓正2","1104749","11290891","10.25","10.25","10.19","10.23","-0.0500","167"
"00707R","期元大S&P日圓反1","17000","401450","23.55","23.64","23.55","23.55","0.0200","5"
"00708L","期元大S&P黃金正2","246660","6375941","25.79","25.91","25.69","25.89","0.0900","81"
"00709","富邦歐洲","34056","813459","23.93","23.93","23.91","23.93","-0.0900","962"
"00710B","FH彭博非投等債","150588","2675277","17.80","17.80","17.75","17.79","0.0300","67"
"00711B","FH彭博新興債","122873","1991893","16.25","16.25","16.21","16.22","0.0200","705"
"00712","FH富時不動產","3548904","38571007","10.90","10.90","10.85","10.89","-0.0800","1886"
"00713","元大台灣高息低波","2831166","109300069","38.59","38.63","38.50","38.61","-0.0300","1576"
"00714","群益道瓊美國地產","127085","2492163","19.63","19.63","19.59","19.61","-0.0500","142"
"00715L","期街口布蘭特正2","47357862","707502801","14.89","15.01","14.87","14.97","0.4500","5481"
"00717","富邦美國特別股","167638","2548815","15.17","15.25","15.17","15.20","0.0300","627"
"00728","第一金工業30","695834","16395530","23.51","23.61","23.49","23.56","-0.0400","590"
"00730","富邦臺灣優質高息","62003","1142178","18.41","18.44","18.38","18.43","-0.0200","147"
"00731","FH富時高息低波","1034516","57208513","55.30","55.30","55.25","55.30","0.0000","154"
"00732","國泰RMB短期報酬","100000","4063000","40.63","40.63","40.63","40.63","0.0400","4"
"00733","富邦臺灣中小","186946","6667260","35.61","35.83","35.54","35.54","-0.2000","212"
"00735","國泰臺韓科技","102023","2743651","26.90","26.93","26.90","26.93","0.0000","890"
"00736","國泰新興市場","113846","2253704","19.82","19.82","19.70","19.81","-0.0200","852"
"00737","國泰AI+Robo","131101","3620815","27.73","27.73","27.55","27.61","-0.1300","173"
"00738U","期元大道瓊白銀","252000","5588390","22.13","22.26","22.08","22.24","0.1100","74"
"00739","元大MSCI A股","65980","1585864","23.95","24.13","23.77","24.13","0.1100","768"
"00752","中信中國50","1719377","34011775","19.73","20.00","19.58","20.00","0.2400","784"
"00753L","中信中國50正2","9959088","127479646","12.64","13.00","12.55","13.00","0.1800","2069"
"00757","統一FANG+","494737","20700547","41.90","41.90","41.80","41.85","-0.4600","530"
"00762","元大全球AI","168942","6040445","35.78","35.82","35.69","35.79","-0.3600","182"
"00763U","期街口道瓊銅","11000","283070","25.65","25.83","25.65","25.83","0.0000","8"
"00770","國泰北美科技","542222","14987267","27.62","27.67","27.61","27.67","-0.3200","1024"
"00771","元大US高息特別股","83396","1425952","17.10","17.11","17.09","17.11","0.0100","507"
"00774B","新光中國政金綠債","3998","162530","40.84","40.93","40.84","40.93","0.0800","1001"
"00774C","新光中政金綠債+R","","","","","","","0.0000",""
"00775B","新光投等債15+","51879","1785474","34.42","34.53","34.42","34.53","0.1500","711"
"00783","富邦中証500","200006","4281788","21.29","21.47","21.29","21.47","0.0600","15"
"00830","國泰費城半導體","3789549","101391532","26.75","26.80","26.73","26.78","-0.3500","1794"
"00850","元大臺灣ESG永續","251286","7752632","30.83","30.94","30.80","30.91","-0.0200","430"
"00851","台新全球AI","76769","2042955","26.74","26.74","26.59","26.68","-0.3200","1011"
"00852L","國泰美國道瓊正2","121608","2404727","19.77","19.81","19.74","19.81","-0.0900","62"
"00861","元大全球未來通訊","843484","23902751","28.45","28.45","28.24","28.39","-0.2100","580"
"00865B","國泰US短期公債","127742","5050778","39.53","39.56","39.53","39.56","0.0400","750"
"00875","國泰網路資安","209671","5386764","25.68","25.73","25.67","25.73","-0.0900","91"
