證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","3941418","497786566","126.55","126.60","126.05","126.45","-0.3000","8573"
"0051","元大中型100","195214","13784422","71.10","71.10","70.55","70.60","-0.1500","229"
"0052","富邦科技","216850","25418121","117.45","117.60","116.95","117.45","-0.1500","236"
"0053","元大電子","6398","433297","68.05","68.15","67.70","68.15","0.1500","842"
"0055","元大MSCI金融","96573","2267550","23.52","23.58","23.44","23.44","-0.0800","265"
"0056","元大高股息","15638130","552546047","35.27","35.43","35.18","35.43","0.1600","11095"
"0057","富邦摩台","8890","826843","93.25","93.25","92.95","93.10","-0.2500","884"
"0061","元大寶滬深","208723","3818153","18.30","18.37","18.18","18.18","-0.1200","218"
"006203","元大MSCI台灣","1910","116375","61.35","61.35","61.35","61.35","-0.0500","721"
"006204","永豐臺灣加權","5443","476759","87.85","88.05","87.85","88.05","0.2500","894"
"006205","富邦上証","370598","11449015","31.10","31.10","30.78","30.86","-0.1300","165"
"006206","元大上證50","81654","2408693","29.99","29.99","29.39","29.50","-0.1100","775"
"006207","復華滬深","133052","3197831","24.21","24.21","23.95","24.02","-0.1000","1001"
"006208","富邦台50","1854346","135352194","73.10","73.15","72.85","73.10","-0.1000","5634"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1493996","200546744","134.00","134.60","133.80","134.55","0.1000","1384"
"00632R","元大台灣50反1","39786257","191249472","4.82","4.82","4.80","4.80","-0.0100","1628"
"00633L","富邦上証正2","4632158","177065094","38.73","38.73","38.04","38.25","-0.2200","1055"
"00634R","富邦上証反1","823023","3693083","4.48","4.50","4.48","4.50","0.0200","28"
"00635U","期元大S&P黃金","144940","3481106","24.05","24.05","24.00","24.04","-0.0800","69"
"00636","國泰中國A50","1392883","29660844","21.41","21.42","21.20","21.27","-0.0600","1208"
"00636K","國泰中國A50+U","200","1332","6.66","6.66","6.66","6.66","-0.0500","2"
"00637L","元大滬深300正2","33558092","511180828","15.36","15.36","15.15","15.22","-0.1100","3744"
"00638R","元大滬深300反1","275000","2618080","9.48","9.54","9.48","9.52","0.0200","23"
"00639","富邦深100","248886","2946697","11.90","11.91","11.79","11.80","-0.0800","159"
"00640L","富邦日本正2","652284","27473427","42.03","42.32","42.00","42.32","0.0700","131"
"00641R","富邦日本反1","236616","1829584","7.75","7.75","7.72","7.73","0.0100","63"
"00642U","期元大S&P石油","1859534","34126798","18.35","18.39","18.30","18.36","0.0700","603"
"00643","群益深証中小","206264","2740091","13.38","13.38","13.21","13.24","-0.0600","783"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","1579654","50738450","32.12","32.20","32.10","32.19","0.0100","335"
"00646","元大S&P500","832086","37204721","44.83","44.83","44.66","44.71","-0.1200","469"
"00647L","元大S&P500正2","36327","2381398","65.45","65.60","65.45","65.55","-0.3000","24"
"00648R","元大S&P500反1","566016","3702655","6.55","6.55","6.54","6.54","0.0000","36"
"00650L","復華香港正2","7189630","83984443","11.87","11.91","11.56","11.64","-0.2800","1115"
"00651R","復華香港反1","543100","4760041","8.72","8.80","8.72","8.78","0.1300","87"
"00652","富邦印度","113266","3708280","32.68","32.78","32.68","32.78","0.1900","306"
"00653L","富邦印度正2","204262","9939062","48.54","48.82","48.54","48.75","0.5500","98"
"00654R","富邦印度反1","17014","128666","7.57","7.57","7.55","7.55","-0.0400","6"
"00655L","國泰中國A50正2","2016300","53546123","26.90","26.90","26.42","26.57","-0.1800","476"
"00656R","國泰中國A50反1","269000","2279430","8.48","8.50","8.47","8.48","0.0300","16"
"00657","國泰日經225","142709","5547620","38.79","38.97","38.74","38.93","0.0400","827"
"00657K","國泰日經225+U","200","2442","12.21","12.21","12.21","12.21","0.0200","2"
"00660","元大歐洲50","3239","101142","31.28","31.28","31.28","31.28","-0.2400","983"
"00661","元大日經225","1157562","48556277","41.83","42.00","41.78","41.99","0.1300","199"
"00662","富邦NASDAQ","1562836","99054340","63.45","63.50","63.35","63.35","-0.1500","655"
"00663L","國泰臺灣加權正2","54000","6716900","124.30","124.70","124.05","124.65","0.2500","13"
"00664R","國泰臺灣加權反1","1851433","10019937","5.42","5.42","5.40","5.40","0.0000","97"
"00665L","富邦恒生國企正2","29505154","224456623","7.70","7.72","7.54","7.58","-0.1700","2662"
"00666R","富邦恒生國企反1","157000","2339180","14.66","14.97","14.66","14.93","0.1800","35"
"00668","國泰美國道瓊","97993","3946178","40.26","40.30","40.26","40.30","-0.0500","741"
"00668K","國泰美國道瓊+U","200","2524","12.62","12.62","12.62","12.62","-0.0200","2"
"00669R","國泰美國道瓊反1","1014150","7951317","7.84","7.85","7.84","7.85","0.0200","53"
"00670L","富邦NASDAQ正2","507960","44974977","88.40","88.65","88.40","88.55","-0.4500","359"
"00671R","富邦NASDAQ反1","2598371","12282565","4.73","4.73","4.72","4.72","0.0000","116"
"00673R","期元大S&P原油反1","13508135","105465966","7.78","7.83","7.78","7.81","-0.0100","1302"
"00674R","期元大S&P黃金反1","474100","5913486","12.47","12.49","12.45","12.46","0.0300","55"
"00675L","富邦臺灣加權正2","370267","20139904","54.30","54.60","54.20","54.60","0.0500","368"
"00676R","富邦臺灣加權反1","1829355","5467321","3.00","3.00","2.98","2.98","-0.0100","79"
"00678","群益那斯達克生技","323786","8580040","26.51","26.51","26.49","26.51","0.0000","220"
"00680L","元大美債20正2","6786317","64192379","9.46","9.49","9.44","9.46","-0.0300","1244"
"00681R","元大美債20反1","260000","5227860","20.09","20.12","20.09","20.11","0.0400","13"
"00682U","期元大美元指數","88002","1835382","20.86","20.88","20.84","20.85","0.0100","21"
"00683L","期元大美元指正2","614000","13643680","22.19","22.25","22.19","22.22","0.0300","99"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","152546","7358766","48.16","48.47","48.16","48.47","0.0400","32"
"00686R","群益臺灣加權反1","18000","57970","3.22","3.23","3.22","3.23","0.0100","6"
"00688L","國泰20年美債正2","2777021","26073327","9.40","9.41","9.37","9.39","-0.0200","318"
"00689R","國泰20年美債反1","6000","125040","20.84","20.84","20.84","20.84","0.0100","1"
