證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","4269800","477679306","111.40","112.25","111.40","111.60","0.5000","5136"
"0051","元大中型100","8535","444084","51.90","51.90","51.75","51.75","0.2000","132"
"0052","富邦科技","224473","21193596","94.45","94.95","94.10","94.20","0.4500","321"
"0053","元大電子","4518","239621","53.30","53.30","53.00","53.00","0.2000","518"
"0055","元大MSCI金融","191955","4160873","21.62","21.70","21.61","21.62","0.0400","215"
"0056","元大高股息","8137307","208854311","25.60","25.70","25.60","25.63","0.0500","6354"
"0057","富邦摩台","4407","350453","79.50","79.80","79.50","79.50","0.4000","411"
"0061","元大寶滬深","232833","4287973","18.40","18.55","18.33","18.39","0.1400","770"
"006203","元大MSCI台灣","2713","146303","54.35","54.35","54.15","54.15","0.3000","701"
"006204","永豐臺灣加權","24348","1750033","71.95","72.10","71.90","71.90","0.4000","250"
"006205","富邦上証","486039","15140905","31.10","31.36","31.05","31.08","0.3400","194"
"006206","元大上證50","36152","1081998","29.80","30.10","29.80","29.85","0.1900","221"
"006207","FH滬深","205535","5010370","24.40","24.57","24.27","24.36","0.3300","957"
"006208","富邦台50","1653607","104614472","63.00","63.50","63.00","63.10","0.1500","2030"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","5832336","558143072","95.05","96.25","94.85","95.05","0.7000","1664"
"00632R","元大台灣50反1","135614292","792180188","5.85","5.87","5.82","5.85","-0.0400","5284"
"00633L","富邦上証正2","11935149","470196321","39.00","40.22","38.88","39.21","0.6200","2203"
"00634R","富邦上証反1","1742087","7818674","4.51","4.52","4.47","4.51","-0.0500","69"
"00635U","期元大S&P黃金","210514","4904345","23.30","23.33","23.25","23.31","-0.0200","79"
"00636","國泰中國A50","666370","14241255","21.20","21.57","21.20","21.31","0.2000","1049"
"00636K","國泰中國A50+U","200","1394","6.97","6.97","6.97","6.97","0.1000","2"
"00637L","元大滬深300正2","98143318","1525670447","15.38","15.83","15.34","15.47","0.2900","11000"
"00638R","元大滬深300反1","683000","6480730","9.61","9.61","9.41","9.51","-0.0900","92"
