證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","18631343","2048246202","109.80","110.40","109.40","110.00","1.0000","14745"
"0051","元大中型100","42599","2282209","53.35","54.00","53.35","54.00","1.0000","191"
"0052","富邦科技","476417","44290145","93.05","93.50","92.45","93.10","0.9500","454"
"0053","元大電子","20341","1098027","53.90","54.25","53.90","54.25","0.4500","983"
"0055","元大MSCI金融","352263","7827781","22.02","22.33","22.02","22.24","0.2500","403"
"0056","元大高股息","43667980","1105176633","25.10","25.43","25.09","25.42","0.4200","18661"
"0057","富邦摩台","8731","684965","78.35","78.75","78.35","78.75","0.9500","737"
"0061","元大寶滬深","398034","7237679","17.88","18.44","17.88","18.03","0.2400","164"
"006203","元大MSCI台灣","9518","505571","53.35","53.60","53.10","53.60","0.9500","1004"
"006204","永豐臺灣加權","41220","2906990","70.40","70.70","70.40","70.65","0.7500","891"
"006205","富邦上証","1314695","40112727","30.00","31.00","30.00","30.31","0.5500","327"
"006206","元大上證50","98161","2837004","28.50","29.20","28.50","28.77","0.7900","87"
"006207","FH滬深","326166","7790816","23.87","24.11","23.76","23.79","0.4700","796"
"006208","富邦台50","4421110","279381073","62.95","63.50","62.85","63.25","0.7000","5254"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","10603431","975706674","91.70","92.85","91.30","92.20","1.5500","3668"
"00632R","元大台灣50反1","388171915","2327431848","6.01","6.03","5.97","5.99","-0.0700","15264"
"00633L","富邦上証正2","23316137","852398457","35.74","37.68","35.74","35.86","0.7900","3919"
"00634R","富邦上証反1","1111717","5284082","4.81","4.81","4.69","4.79","-0.0800","143"
"00635U","期元大S&P黃金","591264","13561924","22.96","22.99","22.89","22.89","0.0100","208"
"00636","國泰中國A50","946751","19257710","20.02","20.61","20.02","20.13","0.4400","792"
"00636K","國泰中國A50+U","200","1340","6.70","6.70","6.70","6.70","0.4500","2"
"00637L","元大滬深300正2","179804374","2583228309","14.06","14.80","14.06","14.11","0.3300","19606"
"00638R","元大滬深300反1","1011056","10198787","10.28","10.28","9.98","10.20","-0.1800","162"
"00639","富邦深100","475008","5899896","12.16","12.65","12.16","12.30","0.1700","1022"
