證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","22888176","3315969575","144.30","145.30","144.30","145.30","1.1500","9328"
"0051","元大中型100","97747","5929835","60.65","60.70","60.65","60.70","0.0500","134"
"0052","富邦科技","477053","63690811","132.80","133.75","132.80","133.70","1.2000","500"
"0053","元大電子","15552","1084699","70.00","70.00","69.70","69.80","0.3000","68"
"0054","元大台商50","4041","127493","31.73","31.74","31.66","31.66","0.1400","45"
"0055","元大MSCI金融","636095","15576811","24.42","24.54","24.42","24.54","0.1400","565"
"0056","元大高股息","18055025","605455289","33.46","33.60","33.45","33.56","0.1800","9518"
"0057","富邦摩台","27131","2711404","99.60","100.10","99.60","100.10","0.9000","54"
"0061","元大寶滬深","88802","2027240","22.73","22.93","22.73","22.88","0.1500","76"
"006203","元大MSCI台灣","9577","665023","69.60","69.60","69.40","69.45","0.3000","36"
"006204","永豐臺灣加權","23539","2140477","90.85","91.00","90.85","90.95","0.3000","69"
"006205","富邦上証","856571","31719590","36.99","37.19","36.96","36.99","0.0100","144"
"006206","元大上證50","215770","7782520","36.00","36.20","36.00","36.11","0.0900","69"
"006207","FH滬深","364456","10910659","29.96","30.00","29.88","29.94","0.1100","61"
"006208","富邦台50","2700926","220239489","81.20","81.75","81.20","81.70","0.6500","2743"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1634651","236925010","144.30","145.65","144.25","145.65","2.0500","680"
"00632R","元大台灣50反1","98099005","505233226","5.16","5.17","5.13","5.13","-0.0400","6201"
"00633L","富邦上証正2","3132500","176965425","56.50","57.00","56.00","56.40","0.5000","577"
"00634R","富邦上証反1","103000","400310","3.88","3.90","3.88","3.90","-0.0200","18"
"00635U","期元大S&P黃金","2887376","69281381","24.03","24.05","23.97","23.97","-0.0400","192"
"00636","國泰中國A50","318101","8038523","25.25","25.36","25.18","25.25","0.1000","131"
"00636K","國泰中國A50+U","200","1822","9.11","9.11","9.11","9.11","0.0300","2"
