證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","26456827","3486775988","133.15","133.15","131.40","131.65","-2.7500","58815"
"0051","元大中型100","66657","3880057","58.55","58.55","57.90","57.90","-1.1000","240"
"0052","富邦科技","376802","45553719","122.40","122.40","120.60","120.60","-3.2000","641"
"0053","元大電子","12481","791283","64.00","64.00","63.00","63.00","-1.6500","46"
"0054","元大台商50","3102","91441","29.72","29.72","29.17","29.17","-0.6300","25"
"0055","元大MSCI金融","1609178","39780059","25.00","25.00","24.67","24.71","-0.2300","636"
"0056","元大高股息","14124694","478265775","34.15","34.16","33.75","33.78","-0.3500","10922"
"0057","富邦摩台","24780","2278562","92.40","92.40","91.90","91.90","-1.8000","44"
"0061","元大寶滬深","396639","7789423","20.12","20.12","19.44","19.48","-0.6800","259"
"006203","元大MSCI台灣","18937","1193418","63.10","63.20","62.90","62.90","-1.2500","50"
"006204","永豐臺灣加權","22061","1895455","86.50","86.50","85.85","85.85","-1.7500","58"
"006205","富邦上証","2629333","85998469","33.32","33.42","32.40","32.58","-1.3800","678"
"006206","元大上證50","316890","9945247","32.29","32.29","31.00","31.13","-1.3000","179"
"006207","FH滬深","735391","18828748","26.39","26.39","25.19","25.43","-0.9800","92"
"006208","富邦台50","8273097","628384219","76.75","76.75","75.70","75.85","-1.4500","18131"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","4548997","571898462","128.60","128.60","124.60","124.85","-5.3000","2017"
"00632R","元大台灣50反1","193499234","1053051832","5.40","5.47","5.39","5.47","0.1200","9517"
"00633L","富邦上証正2","22397521","844626835","38.52","39.07","36.13","37.10","-3.2500","5106"
"00634R","富邦上証反1","4935720","23373065","4.67","4.84","4.66","4.76","0.1900","285"
"00635U","期元大S&P黃金","2402348","61940336","25.90","25.90","25.61","25.65","-0.5900","782"
"00636","國泰中國A50","3163340","67969957","21.71","21.82","21.22","21.28","-0.9300","1156"
"00636K","國泰中國A50+U","200","1498","7.49","7.49","7.49","7.49","-0.2700","2"
"00637L","元大滬深300正2","162071531","2420123263","15.25","15.46","14.27","14.67","-1.3300","23447"
"00638R","元大滬深300反1","2083517","20757533","9.77","10.14","9.77","10.03","0.4500","299"
