證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","4357933","547352485","125.85","126.05","125.35","125.45","-0.5500","8893"
"0051","元大中型100","42858","3010636","70.50","70.55","70.00","70.15","-0.3500","214"
"0052","富邦科技","292707","34027856","116.65","116.75","115.85","115.90","-0.7000","476"
"0053","元大電子","17989","1214902","67.85","67.85","67.50","67.50","-0.3500","867"
"0055","元大MSCI金融","188726","4493862","23.77","23.85","23.77","23.84","0.0700","197"
"0056","元大高股息","15566243","548251653","35.42","35.45","35.10","35.14","-0.1700","12479"
"0057","富邦摩台","3827","354484","92.90","92.90","92.65","92.65","-0.3000","830"
"0061","元大寶滬深","69688","1240113","17.81","17.86","17.75","17.85","-0.0100","417"
"006203","元大MSCI台灣","5904","359744","60.85","61.15","60.85","61.05","0.2000","320"
"006204","永豐臺灣加權","2193","190833","87.65","87.65","87.65","87.65","0.1500","765"
"006205","富邦上証","209950","6387223","30.35","30.48","30.30","30.42","0.0700","136"
"006206","元大上證50","25024","728374","29.23","29.24","29.04","29.16","-0.0700","319"
"006207","復華滬深","192305","4510587","23.59","23.59","23.41","23.49","0.0100","472"
"006208","富邦台50","2086765","151527468","72.80","72.85","72.50","72.50","-0.3000","3955"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1977019","262907099","133.85","134.00","132.20","132.20","-1.4500","2211"
"00632R","元大台灣50反1","61579576","297119901","4.81","4.84","4.80","4.84","0.0300","2421"
"00633L","富邦上証正2","2924244","106771751","36.75","36.79","36.22","36.62","0.0400","904"
"00634R","富邦上証反1","171000","783780","4.59","4.61","4.57","4.59","-0.0100","19"
"00635U","期元大S&P黃金","165275","3951098","23.90","23.92","23.89","23.91","0.0700","84"
"00636","國泰中國A50","694686","14473995","20.90","20.91","20.74","20.89","0.0300","882"
"00636K","國泰中國A50+U","200","1306","6.53","6.53","6.53","6.53","0.0000","2"
"00637L","元大滬深300正2","24866224","362021687","14.62","14.66","14.43","14.61","0.0400","3649"
