上櫃股票行情(含等價、零股、盤後、鉅額交易)
資料日期:113/08/22
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,均價 ,成交股數  ,成交金額(元),成交筆數 ,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數 ,次日參考價 , 次日漲停價 ,次日跌停價
"006201","元大富櫃50","24.10","+0.22","24.18","24.25","24.06","24.15","28,263","682,506","26","24.10","1","24.14","1","15,446,000","24.10","26.51","21.69"
"00679B","元大美債20年","31.28","0.00 ","31.23","31.29","31.20","31.27","45,412,225","1,419,826,813","8,221","31.27","2323","31.28","1700","8,999,692,000","31.28","9999.95","0.01"
"00687B","國泰20年美債","32.72","+0.01","32.64","32.72","32.61","32.66","77,299,857","2,524,839,043","13,217","32.71","628","32.72","1888","6,128,287,000","32.72","9999.95","0.01"
"00694B","富邦美債1-3","41.49","+0.12","41.39","41.49","41.35","41.43","389,072","16,119,633","45","41.46","41","41.47","3","179,076,000","41.49","9999.95","0.01"
"00695B","富邦美債7-10","36.47","+0.10","36.37","36.47","36.37","36.43","478,049","17,414,863","47","36.45","20","36.47","3","34,186,000","36.47","9999.95","0.01"
"00696B","富邦美債20年","33.48","+0.01","33.41","33.48","33.36","33.42","3,531,707","118,029,526","425","33.47","4","33.48","353","1,067,181,000","33.48","9999.95","0.01"
"00697B","元大美債7-10","37.06","+0.04","37.02","37.07","37.00","37.04","213,593","7,912,256","90","37.05","12","37.06","3","46,712,000","37.06","9999.95","0.01"
"00718B","富邦中國政策債","20.65","-0.03 ","20.61","20.65","20.60","20.64","140,000","2,889,200","4","20.64","1","20.67","1","389,001,000","20.65","9999.95","0.01"
"00719B","元大美債1-3","31.61","+0.08","31.56","31.62","31.55","31.60","1,270,254","40,145,090","373","31.60","99","31.61","51","435,014,000","31.61","9999.95","0.01"
"00720B","元大投資級公司債","36.52","+0.05","36.48","36.53","36.44","36.49","5,756,128","210,066,030","1,722","36.52","54","36.53","14","4,095,109,000","36.52","9999.95","0.01"
"00721B","元大中國債3-5","47.08","-0.02 ","47.10","47.10","47.08","47.10","32,000","1,507,160","4","47.10","20","47.29","20","3,622,000","47.08","9999.95","0.01"
"00722B","群益投資級電信債","40.15","+0.04","40.10","40.16","40.03","39.96","31,209,562","1,247,249,170","275","40.15","5","40.16","45","1,386,239,000","40.15","9999.95","0.01"
"00723B","群益投資級科技債","35.10","+0.04","35.00","35.10","35.00","35.10","154,227","5,413,137","11","35.10","1","35.12","11","1,668,583,000","35.10","9999.95","0.01"
"00724B","群益投資級金融債","36.27","+0.10","36.19","36.27","36.16","36.20","10,589,628","383,358,370","356","36.26","1","36.27","555","2,753,275,000","36.27","9999.95","0.01"
"00725B","國泰投資級公司債","38.67","+0.06","38.60","38.67","38.57","38.63","3,312,145","127,954,907","1,122","38.66","22","38.67","5","2,994,706,000","38.67","9999.95","0.01"
"00726B","國泰5Y+新興債","34.93","+0.08","34.89","34.94","34.89","34.93","153,408","5,358,536","42","34.92","69","34.93","1","1,161,489,000","34.93","9999.95","0.01"
"00727B","國泰1-5Y非投等債","40.07","+0.08","40.07","40.10","40.05","40.08","128,986","5,169,802","16","40.08","1","40.09","1","95,189,000","40.07","9999.95","0.01"
"00734B","台新JPM新興債","16.17","+0.05","16.09","16.18","16.09","16.12","571,716","9,216,902","28","16.17","31","16.18","1","31,479,000","16.17","9999.95","0.01"
"00740B","富邦全球投等債","41.66","+0.12","41.62","41.66","41.54","41.60","6,258,503","260,346,950","260","41.65","28","41.66","146","1,407,471,000","41.66","9999.95","0.01"
"00741B","富邦全球非投等債","38.66","+0.06","38.64","38.73","38.64","38.71","1,137,189","44,015,264","35","38.69","11","38.71","61","14,128,000","38.66","9999.95","0.01"
"00746B","富邦A級公司債","38.25","+0.14","38.16","38.26","38.16","38.04","92,567,521","3,521,699,262","118","38.25","99","38.26","30","2,269,964,000","38.25","9999.95","0.01"
"00749B","凱基新興債10+","33.31","+0.12","33.24","33.31","33.24","33.30","117,000","3,896,250","6","33.29","20","33.30","1","951,500,000","33.31","9999.95","0.01"
"00750B","凱基科技債10+","36.62","+0.06","36.62","36.62","36.62","36.62","100,000","3,662,000","2","36.60","18","36.65","1","126,000,000","36.62","9999.95","0.01"
