證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","13160126","1875242859","142.95","143.05","141.85","142.80","1.6000","13559"
"0051","元大中型100","98953","7573992","76.35","76.75","76.30","76.30","0.3500","231"
"0052","富邦科技","507429","72418367","143.25","143.30","142.20","143.30","2.0000","514"
"0053","元大電子","12006","932740","77.50","78.05","77.50","77.80","0.8500","93"
"0055","元大MSCI金融","197093","4690790","23.78","23.88","23.75","23.88","0.1100","325"
"0056","元大高股息","37518219","1410209685","37.50","37.70","37.45","37.65","0.3600","17296"
"0057","富邦摩台","3516","375759","106.85","106.90","106.85","106.90","1.3000","6"
"0061","元大寶滬深","514822","8522795","16.65","16.66","16.47","16.61","-0.0600","290"
"006203","元大MSCI台灣","13541","923861","68.05","68.50","68.05","68.50","0.4500","82"
"006204","永豐臺灣加權","15578","1453765","93.30","93.75","93.30","93.75","0.8500","67"
"006205","富邦上証","2119014","60652076","28.72","28.74","28.47","28.74","0.0600","850"
"006206","元大上證50","433225","12081916","27.95","28.06","27.78","28.06","0.0900","224"
"006207","復華滬深","199709","4337927","21.68","21.82","21.65","21.82","-0.0600","78"
"006208","富邦台50","4862399","404316450","83.00","83.40","82.80","83.35","0.9500","6121"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1441812","242005332","168.05","168.90","166.30","168.90","3.7000","1786"
"00632R","元大台灣50反1","87244579","370029605","4.24","4.26","4.23","4.24","-0.0300","5177"
"00633L","富邦上証正2","8671362","275440579","31.87","32.05","31.51","32.05","-0.2000","2192"
"00634R","富邦上証反1","282000","1344440","4.75","4.78","4.75","4.75","0.0100","31"
"00635U","期元大S&P黃金","276912","6725444","24.30","24.32","24.27","24.32","-0.0100","86"
"00636","國泰中國A50","3723711","73035828","19.60","19.72","19.54","19.72","0.0100","787"
"00636K","國泰中國A50+U","200","1250","6.25","6.25","6.25","6.25","0.0200","2"
"00637L","元大滬深300正2","73023429","920358503","12.67","12.71","12.50","12.71","-0.0700","8954"
"00638R","元大滬深300反1","516030","5151079","9.92","10.01","9.92","9.95","0.0400","70"
"00639","富邦深100","1325604","13275646","10.14","10.14","9.97","10.04","-0.1300","384"
"00640L","富邦日本正2","1032501","55158501","53.15","53.70","53.15","53.55","1.4000","246"
"00641R","富邦日本反1","1233033","8350192","6.83","6.83","6.75","6.75","-0.0900","254"
"00642U","期元大S&P石油","4019457","68442391","17.02","17.06","16.99","17.04","0.1900","767"
"00643","群益深証中小","1158583","12491516","10.78","10.85","10.73","10.84","-0.0300","194"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","1073502","39010603","36.28","36.45","36.28","36.38","0.4400","423"
"00646","元大S&P500","4156315","205071418","49.10","49.42","49.10","49.41","0.6500","1543"
"00647L","元大S&P500正2","97428","7475095","76.60","76.85","76.50","76.85","1.7500","64"
"00648R","元大S&P500反1","389160","2308748","5.93","5.94","5.93","5.93","-0.0500","54"
"00650L","復華香港正2","29674980","255564340","8.70","8.74","8.51","8.74","-0.0300","2730"
"00651R","復華香港反1","665131","6422470","9.63","9.72","9.62","9.62","0.0400","96"
"00652","富邦印度","521947","18782445","36.05","36.09","35.87","35.92","-0.1400","437"
"00653L","富邦印度正2","665902","38012220","57.60","57.60","56.55","56.65","-1.0500","221"
"00654R","富邦印度反1","174052","1192428","6.82","6.89","6.82","6.88","0.0800","34"
"00655L","國泰中國A50正2","5734578","125896495","22.14","22.19","21.80","22.19","-0.1700","1055"
"00656R","國泰中國A50反1","337000","3019950","8.95","8.98","8.92","8.92","0.0400","32"
"00657","國泰日經225","555013","25220004","45.30","45.64","45.30","45.61","0.8700","167"
"00657K","國泰日經225+U","200","2884","14.42","14.42","14.42","14.42","0.2300","2"
"00660","元大歐洲50","17230","594551","34.37","34.58","34.37","34.58","0.3800","99"
"00661","元大日經225","900594","44611970","49.47","49.68","49.40","49.62","0.8500","253"
"00662","富邦NASDAQ","2381660","171399015","71.75","72.10","71.75","71.95","1.0000","1312"
"00663L","國泰臺灣加權正2","3078","477980","154.90","155.85","154.90","155.85","0.0000","6"
"00664R","國泰臺灣加權反1","5592360","26752752","4.78","4.80","4.77","4.78","-0.0400","357"
"00665L","富邦恒生國企正2","64864477","347167037","5.33","5.47","5.27","5.47","0.0200","4840"
"00666R","富邦恒生國企反1","418010","6984744","16.75","16.80","16.53","16.53","0.0500","69"
"00668","國泰美國道瓊","208413","9213679","44.26","44.28","44.20","44.26","0.1800","76"
"00668K","國泰美國道瓊+U","200","2798","13.99","13.99","13.99","13.99","0.0100","2"
"00669R","國泰美國道瓊反1","1358085","9665813","7.11","7.13","7.11","7.12","-0.0300","116"
"00670L","富邦NASDAQ正2","1362194","147289213","107.90","108.40","107.90","108.40","3.0000","761"
"00671R","富邦NASDAQ反1","5314162","22048278","4.15","4.16","4.14","4.15","-0.0500","291"
"00673R","期元大S&P原油反1","20582357","158741130","7.71","7.73","7.70","7.71","-0.0600","1631"
"00674R","期元大S&P黃金反1","429000","5199180","12.12","12.13","12.11","12.12","0.0300","28"
"00675L","富邦臺灣加權正2","862129","58332573","67.80","68.10","67.05","68.10","1.4500","700"
"00676R","富邦臺灣加權反1","9072142","24065753","2.65","2.66","2.64","2.64","-0.0400","370"
"00678","群益那斯達克生技","232924","6441380","27.66","27.67","27.64","27.66","0.1300","81"
"00680L","元大美債20正2","39313941","339978166","8.65","8.67","8.63","8.65","-0.0800","6418"
"00681R","元大美債20反1","190000","3875160","20.43","20.43","20.38","20.41","0.1200","18"
"00682U","期元大美元指數","230000","4818570","20.95","20.96","20.92","20.92","-0.0100","21"
"00683L","期元大美元指正2","396448","8846660","22.33","22.34","22.30","22.30","-0.0700","42"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","93389","5616827","60.25","60.60","59.95","60.60","1.3500","52"
