證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","10926996","1249914581","113.85","115.40","113.10","115.40","1.0500","10582"
"0051","元大中型100","21742","1132066","51.85","52.50","51.75","52.50","0.3500","138"
"0052","富邦科技","290902","28419287","96.50","98.50","96.40","98.30","0.7000","437"
"0053","元大電子","6361","347726","54.25","55.05","54.25","55.05","0.2500","367"
"0055","元大MSCI金融","290044","6301565","21.50","21.92","21.43","21.92","0.3600","443"
"0056","元大高股息","16102007","407548773","25.30","25.50","25.18","25.47","0.1500","9475"
"0057","富邦摩台","4616","375559","80.80","82.00","80.80","82.00","0.1500","557"
"0061","元大寶滬深","328136","5792944","17.20","17.83","17.20","17.83","0.6500","792"
"006203","元大MSCI台灣","4248","233581","54.85","55.75","54.85","55.75","0.3000","954"
"006204","永豐臺灣加權","24848","1823538","72.90","73.50","72.75","73.50","0.4000","391"
"006205","富邦上証","795131","23795424","29.08","30.33","29.08","30.26","1.1800","371"
"006206","元大上證50","95873","2713806","27.75","28.80","27.75","28.78","1.3400","422"
"006207","FH滬深","802522","18441623","22.76","23.68","22.72","23.54","0.8000","334"
"006208","富邦台50","2744984","177498763","64.25","65.20","63.95","65.10","0.4000","3281"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","5831099","573142722","97.45","100.05","96.70","99.95","2.1000","2143"
"00632R","元大台灣50反1","188478065","1090225588","5.82","5.84","5.74","5.75","-0.0500","11015"
"00633L","富邦上証正2","23433672","837644966","34.44","36.80","34.38","36.52","3.0400","4764"
"00634R","富邦上証反1","1828000","8745800","4.90","4.90","4.68","4.72","-0.2200","222"
"00635U","期元大S&P黃金","166176","3762229","22.62","22.76","22.61","22.76","0.0100","60"
"00636","國泰中國A50","1028078","20331406","19.31","20.09","19.31","20.00","0.8900","870"
"00636K","國泰中國A50+U","200","1294","6.47","6.47","6.47","6.47","0.3000","2"
"00637L","元大滬深300正2","176554861","2480314924","13.52","14.46","13.52","14.34","1.1500","20623"
"00638R","元大滬深300反1","1635656","16472177","10.47","10.47","9.94","10.01","-0.4500","380"
"00639","富邦深100","267010","3151974","11.59","11.95","11.59","11.93","0.4000","207"
"00640L","富邦日本正2","227000","6772750","29.70","29.90","29.70","29.82","-0.2400","83"
"00641R","富邦日本反1","242000","2289390","9.46","9.47","9.45","9.45","0.0300","43"
"00642U","期元大S&P石油","8011206","133692566","16.44","17.07","16.44","17.07","1.1200","2145"
"00643","群益深証中小","406012","5780545","14.15","14.43","14.13","14.41","0.3600","639"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","28318","752060","26.60","26.62","26.52","26.57","-0.0900","976"
"00646","元大S&P500","271019","10302970","38.00","38.10","37.97","38.08","-0.2100","382"
"00647L","元大S&P500正2","241136","12992996","53.75","54.10","53.70","54.10","-0.4000","94"
"00648R","元大S&P500反1","1478000","10889190","7.38","7.38","7.35","7.35","0.0300","173"
"00650L","FH香港正2","25128698","284786406","10.80","11.65","10.78","11.62","1.0100","2938"
"00651R","FH香港反1","2433990","23193050","10.00","10.00","9.39","9.40","-0.4700","446"
"00652","富邦印度","81203","2543838","31.25","31.42","31.21","31.41","0.2000","318"
"00653L","富邦印度正2","139140","6784556","48.72","49.15","48.50","49.15","0.4300","80"
"00654R","富邦印度反1","358000","2738350","7.65","7.68","7.63","7.63","-0.0200","81"
"00655L","國泰中國A50正2","8658471","219158780","24.37","26.06","24.37","25.79","2.0900","1633"
"00656R","國泰中國A50反1","2187120","19676068","9.20","9.21","8.84","8.90","-0.4200","224"
"00657","國泰日經225","2518","82546","33.02","33.02","32.95","32.95","-0.1200","520"
"00657K","國泰日經225+U","200","2132","10.66","10.66","10.66","10.66","-0.0100","2"
"00660","元大歐洲50","21973","632078","28.74","28.91","28.74","28.82","-0.1000","974"
"00661","元大日經225","694","24141","","","","","0.0000","557"
"00662","富邦NASDAQ","293924","13624882","46.38","46.46","46.28","46.46","-0.0500","274"
"00663L","國泰臺灣加權正2","136000","12287650","89.55","91.85","89.20","91.65","1.5500","20"
"00664R","國泰臺灣加權反1","7768788","50821837","6.58","6.60","6.49","6.51","-0.0700","862"
"00665L","富邦恒生國企正2","34320205","248536183","6.83","7.51","6.83","7.48","0.7900","2820"
"00666R","富邦恒生國企反1","625000","10330820","16.73","17.01","16.26","16.32","-0.9800","173"
"00668","國泰美國道瓊","13902","528494","38.11","38.11","38.00","38.06","-0.3300","542"
"00668K","國泰美國道瓊+U","200","2460","12.30","12.30","12.30","12.30","-0.1100","2"
"00669R","國泰美國道瓊反1","13791401","108737523","7.90","7.90","7.87","7.87","0.0300","1148"
"00670L","富邦NASDAQ正2","3140047","175122788","55.45","56.10","55.45","56.10","0.1500","937"
"00671R","富邦NASDAQ反1","7415000","46532960","6.29","6.30","6.26","6.26","-0.0100","454"
