證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","4828179","573008011","118.60","119.00","118.30","118.90","0.3500","5793"
"0051","元大中型100","34159","1980944","58.15","58.15","57.80","57.95","-0.2000","157"
"0052","富邦科技","151159","15384079","101.75","102.00","101.50","102.00","0.6000","384"
"0053","元大電子","3499","207042","59.30","59.50","59.30","59.50","0.1500","502"
"0055","元大MSCI金融","123819","2800994","22.64","22.70","22.56","22.70","0.0600","327"
"0056","元大高股息","10167712","291084334","28.67","28.69","28.53","28.64","-0.0300","8134"
"0057","富邦摩台","5544","476312","86.20","86.20","86.05","86.20","0.1000","968"
"0061","元大寶滬深","95369","1843848","19.33","19.40","19.30","19.34","0.0600","552"
"006203","元大MSCI台灣","6421","368319","57.45","57.45","57.20","57.45","0.1500","189"
"006204","永豐臺灣加權","4047","319820","79.25","79.40","79.25","79.25","0.1000","434"
"006205","富邦上証","1900831","62544923","32.84","33.02","32.70","33.00","0.3000","476"
"006206","元大上證50","120028","3733918","30.87","31.22","30.87","31.22","0.3500","110"
"006207","復華滬深","490384","12452418","25.44","25.52","25.32","25.48","0.1800","771"
"006208","富邦台50","2305571","158309534","68.70","68.80","68.45","68.80","0.2000","2580"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2044902","234987159","115.00","115.25","114.10","115.25","0.4000","1286"
"00632R","元大台灣50反1","63853243","335598869","5.26","5.28","5.24","5.24","-0.0100","2541"
"00633L","富邦上証正2","8678741","349841593","39.96","40.75","39.55","40.57","0.7500","2127"
"00634R","富邦上証反1","307000","1335610","4.36","4.38","4.33","4.34","-0.0300","41"
"00635U","期元大S&P黃金","215994","5517578","25.52","25.60","25.48","25.60","0.0500","194"
"00636","國泰中國A50","1141534","25120715","21.97","22.11","21.77","22.06","0.2200","1215"
"00636K","國泰中國A50+U","200","1436","7.18","7.18","7.18","7.18","0.0300","2"
"00637L","元大滬深300正2","91785329","1457975311","15.75","16.05","15.59","15.99","0.2800","10339"
"00638R","元大滬深300反1","1470000","13533870","9.24","9.26","9.14","9.16","-0.0800","112"
"00639","富邦深100","972492","12182594","12.56","12.60","12.49","12.57","0.0100","130"
"00640L","富邦日本正2","339140","11247264","32.96","33.37","32.95","33.36","0.7700","119"
"00641R","富邦日本反1","1921048","17008781","8.88","8.88","8.82","8.83","-0.1000","326"
"00642U","期元大S&P石油","10016343","153989362","15.38","15.41","15.32","15.38","0.2200","2354"
"00643","群益深証中小","614537","8945695","14.60","14.61","14.50","14.56","-0.0200","214"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","107985","3036683","27.96","28.19","27.96","28.19","0.2900","453"
"00646","元大S&P500","385269","15121820","39.21","39.30","39.21","39.27","0.0600","695"
"00647L","元大S&P500正2","54218","3023632","55.70","55.90","55.70","55.85","0.2000","30"
"00648R","元大S&P500反1","3737001","26409197","7.07","7.07","7.06","7.07","-0.0100","715"
"00650L","復華香港正2","3698755","50342559","13.63","13.71","13.52","13.61","0.0000","631"
