證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","6838963","984397159","143.20","144.25","143.10","144.15","1.1000","8693"
"0051","元大中型100","87531","5300779","60.50","60.65","60.40","60.65","0.1500","108"
"0052","富邦科技","505644","67014951","132.00","132.95","131.70","132.50","1.0000","481"
"0053","元大電子","16472","1138432","69.00","69.50","68.95","69.50","0.6000","21"
"0054","元大台商50","6759","212359","31.35","31.53","31.30","31.52","0.2600","13"
"0055","元大MSCI金融","632969","15430174","24.29","24.40","24.29","24.40","0.1100","553"
"0056","元大高股息","11201779","373828557","33.30","33.40","33.30","33.38","0.0900","8678"
"0057","富邦摩台","25027","2479664","98.65","99.20","98.60","99.20","0.5500","11"
"0061","元大寶滬深","156042","3562098","22.82","23.00","22.73","22.73","-0.0900","60"
"006203","元大MSCI台灣","12106","834737","68.90","69.15","68.90","69.15","0.5500","15"
"006204","永豐臺灣加權","28356","2567864","90.20","90.70","90.20","90.65","0.6000","31"
"006205","富邦上証","881873","32738599","37.19","37.33","36.98","36.98","-0.1100","330"
"006206","元大上證50","150855","5449545","36.42","36.42","36.00","36.02","-0.1200","85"
"006207","FH滬深","161000","4822240","30.00","30.05","29.83","29.83","-0.1700","19"
"006208","富邦台50","2743173","222264937","80.50","81.20","80.50","81.05","0.6000","3919"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1608460","236722387","142.00","143.95","142.00","143.60","1.9000","597"
"00632R","元大台灣50反1","83840581","434161555","5.21","5.21","5.17","5.17","-0.0400","6199"
"00633L","富邦上証正2","2594280","145868470","56.45","56.80","55.80","55.90","-0.5000","614"
"00634R","富邦上証反1","127000","495670","3.89","3.92","3.89","3.92","0.0300","18"
"00635U","期元大S&P黃金","312035","7491452","23.98","24.05","23.98","24.01","0.0100","98"
"00636","國泰中國A50","840090","21221035","25.30","25.35","25.13","25.15","-0.1600","331"
"00636K","國泰中國A50+U","200","1816","9.08","9.08","9.08","9.08","-0.0400","2"
"00637L","元大滬深300正2","23537398","525967359","22.44","22.53","22.18","22.18","-0.2000","3962"
"00638R","元大滬深300反1","1841000","14778190","8.00","8.06","7.99","8.06","0.0600","35"
"00639","富邦深100","718221","11892838","16.56","16.67","16.49","16.49","-0.0400","222"
"00640L","富邦日本正2","347100","10224761","29.45","29.55","29.38","29.48","-0.1500","75"
"00641R","富邦日本反1","84000","849390","10.12","10.12","10.11","10.12","0.0400","13"
