證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","8787291","1045314027","119.10","119.25","118.55","119.00","-0.2500","13540"
"0051","元大中型100","37425","2059950","55.10","55.15","54.80","55.05","0.2000","153"
"0052","富邦科技","201337","21183818","104.90","105.60","104.90","105.25","-0.3500","462"
"0053","元大電子","5568","325654","58.70","58.70","58.50","58.50","-0.1000","485"
"0055","元大MSCI金融","95034","2118958","22.30","22.37","22.25","22.31","0.0100","258"
"0056","元大高股息","11749214","316284374","26.91","26.96","26.85","26.94","0.0200","9026"
"0057","富邦摩台","4607","397371","86.55","86.55","86.05","86.30","-0.1000","465"
"0061","元大寶滬深","176450","3439263","19.40","19.52","19.40","19.46","0.0100","349"
"006203","元大MSCI台灣","4780","274714","57.60","57.60","57.50","57.60","-0.1500","755"
"006204","永豐臺灣加權","23901","1846537","77.30","77.35","77.30","77.35","-0.1000","335"
"006205","富邦上証","1221099","39778592","32.30","32.65","32.30","32.55","0.2800","654"
"006206","元大上證50","52278","1630447","31.00","31.30","31.00","31.09","0.1000","1057"
"006207","FH滬深","43400","1111007","25.53","25.65","25.53","25.57","0.1700","703"
"006208","富邦台50","2770050","190509851","68.90","69.00","68.55","68.85","-0.1500","5765"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2313198","256253112","110.50","111.35","110.20","110.70","0.0000","1379"
"00632R","元大台灣50反1","60687961","327927059","5.41","5.42","5.39","5.41","0.0100","3794"
"00633L","富邦上証正2","6851239","284199197","41.09","41.80","41.09","41.33","0.7000","1451"
"00634R","富邦上証反1","73100","313800","4.33","4.33","4.28","4.30","-0.0300","26"
"00635U","期元大S&P黃金","126996","3040206","23.89","23.97","23.89","23.96","-0.0500","128"
"00636","國泰中國A50","921568","20596082","22.20","22.42","22.20","22.30","0.1400","678"
"00636K","國泰中國A50+U","200","1484","7.42","7.42","7.42","7.42","0.0400","2"
"00637L","元大滬深300正2","42737349","698526300","16.16","16.49","16.16","16.28","0.2700","6662"
"00638R","元大滬深300反1","2341300","21101537","9.07","9.07","8.99","9.04","-0.0300","94"
"00639","富邦深100","509080","6888628","13.45","13.58","13.45","13.53","0.1000","794"
"00640L","富邦日本正2","95409","2812250","29.50","29.55","29.33","29.39","0.1600","48"
"00641R","富邦日本反1","448030","4238305","9.45","9.49","9.43","9.49","0.0200","63"
"00642U","期元大S&P石油","6289923","99752251","15.79","15.90","15.77","15.90","0.3200","1346"
"00643","群益深証中小","136646","2150394","15.67","15.79","15.67","15.69","0.0200","474"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","61176","1619429","26.48","26.50","26.41","26.41","0.0300","555"
"00646","元大S&P500","969081","36968454","38.10","38.21","38.10","38.14","0.0500","900"
"00647L","元大S&P500正2","124375","6961999","56.05","56.05","55.80","55.85","0.0500","48"
"00648R","元大S&P500反1","2198240","15437720","7.02","7.04","7.01","7.04","0.0000","119"
"00650L","FH香港正2","5978049","92525356","15.18","15.62","15.18","15.41","0.3600","869"
"00651R","FH香港反1","2312000","18151300","7.95","7.95","7.81","7.88","-0.0700","238"
"00652","富邦印度","400700","11532715","28.72","28.86","28.72","28.77","0.0800","462"
"00653L","富邦印度正2","786884","33802161","42.94","43.19","42.70","42.86","0.3600","247"
"00654R","富邦印度反1","204000","1635050","8.02","8.04","8.00","8.04","-0.0100","33"
"00655L","國泰中國A50正2","1457650","42946739","29.09","29.75","29.09","29.35","0.4600","480"
"00656R","國泰中國A50反1","398000","3220190","8.15","8.15","8.06","8.09","-0.0400","29"
