證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","10361395","1339825860","129.75","129.80","128.85","129.25","0.0000","20563"
"0051","元大中型100","87290","5013596","57.80","57.80","57.20","57.40","0.1500","328"
"0052","富邦科技","964444","102634834","107.00","107.00","105.90","106.20","-0.1500","977"
"0053","元大電子","7836","475840","60.95","60.95","60.60","60.85","0.0000","800"
"0054","元大台商50","141282","4063997","28.80","28.86","28.70","28.86","0.0300","390"
"0055","元大MSCI金融","776861","20437810","26.10","26.48","26.06","26.40","0.2100","575"
"0056","元大高股息","28779840","920408264","32.11","32.15","31.89","31.93","-0.1000","24186"
"0057","富邦摩台","25988","2341394","90.10","90.20","89.95","89.95","0.0500","980"
"0061","元大寶滬深","509803","9437300","18.59","18.68","18.30","18.57","-0.3500","675"
"006203","元大MSCI台灣","6859","421984","61.55","61.85","61.50","61.85","0.2000","801"
"006204","永豐臺灣加權","22144","1861707","84.65","84.65","84.00","84.00","0.0500","868"
"006205","富邦上証","1339659","41879553","31.28","31.63","30.83","31.37","-0.5200","863"
"006206","元大上證50","403307","12282279","30.77","30.82","30.04","30.71","-0.2900","708"
"006207","FH滬深","614084","14839534","24.21","24.48","23.97","24.29","-0.5200","407"
"006208","富邦台50","4917922","366376583","74.55","74.80","74.20","74.40","-0.0500","8177"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1725899","209313735","121.55","121.80","120.15","120.60","0.1500","902"
"00632R","元大台灣50反1","235627379","1297354283","5.49","5.53","5.48","5.52","0.0000","6563"
"00633L","富邦上証正2","23232520","878977998","37.46","38.92","37.06","38.30","-0.9200","4800"
"00634R","富邦上証反1","1414500","6625696","4.71","4.73","4.62","4.66","0.0400","143"
"00635U","期元大S&P黃金","886814","22351582","25.21","25.25","25.15","25.25","-0.1600","292"
"00636","國泰中國A50","1286260","27291959","21.23","21.58","21.01","21.42","-0.1800","688"
"00636K","國泰中國A50+U","200","1466","7.33","7.33","7.33","7.33","0.0000","2"
"00637L","元大滬深300正2","152618402","2278283915","14.80","15.41","14.64","15.18","-0.3500","21162"
"00638R","元大滬深300反1","840000","8288650","9.79","9.97","9.72","9.81","0.0700","148"
"00639","富邦深100","1192216","14789962","12.36","12.53","12.23","12.41","-0.2400","515"
"00640L","富邦日本正2","307000","8171660","26.58","26.72","26.51","26.61","0.0000","60"
"00641R","富邦日本反1","556000","5751420","10.34","10.36","10.33","10.36","-0.0100","68"
"00642U","期元大S&P石油","2469116","46791190","18.92","19.06","18.79","18.98","-0.0300","671"
"00643","群益深証中小","385191","5446862","14.35","14.35","14.00","14.20","-0.3800","717"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","167824","4208025","25.04","25.11","25.02","25.05","0.0500","509"
"00646","元大S&P500","802951","31131288","38.77","38.81","38.71","38.77","0.3800","529"
"00647L","元大S&P500正2","618005","40441476","65.20","65.55","65.10","65.35","1.5500","94"
"00648R","元大S&P500反1","1793600","12505264","6.98","6.98","6.96","6.98","-0.0700","204"
"00650L","FH香港正2","3883080","57029848","14.70","14.87","14.43","14.67","0.0600","691"
"00651R","FH香港反1","1377000","12481180","9.09","9.11","8.96","8.99","-0.0500","83"
"00652","富邦印度","97062","2792324","28.50","28.81","28.50","28.76","0.2700","415"
"00653L","富邦印度正2","168000","7093300","42.00","42.45","42.00","42.35","0.6700","75"
"00654R","富邦印度反1","72000","605450","8.43","8.44","8.40","8.41","-0.1000","33"
"00655L","國泰中國A50正2","8300750","228912195","27.19","28.38","26.94","27.97","-0.5400","1880"
"00656R","國泰中國A50反1","543000","4832400","8.93","9.00","8.75","8.81","0.0400","44"
"00657","國泰日經225","2843","88661","31.68","31.68","31.68","31.68","0.2400","845"
"00657K","國泰日經225+U","200","2162","10.81","10.81","10.81","10.81","0.1000","2"
"00660","元大歐洲50","4454","122514","27.53","27.62","27.53","27.62","0.2700","315"
"00661","元大日經225","1971","65731","33.69","33.69","33.69","33.69","0.2500","966"
"00662","富邦NASDAQ","1156003","59256218","51.10","51.35","51.10","51.30","0.9000","533"
"00663L","國泰臺灣加權正2","8000","881150","110.60","110.60","109.65","109.65","0.1500","7"
"00664R","國泰臺灣加權反1","25598209","159688042","6.21","6.25","6.20","6.25","0.0100","703"
"00665L","富邦恒生國企正2","4380050","40993116","9.27","9.51","9.16","9.37","0.1500","428"
"00666R","富邦恒生國企反1","271000","4260940","15.91","15.92","15.67","15.67","-0.2500","17"
"00668","國泰美國道瓊","21856","789382","36.13","36.20","36.11","36.11","0.3500","681"
"00668K","國泰美國道瓊+U","200","2470","12.35","12.35","12.35","12.35","0.1900","2"
"00669R","國泰美國道瓊反1","4620280","36774450","7.97","7.97","7.95","7.97","-0.0900","492"
"00670L","富邦NASDAQ正2","1371119","115032983","83.65","84.35","83.55","84.05","2.9500","639"
"00671R","富邦NASDAQ反1","14035400","80055905","5.71","5.72","5.69","5.71","-0.1000","894"
"00673R","期元大S&P原油反1","39557172","336924546","8.55","8.59","8.45","8.48","-0.0300","2522"
