證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","11586756","1404541104","121.40","121.70","120.75","121.20","0.6000","9046"
"0051","元大中型100","33413","1919014","57.50","57.60","57.20","57.35","0.5500","122"
"0052","富邦科技","181675","19827148","109.30","109.40","108.60","109.15","1.0500","292"
"0053","元大電子","3149","190651","60.65","60.95","60.65","60.95","0.5500","988"
"0055","元大MSCI金融","105970","2322759","21.95","21.96","21.83","21.83","-0.0600","225"
"0056","元大高股息","19920889","563236386","28.28","28.32","28.20","28.29","0.1400","8884"
"0057","富邦摩台","5468","480310","88.10","88.20","87.60","88.20","0.6500","1009"
"0061","元大寶滬深","36004","683716","19.01","19.05","18.95","19.05","0.0400","841"
"006203","元大MSCI台灣","2122","123943","58.80","58.80","58.80","58.80","0.4500","979"
"006204","永豐臺灣加權","27325","2167333","79.30","79.45","79.30","79.35","0.5000","1010"
"006205","富邦上証","1130615","35764931","31.68","31.82","31.51","31.71","0.0300","135"
"006206","元大上證50","38733","1161971","30.13","30.13","29.90","30.07","0.0200","960"
"006207","FH滬深","63204","1575121","24.94","25.01","24.93","25.01","0.0000","1002"
"006208","富邦台50","3066343","214831605","70.25","70.35","69.80","70.05","0.2500","3344"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2047634","238822990","116.80","117.25","115.90","116.80","1.3500","1559"
"00632R","元大台灣50反1","85944219","449599293","5.23","5.25","5.22","5.23","-0.0400","4922"
"00633L","富邦上証正2","7445520","287826918","38.62","39.02","38.28","38.69","0.3000","1675"
"00634R","富邦上証反1","201000","893840","4.46","4.47","4.44","4.44","-0.0300","17"
"00635U","期元大S&P黃金","673814","16749353","24.89","24.92","24.82","24.92","-0.0300","147"
"00636","國泰中國A50","1216734","26182732","21.59","21.63","21.43","21.63","0.1900","583"
"00636K","國泰中國A50+U","200","1410","7.05","7.05","7.05","7.05","-0.0200","2"
"00637L","元大滬深300正2","74405155","1131656018","15.22","15.36","15.07","15.23","0.1100","7432"
"00638R","元大滬深300反1","490000","4599430","9.39","9.42","9.35","9.35","-0.0500","31"
"00639","富邦深100","550003","7150164","13.00","13.05","12.93","13.05","0.0600","894"
"00640L","富邦日本正2","305200","9079382","29.76","29.84","29.69","29.77","0.4200","80"
