證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","17248914","2007953600","116.25","116.95","116.00","116.55","-3.0500","31024"
"0051","元大中型100","40290","2203615","54.80","54.85","54.30","54.85","-0.9500","207"
"0052","富邦科技","398395","39275786","98.25","99.00","97.95","98.75","-2.5000","1591"
"0053","元大電子","9360","530456","56.50","56.95","56.50","56.95","-1.5500","570"
"0055","元大MSCI金融","223055","5212752","23.45","23.45","23.21","23.35","-0.4600","486"
"0056","元大高股息","53315667","1515280232","28.44","28.52","28.29","28.45","-0.6500","30687"
"0057","富邦摩台","5819","484185","83.25","83.50","83.05","83.50","-2.1000","809"
"0061","元大寶滬深","141829","2736591","19.35","19.37","19.23","19.31","-0.2500","835"
"006203","元大MSCI台灣","9852","555746","56.50","56.90","56.20","56.90","-1.3000","414"
"006204","永豐臺灣加權","25922","1999481","77.05","77.25","76.80","77.20","-1.9000","748"
"006205","富邦上証","696988","22403539","32.16","32.31","32.04","32.13","-0.3600","186"
"006206","元大上證50","47373","1455506","30.97","30.97","30.59","30.75","-0.3800","1002"
"006207","FH滬深","276550","7029433","25.44","25.53","25.30","25.40","-0.3600","351"
"006208","富邦台50","7201933","483198215","66.95","67.45","66.80","67.25","-1.6000","11821"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","7987725","822033161","102.65","103.80","102.05","103.10","-5.7000","3655"
"00632R","元大台灣50反1","258079323","1497217625","5.80","5.83","5.78","5.80","0.1500","17243"
"00633L","富邦上証正2","12965500","550674680","42.49","42.97","42.14","42.32","-0.8100","1340"
"00634R","富邦上証反1","623419","2749026","4.41","4.43","4.39","4.42","0.0600","76"
"00635U","期元大S&P黃金","729577","16516199","22.76","22.76","22.60","22.60","-0.4600","310"
"00636","國泰中國A50","1246637","27473213","22.05","22.19","21.90","21.95","-0.3000","316"
"00636K","國泰中國A50+U","200","1448","7.24","7.24","7.24","7.24","-0.1200","2"
"00637L","元大滬深300正2","63581885","1066010890","16.82","16.97","16.64","16.68","-0.3600","6835"
