證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","15272877","1673263794","109.60","110.90","108.45","110.75","0.5500","13899"
"0051","元大中型100","59406","3033756","51.25","51.50","50.80","51.40","0.1500","148"
"0052","富邦科技","284445","26319413","92.00","93.50","91.40","93.30","0.8000","403"
"0053","元大電子","7014","361840","51.70","52.35","51.40","52.35","0.9500","1006"
"0055","元大MSCI金融","92843","1984374","21.46","21.52","21.23","21.49","-0.0100","307"
"0056","元大高股息","14697328","372787005","25.28","25.50","25.19","25.49","0.0900","11364"
"0057","富邦摩台","22999","1800503","78.60","78.65","78.30","78.65","0.0500","1001"
"0061","元大寶滬深","135943","2516354","18.42","18.65","18.40","18.54","0.1200","953"
"006203","元大MSCI台灣","4673","247323","52.60","53.50","52.60","53.25","0.0500","910"
"006204","永豐臺灣加權","35658","2537288","70.70","71.20","70.70","71.20","0.0000","980"
"006205","富邦上証","907151","28471417","31.17","31.59","31.03","31.50","0.3300","195"
"006206","元大上證50","42306","1274133","30.04","30.46","29.90","30.46","0.4200","926"
"006207","FH滬深","71811","1764244","24.47","24.73","24.24","24.60","0.2800","13"
"006208","富邦台50","3480749","215902000","61.80","62.70","61.35","62.60","0.5000","5762"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","10188672","938576250","91.50","94.30","90.40","94.05","1.2500","3759"
"00632R","元大台灣50反1","197420151","1172489755","5.96","6.00","5.88","5.88","-0.0300","9013"
"00633L","富邦上証正2","9994032","383965000","38.90","39.01","37.81","38.65","-0.5000","2288"
"00634R","富邦上証反1","1240000","5648400","4.53","4.59","4.52","4.54","0.0300","94"
"00635U","期元大S&P黃金","994164","23560091","23.63","23.79","23.59","23.75","0.2800","373"
"00636","國泰中國A50","443193","9438898","21.42","21.44","21.07","21.40","0.0200","693"
"00636K","國泰中國A50+U","200","1392","6.96","6.96","6.96","6.96","0.0000","2"
"00637L","元大滬深300正2","90188258","1368904042","15.39","15.41","14.94","15.26","-0.2100","10748"
"00638R","元大滬深300反1","1315001","12664729","9.55","9.69","9.55","9.55","0.0500","119"
"00639","富邦深100","807423","10199342","12.60","12.67","12.45","12.65","0.1000","706"
"00640L","富邦日本正2","374821","9820388","26.21","26.29","26.01","26.27","-0.7000","194"
"00641R","富邦日本反1","1328200","13357225","10.05","10.11","10.02","10.05","0.1300","205"
"00642U","期元大S&P石油","3688079","62967505","17.12","17.17","16.97","17.04","0.2300","603"
