證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","8960233","1064028251","119.30","119.30","118.40","118.75","-1.5500","22127"
"0051","元大中型100","38890","2156959","55.55","55.65","55.35","55.50","-0.2000","188"
"0052","富邦科技","405822","42563937","105.75","105.75","104.55","104.90","-1.5500","732"
"0053","元大電子","3923","228134","58.30","58.45","58.30","58.45","-0.7000","808"
"0055","元大MSCI金融","173338","3915559","22.55","22.67","22.54","22.56","0.0100","319"
"0056","元大高股息","14818392","403291822","27.23","27.25","27.17","27.24","-0.0900","10504"
"0057","富邦摩台","15823","1363729","86.20","86.55","86.20","86.55","-0.5500","755"
"0061","元大寶滬深","264511","5160497","19.80","19.80","19.40","19.51","-0.3500","567"
"006203","元大MSCI台灣","2778","159419","57.45","57.45","57.45","57.45","-0.7000","548"
"006204","永豐臺灣加權","22940","1778836","77.90","77.90","77.55","77.55","-0.6000","637"
"006205","富邦上証","1026137","33341913","32.74","32.74","32.32","32.43","-0.6400","234"
"006206","元大上證50","78834","2462783","31.50","31.50","31.09","31.24","-0.4300","758"
"006207","FH滬深","45601","1166396","25.63","25.63","25.36","25.36","-0.5900","123"
"006208","富邦台50","3710921","255068872","69.00","69.00","68.55","68.70","-0.9000","8754"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","4299054","476343803","111.15","111.45","110.30","111.05","-1.9000","2275"
"00632R","元大台灣50反1","138377640","745426970","5.38","5.40","5.37","5.39","0.0500","5567"
"00633L","富邦上証正2","9723939","404499269","41.70","42.17","41.18","41.55","-1.3700","2421"
"00634R","富邦上証反1","449000","1938150","4.31","4.34","4.30","4.33","0.0800","37"
"00635U","期元大S&P黃金","867216","20266599","23.40","23.43","23.34","23.34","-0.1600","327"
"00636","國泰中國A50","2079356","46388113","22.30","22.41","22.17","22.29","-0.3400","1658"
"00636K","國泰中國A50+U","200","1470","7.35","7.35","7.35","7.35","-0.1200","2"
"00637L","元大滬深300正2","76034129","1248852607","16.40","16.63","16.25","16.39","-0.5000","9778"
"00638R","元大滬深300反1","578070","5229985","9.03","9.09","9.00","9.06","0.1400","92"
"00639","富邦深100","1166387","15652926","13.45","13.52","13.36","13.39","-0.3600","934"
"00640L","富邦日本正2","30100","891930","29.75","29.75","29.58","29.58","-0.3400","21"
"00641R","富邦日本反1","496000","4665720","9.42","9.43","9.39","9.43","0.0700","78"
"00642U","期元大S&P石油","2269722","37492620","16.52","16.59","16.45","16.45","-0.2900","760"
"00643","群益深証中小","1314401","20362204","15.71","15.71","15.41","15.45","-0.4100","708"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","42495","1126375","26.50","26.57","26.49","26.56","-0.1400","398"
"00646","元大S&P500","550109","21076130","38.35","38.35","38.27","38.29","-0.5800","453"
"00647L","元大S&P500正2","635835","34957870","55.10","55.20","54.85","54.90","-2.1500","136"
"00648R","元大S&P500反1","3563092","25384045","7.11","7.15","7.11","7.15","0.1500","225"
"00650L","FH香港正2","6207308","91842505","14.91","15.02","14.70","14.72","-0.5700","1141"
"00651R","FH香港反1","2658000","21340670","8.00","8.09","7.98","8.06","0.1500","166"
"00652","富邦印度","209705","6127388","29.35","29.35","29.16","29.24","-0.1400","449"
"00653L","富邦印度正2","821650","36011326","43.80","44.05","43.68","43.93","-0.6000","293"
"00654R","富邦印度反1","82019","651200","7.90","7.95","7.90","7.93","0.0600","28"
"00655L","國泰中國A50正2","3333039","98243541","29.52","29.91","29.16","29.44","-1.0100","773"
"00656R","國泰中國A50反1","653150","5296312","8.15","8.15","8.06","8.11","0.1300","35"
"00657","國泰日經225","538728","17590696","32.59","32.69","32.50","32.50","-0.3200","750"
"00657K","國泰日經225+U","200","2142","10.71","10.71","10.71","10.71","-0.1100","2"
"00660","元大歐洲50","3339","103732","31.20","31.23","31.20","31.23","-0.2700","803"
"00661","元大日經225","2914","100967","34.94","34.95","34.94","34.95","-0.2400","915"
"00662","富邦NASDAQ","909969","44038883","48.40","48.49","48.31","48.38","-1.1000","893"
"00663L","國泰臺灣加權正2","339110","34614175","102.50","102.65","101.70","102.05","-1.6500","37"
"00664R","國泰臺灣加權反1","11548001","70130596","6.08","6.10","6.06","6.07","0.0400","366"
"00665L","富邦恒生國企正2","16868415","154835210","9.17","9.35","9.10","9.12","-0.3700","2401"
"00666R","富邦恒生國企反1","213000","2987320","13.90","14.09","13.90","14.09","0.3200","63"
"00668","國泰美國道瓊","731838","27148964","37.04","37.13","37.04","37.05","-0.4900","690"
"00668K","國泰美國道瓊+U","200","2442","12.21","12.21","12.21","12.21","-0.2000","2"
"00669R","國泰美國道瓊反1","10826106","85631373","7.90","7.93","7.90","7.93","0.1400","699"
"00670L","富邦NASDAQ正2","4649397","282686724","60.90","61.05","60.55","60.60","-3.8000","2000"
"00671R","富邦NASDAQ反1","15126267","88697219","5.86","5.88","5.85","5.88","0.1600","887"
"00673R","期元大S&P原油反1","31939911","279782741","8.74","8.81","8.72","8.80","0.1600","2096"
"00674R","期元大S&P黃金反1","912362","11778325","12.89","12.94","12.88","12.93","0.0800","162"
"00675L","富邦臺灣加權正2","2709732","120414672","44.51","44.66","44.20","44.50","-0.6900","634"
"00676R","富邦臺灣加權反1","3082701","10320934","3.35","3.36","3.34","3.35","0.0300","234"
"00678","群益NBI生技","22381","575347","25.76","25.76","25.70","25.71","-0.3800","118"
"00680L","元大美債20正2","29603991","330641402","11.20","11.21","11.11","11.16","-0.4500","4989"
"00681R","元大美債20反1","671000","12494340","18.59","18.67","18.57","18.65","0.3900","93"
"00682U","期元大美元指數","202339","4200075","20.75","20.81","20.73","20.79","0.1500","124"
"00683L","期元大美元指正2","3230852","71068648","21.88","22.07","21.88","22.07","0.3400","595"
"00684R","期元大美元指反1","8010","127158","15.88","15.88","15.86","15.86","-0.1000","8"
"00685L","群益臺灣加權正2","77365","3046063","39.50","39.55","39.17","39.48","-0.5700","61"
"00686R","群益臺灣加權反1","986146","3574668","3.62","3.64","3.62","3.63","0.0300","28"
"00688L","國泰20年美債正2","3638400","40154880","11.05","11.07","10.99","11.03","-0.4600","967"
"00689R","國泰20年美債反1","27000","520730","19.28","19.32","19.24","19.29","0.4100","11"
"00690","兆豐藍籌30","41624","1134112","27.25","27.32","27.20","27.30","-0.1600","279"
"00692","富邦公司治理","2147480","62982723","29.45","29.45","29.23","29.36","-0.2600","2021"
"00693U","期街口S&P黃豆","41154","1118378","27.12","27.21","27.12","27.17","0.0700","23"
"00700","富邦恒生國企","220649","2973747","13.47","13.52","13.42","13.45","-0.2500","369"
"00701","國泰股利精選30","1042197","23361495","22.44","22.46","22.38","22.43","-0.0500","1073"
"00702","國泰標普低波高息","116693","2518082","21.58","21.58","21.57","21.57","-0.1900","217"
