證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","26907844","3512494232","130.55","131.05","130.25","130.55","0.0000","19627"
"0051","元大中型100","44742","2976550","66.15","66.70","66.15","66.70","0.5500","173"
"0052","富邦科技","387814","45307122","116.85","117.40","116.50","116.70","-0.1500","416"
"0053","元大電子","17225","1160382","66.85","67.55","66.85","67.50","-0.1000","996"
"0055","元大MSCI金融","169091","3925676","23.20","23.26","23.19","23.26","0.0300","241"
"0056","元大高股息","32084430","1048468666","32.48","32.87","32.43","32.83","0.3500","14954"
"0057","富邦摩台","13045","1237008","94.90","94.90","94.70","94.85","-0.1000","10"
"0061","元大寶滬深","93775","1712191","18.30","18.35","18.23","18.23","-0.0900","320"
"006203","元大MSCI台灣","8930","563001","63.10","63.30","63.10","63.10","-0.3500","789"
"006204","永豐臺灣加權","6542","571356","87.40","87.60","87.30","87.60","0.0000","973"
"006205","富邦上証","5572081","166977839","30.10","30.24","29.84","29.89","-0.3600","1923"
"006206","元大上證50","100658","2863986","28.59","28.59","28.36","28.38","-0.3000","701"
"006207","復華滬深","99083","2362485","23.93","23.93","23.80","23.80","-0.1700","43"
"006208","富邦台50","5687644","428963287","75.30","75.65","75.20","75.45","0.0500","4161"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1721493","237756227","137.90","139.15","137.65","138.40","-0.0500","1840"
"00632R","元大台灣50反1","85491836","407666351","4.77","4.78","4.75","4.77","0.0000","4070"
"00633L","富邦上証正2","4005230","145713531","36.24","36.82","36.07","36.32","-0.1900","992"
"00634R","富邦上証反1","244000","1117390","4.57","4.60","4.57","4.60","0.0400","16"
"00635U","期元大S&P黃金","747020","18154136","24.32","24.33","24.28","24.29","-0.1600","319"
"00636","國泰中國A50","997288","20328812","20.37","20.50","20.32","20.33","-0.1200","725"
"00636K","國泰中國A50+U","200","1320","6.60","6.60","6.60","6.60","-0.0500","2"
"00637L","元大滬深300正2","44501708","640538844","14.32","14.55","14.26","14.35","-0.0700","4897"
"00638R","元大滬深300反1","323088","3116892","9.66","9.68","9.60","9.67","0.0600","49"
"00639","富邦深100","1325957","15977444","12.16","12.19","11.98","11.98","-0.1900","804"
"00640L","富邦日本正2","1157009","46012339","39.73","39.98","39.58","39.93","0.6900","290"
"00641R","富邦日本反1","364500","2930284","8.06","8.06","8.02","8.02","-0.0700","106"
"00642U","期元大S&P石油","14138630","213115819","14.99","15.13","14.99","15.11","0.1400","2069"
"00643","群益深証中小","412180","5852237","14.36","14.38","14.11","14.14","-0.2500","960"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","1929627","59968783","31.04","31.17","30.99","31.14","0.2300","889"
"00646","元大S&P500","577619","24337006","42.07","42.20","42.07","42.14","0.0000","488"
"00647L","元大S&P500正2","70648","4417895","62.50","62.60","62.45","62.55","0.0000","50"
"00648R","元大S&P500反1","734591","4900133","6.67","6.68","6.66","6.67","0.0000","85"
"00650L","復華香港正2","9106460","113626996","12.63","12.63","12.36","12.37","-0.5000","1670"
"00651R","復華香港反1","589000","5030270","8.46","8.58","8.46","8.58","0.1700","74"
"00652","富邦印度","257087","7966457","30.87","31.07","30.87","31.02","0.3300","679"
"00653L","富邦印度正2","210668","9768305","46.30","46.53","46.30","46.34","0.6400","105"
"00654R","富邦印度反1","69150","532021","7.70","7.71","7.68","7.69","-0.0400","25"
"00655L","國泰中國A50正2","1753391","44844795","25.42","25.89","25.34","25.52","-0.1600","410"
"00656R","國泰中國A50反1","112088","964060","8.62","8.64","8.58","8.61","0.0300","16"
"00657","國泰日經225","591757","23455301","39.58","39.81","39.50","39.75","0.4500","650"
"00657K","國泰日經225+U","200","2558","12.79","12.79","12.79","12.79","0.0700","2"
"00660","元大歐洲50","2800","88647","31.90","31.90","31.89","31.89","-0.0100","741"
"00661","元大日經225","669955","28632943","42.64","42.85","42.55","42.78","0.3900","301"
"00662","富邦NASDAQ","884580","53058742","59.85","60.10","59.85","60.00","0.1500","577"
"00663L","國泰臺灣加權正2","7010","898379","127.60","128.60","127.55","128.60","0.7500","6"
"00664R","國泰臺灣加權反1","3901054","21009025","5.39","5.40","5.36","5.38","0.0000","221"
"00665L","富邦恒生國企正2","34522728","264769075","7.76","7.78","7.56","7.56","-0.3500","3768"
"00666R","富邦恒生國企反1","690000","10310140","14.75","15.01","14.75","15.00","0.3000","108"
