證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5798244","662093232","113.40","115.00","113.05","114.80","0.9500","7049"
"0051","元大中型100","23414","1200382","51.60","51.60","51.10","51.45","-0.1500","164"
"0052","富邦科技","244582","23940973","97.25","98.80","97.05","98.70","1.0000","335"
"0053","元大電子","7779","426210","54.35","55.10","54.35","55.05","0.3500","770"
"0055","元大MSCI金融","205160","4347398","21.10","21.26","21.04","21.26","0.1300","318"
"0056","元大高股息","19736450","495544253","25.22","25.22","25.05","25.10","-0.1200","17037"
"0057","富邦摩台","4633","375267","80.60","81.55","80.60","81.55","0.7500","634"
"0061","元大寶滬深","236076","4178683","17.75","17.81","17.60","17.77","0.1200","432"
"006203","元大MSCI台灣","8012","438620","54.75","55.35","54.70","55.35","0.1500","828"
"006204","永豐臺灣加權","522315","38090883","72.90","72.95","72.50","72.50","0.3500","576"
"006205","富邦上証","437629","13090110","29.68","30.15","29.68","30.05","0.3800","155"
"006206","元大上證50","38244","1081553","28.13","28.52","28.07","28.39","0.3300","859"
"006207","FH滬深","175000","4105600","23.36","23.62","23.31","23.55","0.3200","10"
"006208","富邦台50","1692544","109052195","64.20","64.90","63.85","64.85","0.6000","2184"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","6122288","594383063","96.45","98.20","96.00","97.85","1.1000","2034"
"00632R","元大台灣50反1","144968561","843698623","5.85","5.86","5.79","5.81","-0.0300","6861"
"00633L","富邦上証正2","12855548","452556513","34.70","35.81","34.47","35.30","0.8300","2206"
"00634R","富邦上証反1","299000","1445530","4.90","4.90","4.79","4.84","-0.0400","69"
"00635U","期元大S&P黃金","160407","3638669","22.66","22.71","22.66","22.70","-0.0200","54"
"00636","國泰中國A50","233681","4615001","19.58","19.92","19.58","19.82","0.2400","468"
"00636K","國泰中國A50+U","200","1272","6.36","6.36","6.36","6.36","0.1000","2"
"00637L","元大滬深300正2","77754076","1072599222","13.59","14.08","13.55","13.87","0.3300","9515"
