證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","10122789","1507398153","147.70","149.60","147.70","149.60","3.2000","10438"
"0051","元大中型100","70916","4319625","60.95","61.00","60.70","60.95","0.0500","138"
"0052","富邦科技","988118","136741109","137.10","139.05","137.10","139.05","3.8500","1204"
"0053","元大電子","36191","2600801","71.25","72.20","71.25","72.05","1.6000","108"
"0054","元大台商50","52597","1664683","31.69","31.70","31.65","31.70","-0.1000","46"
"0055","元大MSCI金融","674111","16588336","24.67","24.67","24.59","24.64","0.0400","472"
"0056","元大高股息","8794918","293951620","33.42","33.50","33.39","33.41","-0.0100","6172"
"0057","富邦摩台","27074","2772739","102.30","102.55","102.30","102.45","1.7000","54"
"0061","元大寶滬深","197024","4474037","22.72","22.80","22.63","22.76","-0.0100","82"
"006203","元大MSCI台灣","24066","1711127","70.65","71.60","70.65","71.35","1.3500","58"
"006204","永豐臺灣加權","23492","2162919","92.10","92.25","91.80","92.25","0.9500","93"
"006205","富邦上証","1567979","57525058","36.95","37.13","36.40","36.75","-0.1900","329"
"006206","元大上證50","180242","6396801","35.93","35.93","35.16","35.69","-0.1100","112"
"006207","FH滬深","719563","21399606","30.00","30.00","29.48","29.69","-0.2100","111"
"006208","富邦台50","3151674","264037247","83.00","84.10","83.00","84.10","1.7500","3543"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2028630","304571508","148.75","151.20","148.75","151.20","4.6500","945"
"00632R","元大台灣50反1","168519815","852221114","5.08","5.08","5.04","5.04","-0.0700","9581"
"00633L","富邦上証正2","11458773","619990821","55.00","55.40","53.00","54.10","-0.3500","2075"
"00634R","富邦上証反1","773000","3062500","3.92","3.99","3.92","3.95","0.0200","63"
"00635U","期元大S&P黃金","623084","14899317","23.93","23.95","23.89","23.90","-0.2800","155"
"00636","國泰中國A50","2331243","57774080","24.96","25.07","24.50","24.81","-0.1100","531"
"00636K","國泰中國A50+U","200","1786","8.93","8.93","8.93","8.93","-0.0800","2"
"00637L","元大滬深300正2","65824166","1415991853","21.83","22.06","21.10","21.59","-0.0800","11804"
"00638R","元大滬深300反1","1902000","15486630","8.08","8.22","8.06","8.13","0.0000","85"
"00639","富邦深100","663373","10900784","16.56","16.71","16.30","16.46","-0.1000","202"
"00640L","富邦日本正2","859103","26355630","30.54","31.02","30.47","31.02","0.9700","198"
"00641R","富邦日本反1","281000","2782870","9.94","9.95","9.86","9.87","-0.1100","64"
"00642U","期元大S&P石油","3505301","47177943","13.45","13.51","13.42","13.47","0.0800","668"
"00643","群益深証中小","111463","2137640","19.25","19.35","19.01","19.16","-0.0500","68"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","388448","10349229","26.54","26.79","26.54","26.79","0.4300","98"
"00646","元大S&P500","447968","18223489","40.71","40.71","40.64","40.71","0.0300","280"
"00647L","元大S&P500正2","101020","8121064","80.35","80.75","80.25","80.75","0.5000","32"
"00648R","元大S&P500反1","3486000","21917070","6.30","6.31","6.28","6.28","-0.0300","104"
"00650L","FH香港正2","1667200","33318381","20.12","20.29","19.81","20.08","0.1000","313"
"00651R","FH香港反1","203000","1630700","8.02","8.07","8.00","8.03","0.0000","20"
"00652","富邦印度","169631","4944187","29.10","29.20","29.07","29.20","0.2700","135"
"00653L","富邦印度正2","1005107","46175773","45.85","46.24","45.60","46.13","0.9800","333"
"00654R","富邦印度反1","389000","3157800","8.17","8.17","8.09","8.11","-0.1100","86"
"00655L","國泰中國A50正2","2438465","99359817","41.46","41.85","40.00","40.99","-0.1000","873"
"00656R","國泰中國A50反1","350000","2614630","7.39","7.52","7.37","7.47","0.0400","19"
"00657","國泰日經225","17830","622496","34.90","34.99","34.90","34.99","0.4000","38"
"00657K","國泰日經225+U","200","2536","12.68","12.68","12.68","12.68","0.1600","2"
"00660","元大歐洲50","18677","575263","30.77","30.97","30.77","30.96","0.3100","48"
"00661","元大日經225","6907","250541","36.25","36.47","36.25","36.47","0.3200","44"
"00662","富邦NASDAQ","513845","30182564","58.80","58.85","58.65","58.75","0.1000","274"
"00663L","國泰臺灣加權正2","451124","61298579","135.40","136.75","135.40","136.75","3.6500","26"
"00664R","國泰臺灣加權反1","7651346","43875178","5.75","5.75","5.72","5.72","-0.0800","754"
"00665L","富邦恒生國企正2","718000","10097890","14.15","14.28","13.88","14.11","0.1100","147"
"00666R","富邦恒生國企反1","70000","949200","13.56","13.56","13.56","13.56","0.0000","2"
"00668","國泰美國道瓊","31383","1147569","36.47","36.60","36.47","36.60","0.0500","53"
"00668K","國泰美國道瓊+U","200","2652","13.26","13.26","13.26","13.26","0.0600","2"
"00669R","國泰美國道瓊反1","2481000","18448970","7.44","7.45","7.42","7.42","-0.0600","405"
"00670L","富邦NASDAQ正2","385746","49569105","128.15","129.15","128.15","129.15","2.0000","155"
"00671R","富邦NASDAQ反1","2126350","10247290","4.82","4.83","4.81","4.81","-0.0300","150"
"00673R","期元大S&P原油反1","2718060","35741856","13.20","13.21","13.10","13.15","-0.1000","301"
"00674R","期元大S&P黃金反1","41000","533320","12.99","13.02","12.99","13.01","0.1400","18"
"00675L","富邦臺灣加權正2","987193","57797559","58.05","59.00","58.05","59.00","1.6500","250"
"00676R","富邦臺灣加權反1","10767787","33737521","3.14","3.15","3.12","3.12","-0.0400","533"
"00678","群益NBI生技","371807","9925893","26.66","26.71","26.63","26.70","-0.0500","65"
"00680L","元大美債20正2","282486","6813982","24.17","24.17","24.08","24.13","-1.0700","93"
"00681R","元大美債20反1","796000","10574400","13.27","13.30","13.27","13.28","0.2500","53"
"00682U","期元大美元指數","186000","3521840","18.94","18.94","18.92","18.93","0.0500","25"
"00683L","期元大美元指正2","481150","8943180","18.55","18.60","18.55","18.59","0.1100","104"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","19000","978000","51.05","51.70","51.05","51.65","1.4000","9"
"00686R","群益臺灣加權反1","367000","1251640","3.43","3.43","3.40","3.40","-0.0500","62"
"00688L","國泰20年美債正2","89000","2147590","24.15","24.17","24.06","24.11","-1.0700","22"
"00689R","國泰20年美債反1","201000","2810990","13.97","14.00","13.97","13.99","0.2700","26"
"00690","兆豐藍籌30","185984","6529098","34.92","35.19","34.92","35.19","0.4900","85"
"00692","富邦公司治理","4701463","171646175","36.30","36.61","36.30","36.61","0.6100","2703"
"00693U","期街口S&P黃豆","315286","6796277","21.48","21.61","21.44","21.59","0.1100","107"
"00700","富邦恒生國企","188686","2740995","14.75","14.75","14.50","14.60","0.0500","57"
"00701","國泰股利精選30","4203657","114784250","27.10","27.45","27.10","27.42","0.4600","1588"
"00702","國泰標普低波高息","113004","2333801","20.64","20.67","20.64","20.67","0.0200","40"
"00703","台新MSCI中國","104625","1938927","18.54","18.68","18.42","18.58","0.0400","72"
"00706L","期元大S&P日圓正2","255000","3634210","14.31","14.31","14.21","14.21","-0.1300","78"
"00707R","期元大S&P日圓反1","1000","20600","20.60","20.60","20.60","20.60","0.0000","1"
"00708L","期元大S&P黃金正2","1059054","27469060","25.96","26.02","25.90","25.94","-0.5800","384"
"00709","富邦歐洲","258084","6204833","24.07","24.08","24.02","24.02","0.0300","77"
"00710B","FH彭博高收益債","566750","10107419","17.86","17.86","17.82","17.84","-0.0200","299"
"00711B","FH彭博新興債","34732","692262","19.95","19.95","19.93","19.93","-0.2600","49"
"00712","FH富時不動產","3461884","46497623","13.43","13.46","13.42","13.42","0.0800","1076"
"00713","元大台灣高息低波","1299564","55444643","42.63","42.73","42.63","42.71","0.0800","672"
"00714","群益道瓊美國地產","284107","6754677","23.69","23.93","23.68","23.82","-0.1100","177"
"00715L","期街口布蘭特正2","34659377","363581169","10.38","10.53","10.38","10.48","0.2100","2899"
"00717","富邦美國特別股","707885","11776631","16.63","16.66","16.61","16.63","-0.0100","165"
"00728","第一金工業30","420653","13398354","31.84","31.93","31.78","31.88","0.2200","325"
"00730","富邦臺灣優質高息","247326","4898748","19.78","19.82","19.78","19.81","0.0300","272"
"00731","FH富時高息低波","1311792","77422954","59.00","59.20","58.90","59.00","-0.1000","296"
"00732","國泰RMB短期報酬","100000","3990000","39.90","39.90","39.90","39.90","-0.2200","2"
"00733","富邦臺灣中小","551037","23037638","41.98","42.14","41.71","41.72","-0.2300","355"
"00735","國泰臺韓科技","117407","3939694","33.49","33.58","33.45","33.58","0.1000","44"
"00736","國泰新興市場","103590","2279110","22.00","22.13","22.00","22.13","0.1800","43"
"00737","國泰AI+Robo","99391","3340685","33.65","33.68","33.57","33.67","0.0900","76"
"00738U","期元大道瓊白銀","444339","10314348","23.31","23.39","23.09","23.18","-0.3200","202"
"00739","元大MSCI A股","405831","11291077","28.32","28.32","27.64","27.91","-0.1200","104"
"00742","新光內需收益","89622","2023917","22.67","22.68","22.57","22.62","-0.0200","71"
"00743","國泰中國A150","57783","1716254","30.08","30.10","29.60","29.60","-0.5000","35"
"00752","中信中國50","1690705","35714458","21.25","21.31","21.00","21.19","-0.0300","811"
"00753L","中信中國50正2","1121111","23289709","21.02","21.10","20.52","20.77","-0.0700","351"
"00757","統一FANG+","2133358","109912118","51.60","51.65","51.45","51.65","0.8000","1007"
"00762","元大全球AI","92215","4173190","45.22","45.33","45.22","45.33","0.1900","125"
"00763U","期街口道瓊銅","18000","508890","28.55","28.55","28.17","28.21","-0.3500","16"
"00770","國泰北美科技","114812","4653753","40.53","40.54","40.47","40.54","0.0800","28"
"00771","元大US高息特別股","104934","1976139","18.85","18.85","18.82","18.85","-0.0100","47"
"00774B","新光中國政金綠債","3014","120637","40.25","40.25","40.25","40.25","-0.3700","41"
"00774C","新光中政金綠債+R","","","","","","","0.0000",""
