證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","15492527","2045651027","131.45","132.50","131.45","132.25","1.3500","12488"
"0051","元大中型100","218356","15597179","71.50","71.95","70.75","71.45","0.6000","302"
"0052","富邦科技","629065","76001519","120.45","121.25","120.10","121.20","1.5000","802"
"0053","元大電子","31243","2175359","69.70","69.80","69.40","69.70","0.0000","829"
"0055","元大MSCI金融","335428","7849125","23.20","23.46","23.20","23.45","0.2100","340"
"0056","元大高股息","112799327","3986682707","35.35","35.60","34.88","35.54","0.7200","40045"
"0057","富邦摩台","3989","384814","96.50","96.80","96.50","96.80","0.2500","913"
"0061","元大寶滬深","304011","5566470","18.30","18.38","18.29","18.30","0.0700","898"
"006203","元大MSCI台灣","2480","159330","64.20","64.55","64.20","64.55","0.6500","390"
"006204","永豐臺灣加權","30196","2694908","89.05","89.50","89.00","89.50","1.0500","629"
"006205","富邦上証","463388","14133945","30.60","30.62","30.42","30.47","0.0500","296"
"006206","元大上證50","230211","6693727","29.06","29.19","29.00","29.07","0.0700","675"
"006207","復華滬深","100361","2416432","24.12","24.16","24.07","24.07","-0.0600","664"
"006208","富邦台50","3402785","259487534","76.00","76.45","76.00","76.30","0.5500","4195"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2966846","420841154","140.80","142.75","140.25","142.40","3.1500","2414"
"00632R","元大台灣50反1","174191030","818169983","4.72","4.73","4.68","4.68","-0.0600","8830"
"00633L","富邦上証正2","8882328","332777338","37.55","37.68","37.28","37.33","0.0600","1617"
"00634R","富邦上証反1","363060","1631030","4.50","4.50","4.49","4.50","-0.0200","34"
"00635U","期元大S&P黃金","253429","6204495","24.49","24.50","24.47","24.47","0.0400","124"
"00636","國泰中國A50","1449954","30159423","20.81","20.86","20.73","20.78","0.0600","1233"
"00636K","國泰中國A50+U","200","1346","6.73","6.73","6.73","6.73","0.0600","2"
"00637L","元大滬深300正2","45111160","668215910","14.86","14.89","14.72","14.74","0.0000","4681"
"00638R","元大滬深300反1","160093","1515292","9.49","9.49","9.45","9.46","-0.0700","49"
"00639","富邦深100","628393","7601210","12.10","12.17","12.05","12.08","-0.0100","983"
"00640L","富邦日本正2","1108960","41980524","37.56","38.27","37.52","37.97","-0.1500","452"
"00641R","富邦日本反1","878440","7193690","8.22","8.22","8.14","8.18","0.0200","81"
"00642U","期元大S&P石油","6006581","97373364","16.24","16.25","16.17","16.17","0.1700","1494"
"00643","群益深証中小","160145","2262732","14.19","14.20","14.11","14.11","0.0100","742"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","3185674","96458929","30.21","30.44","30.14","30.34","-0.0900","721"
"00646","元大S&P500","2257084","97836500","43.44","43.46","43.27","43.31","-0.1100","1105"
"00647L","元大S&P500正2","154352","10083168","65.40","65.40","65.30","65.35","0.3500","57"
"00648R","元大S&P500反1","1614340","10501237","6.52","6.52","6.49","6.50","-0.0400","152"
"00650L","復華香港正2","6542360","83564859","12.85","12.91","12.68","12.69","0.0000","796"
"00651R","復華香港反1","733000","6149400","8.37","8.42","8.35","8.41","-0.0200","85"
"00652","富邦印度","479076","15423041","32.52","32.52","32.11","32.13","-0.3900","583"
"00653L","富邦印度正2","411411","20133302","49.11","49.14","48.72","48.84","-0.6100","137"
"00654R","富邦印度反1","131000","976920","7.46","7.47","7.44","7.47","0.0400","29"
"00655L","國泰中國A50正2","3041520","80053479","26.35","26.44","26.18","26.23","0.0800","647"
"00656R","國泰中國A50反1","379000","3209820","8.47","8.49","8.45","8.45","-0.0600","39"
"00657","國泰日經225","2140353","82738975","38.50","38.83","38.38","38.65","0.0400","495"
"00657K","國泰日經225+U","200","2510","12.55","12.55","12.55","12.55","0.1100","2"
"00660","元大歐洲50","4592","145840","31.71","32.00","31.71","31.99","0.2500","498"
"00661","元大日經225","1262591","52453206","41.38","41.74","41.28","41.53","0.0800","287"
"00662","富邦NASDAQ","714983","44311112","62.00","62.10","61.85","61.95","0.4000","468"
"00663L","國泰臺灣加權正2","8399","1108745","131.95","132.30","131.90","132.05","2.9500","16"
"00664R","國泰臺灣加權反1","8973942","47496576","5.30","5.33","5.27","5.28","-0.0600","582"
