證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5919797","774846909","130.75","131.15","130.55","131.00","0.3000","6440"
"0051","元大中型100","156439","10735455","68.10","69.05","68.10","68.95","1.0500","211"
"0052","富邦科技","593199","70009272","117.80","118.40","117.45","118.40","1.3500","498"
"0053","元大電子","7646","521267","68.25","68.60","68.25","68.60","1.2500","766"
"0055","元大MSCI金融","118452","2751463","23.25","23.27","23.19","23.22","-0.0300","317"
"0056","元大高股息","78515279","2648034907","33.51","34.00","33.45","33.91","0.6700","35783"
"0057","富邦摩台","5294","504203","95.35","95.75","95.25","95.75","0.7500","971"
"0061","元大寶滬深","132388","2405075","18.19","18.21","18.13","18.15","-0.0900","246"
"006203","元大MSCI台灣","5560","352992","63.40","63.70","63.40","63.70","0.6000","548"
"006204","永豐臺灣加權","29387","2588764","88.00","88.20","87.85","88.10","0.5000","629"
"006205","富邦上証","350390","10537439","30.06","30.23","29.97","30.08","0.0300","152"
"006206","元大上證50","34323","977357","28.47","28.55","28.40","28.54","0.0700","724"
"006207","復華滬深","77991","1857640","23.68","23.88","23.68","23.84","0.0500","852"
"006208","富邦台50","2852508","216015333","75.60","75.90","75.55","75.90","0.3000","3185"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2320609","323105299","139.05","139.95","138.00","139.90","1.1500","1791"
"00632R","元大台灣50反1","70264369","333427201","4.75","4.77","4.73","4.74","-0.0100","3997"
"00633L","富邦上証正2","2030090","73977144","36.39","36.59","36.20","36.37","-0.0500","536"
"00634R","富邦上証反1","776000","3557080","4.59","4.59","4.58","4.59","0.0100","18"
"00635U","期元大S&P黃金","125546","3023760","24.07","24.10","24.06","24.10","0.0500","99"
"00636","國泰中國A50","436181","8884127","20.33","20.41","20.30","20.38","0.0100","1038"
"00636K","國泰中國A50+U","200","1312","6.56","6.56","6.56","6.56","0.0100","2"
"00637L","元大滬深300正2","29492668","425031953","14.43","14.48","14.32","14.41","-0.0200","3401"
"00638R","元大滬深300反1","231838","2236938","9.66","9.67","9.64","9.64","-0.0200","28"
"00639","富邦深100","353216","4241764","11.99","12.04","11.95","12.01","0.0200","252"
"00640L","富邦日本正2","784687","31605527","40.26","40.51","40.17","40.35","-0.4500","384"
"00641R","富邦日本反1","329000","2624010","7.98","7.99","7.96","7.97","0.0400","79"
"00642U","期元大S&P石油","7563207","112060381","14.82","14.86","14.79","14.83","-0.0800","856"
"00643","群益深証中小","49269","693912","14.00","14.13","13.99","14.11","0.0800","219"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","3343247","104612955","31.29","31.36","31.24","31.31","-0.1500","917"
"00646","元大S&P500","219492","9458432","43.07","43.12","43.01","43.11","0.0100","409"
"00647L","元大S&P500正2","94227","6056616","64.25","64.35","64.10","64.25","-0.0500","36"
"00648R","元大S&P500反1","460895","3033648","6.59","6.59","6.58","6.58","-0.0100","45"
"00650L","復華香港正2","6834638","85911715","12.40","12.68","12.36","12.58","0.1200","746"
"00651R","復華香港反1","330108","2804641","8.56","8.56","8.47","8.49","-0.0700","75"
"00652","富邦印度","469494","15229117","32.56","32.87","32.36","32.38","-0.1200","1004"
"00653L","富邦印度正2","186202","9081421","48.57","49.00","48.57","48.65","0.0900","117"
"00654R","富邦印度反1","166000","1247140","7.52","7.53","7.50","7.53","-0.0100","48"
"00655L","國泰中國A50正2","910156","23282987","25.50","25.70","25.42","25.56","-0.0200","206"
"00656R","國泰中國A50反1","178000","1534360","8.63","8.63","8.61","8.62","0.0200","56"
"00657","國泰日經225","2248324","88686191","39.45","39.54","39.35","39.46","-0.3500","1169"
"00657K","國泰日經225+U","200","2534","12.67","12.67","12.67","12.67","-0.0900","2"
"00660","元大歐洲50","1716","54612","32.00","32.00","32.00","32.00","0.0000","454"
"00661","元大日經225","1104184","47066871","42.58","42.75","42.54","42.65","-0.3100","1083"
"00662","富邦NASDAQ","454742","27742074","61.00","61.05","60.90","61.05","0.0500","397"
"00663L","國泰臺灣加權正2","25000","3207750","128.20","129.30","127.95","129.30","1.0000","5"
"00664R","國泰臺灣加權反1","3952057","21150449","5.37","5.38","5.34","5.34","-0.0200","248"
"00665L","富邦恒生國企正2","26747824","209528169","7.77","7.91","7.71","7.85","0.0800","1987"
"00666R","富邦恒生國企反1","41000","604870","14.81","14.81","14.73","14.77","-0.1100","12"
"00668","國泰美國道瓊","109965","4279837","38.92","38.93","38.92","38.92","0.0000","58"
"00668K","國泰美國道瓊+U","200","2498","12.49","12.49","12.49","12.49","0.0000","2"
"00669R","國泰美國道瓊反1","1523039","11928575","7.84","7.84","7.83","7.84","0.0000","97"
"00670L","富邦NASDAQ正2","593168","51795447","87.35","87.45","87.10","87.40","-0.1000","451"
"00671R","富邦NASDAQ反1","4081501","19572991","4.80","4.80","4.79","4.80","0.0000","192"
"00673R","期元大S&P原油反1","18879778","177549433","9.42","9.43","9.38","9.40","0.0500","1240"
"00674R","期元大S&P黃金反1","496025","6166640","12.44","12.45","12.42","12.43","-0.0200","82"
"00675L","富邦臺灣加權正2","1069110","60126468","56.15","56.60","55.75","56.55","0.5000","632"
"00676R","富邦臺灣加權反1","3107998","9180039","2.96","2.97","2.94","2.94","-0.0200","220"
"00678","群益NBI生技","330584","8408039","25.40","25.46","25.36","25.46","-0.0800","48"
"00680L","元大美債20正2","8733284","97047402","11.11","11.13","11.10","11.11","-0.0100","886"
"00681R","元大美債20反1","212000","3921610","18.51","18.52","18.48","18.51","0.0000","17"
"00682U","期元大美元指數","71003","1458563","20.54","20.56","20.54","20.56","0.0400","13"
"00683L","期元大美元指正2","504000","10867140","21.57","21.60","21.54","21.60","0.0700","70"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","38700","1925008","49.67","50.10","49.37","50.05","0.4400","41"
"00686R","群益臺灣加權反1","117000","373610","3.21","3.21","3.19","3.20","-0.0100","15"
"00688L","國泰20年美債正2","2033512","22430835","11.04","11.04","11.01","11.04","0.0000","269"
"00689R","國泰20年美債反1","55000","1057500","19.23","19.23","19.20","19.20","0.0000","2"
"00690","兆豐藍籌30","613284","16989397","27.65","27.79","27.60","27.72","0.0700","1071"
"00692","富邦公司治理","2633757","86625487","32.90","32.97","32.80","32.97","0.1200","1650"
"00693U","期街口S&P黃豆","119375","3358704","27.84","28.20","27.84","28.16","-0.4600","35"
"00700","富邦恒生國企","72904","936106","12.74","12.89","12.74","12.88","0.1400","627"
"00701","國泰股利精選30","2584086","65667031","25.30","25.54","25.25","25.46","0.2000","1074"
"00702","國泰標普低波高息","119928","2524569","21.00","21.08","21.00","21.01","0.0900","808"
"00703","台新MSCI中國","33678","524930","15.58","15.66","15.46","15.58","0.1500","692"
"00706L","期元大S&P日圓正2","3530280","28658898","8.14","8.14","8.11","8.12","-0.0200","605"
"00707R","期元大S&P日圓反1","5000","131590","26.27","26.33","26.27","26.33","0.0000","5"
"00708L","期元大S&P黃金正2","476173","12304600","25.81","25.91","25.81","25.90","0.1300","131"
"00709","富邦歐洲","58947","1514256","25.66","25.78","25.66","25.74","0.0500","953"
"00710B","復華彭博非投等債","214488","3869169","18.04","18.05","18.02","18.04","0.0300","64"
"00711B","復華彭博新興債","229620","3753900","16.34","16.36","16.34","16.34","0.0100","386"
"00712","復華富時不動產","17030492","167490351","9.83","9.85","9.82","9.85","-0.0200","5842"
"00713","元大台灣高息低波","8784551","402566387","45.85","46.00","45.67","45.90","0.0600","6190"
"00714","群益道瓊美國地產","519035","9846023","18.92","18.99","18.92","18.97","0.1000","231"
"00715L","期街口布蘭特正2","53956253","643644883","11.91","12.02","11.88","11.97","-0.1000","6125"
"00717","富邦美國特別股","312835","4632167","14.80","14.82","14.80","14.80","0.1100","438"
"00728","第一金工業30","373843","9342704","24.93","25.06","24.93","25.06","0.1700","310"
"00730","富邦臺灣優質高息","271225","5185721","19.05","19.19","19.02","19.19","0.1400","228"
"00731","復華富時高息低波","1079340","69410317","64.05","64.55","64.05","64.40","0.6000","294"
"00733","富邦臺灣中小","982703","51827508","52.10","53.65","51.50","53.55","2.2000","842"
"00735","國泰臺韓科技","126020","3804316","30.16","30.28","30.16","30.28","0.3300","917"
"00736","國泰新興市場","106447","2168406","20.37","20.43","20.37","20.43","0.1000","7"
"00737","國泰AI+Robo","110712","3447406","31.17","31.24","31.11","31.12","-0.0500","431"
"00738U","期元大道瓊白銀","359100","8027070","22.35","22.40","22.34","22.35","0.0400","64"
"00739","元大MSCI A股","27484","604999","22.00","22.06","22.00","22.05","-0.0200","146"
"00752","中信中國50","3995261","73237951","18.18","18.40","18.12","18.35","0.2300","1082"
"00753L","中信中國50正2","10568702","101079528","9.49","9.63","9.42","9.57","0.1000","1485"
"00757","統一FANG+","1096952","64463577","58.60","58.85","58.60","58.80","0.2000","951"
"00762","元大全球AI","173716","7686473","44.27","44.27","44.19","44.27","0.0000","224"
"00763U","期街口道瓊銅","59058","1418422","24.05","24.10","23.97","24.02","-0.0300","29"
"00770","國泰北美科技","126023","4367312","34.69","34.69","34.65","34.66","0.0200","605"
"00771","元大US高息特別股","75001","1209424","16.14","16.14","16.12","16.12","0.0600","812"
"00775B","新光投等債15+","6667","226129","34.02","34.14","34.02","34.14","0.0200","920"
"00783","富邦中証500","22800","454730","19.93","20.00","19.93","19.98","0.0500","803"
"00830","國泰費城半導體","3657713","122120325","33.36","33.41","33.36","33.40","0.1600","1363"
"00850","元大臺灣ESG永續","1769465","60862441","34.30","34.48","34.28","34.46","0.1600","1013"
"00851","台新全球AI","124505","4097594","32.95","33.00","32.86","32.90","-0.0500","726"
"00852L","國泰美國道瓊正2","203100","4033395","19.88","19.88","19.84","19.87","0.0000","47"
"00861","元大全球未來通訊","191153","6087999","31.81","31.87","31.80","31.85","0.0700","185"
"00865B","國泰US短期公債","209948","8726198","41.54","41.59","41.54","41.59","0.0300","944"
"00875","國泰網路資安","226048","6301294","27.91","27.91","27.78","27.84","-0.1100","108"
"00876","元大全球5G","615966","18931357","30.67","30.80","30.57","30.75","0.1000","317"
"00878","國泰永續高股息","86883678","1711473395","19.52","19.84","19.52","19.76","0.2400","30034"
"00881","國泰台灣5G+","31037701","535117928","17.14","17.34","17.14","17.30","0.2200","8338"
