"00679B","元大美債20年","40.71","+0.27","40.82","40.82","40.68","153,000","6,232,310","86","40.70","2","40.71","27","215,692,000","9,999.95","0.01"
"00687B","國泰20年美債","42.36","+0.22","42.67","42.67","42.36","79,000","3,358,570","11","42.33","34","42.37","1","189,287,000","9,999.95","0.01"
"00694B","富邦美債1-3","36.99","-0.02","37.01","37.01","36.99","101,000","3,736,010","3","36.94","1","36.97","1","252,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","36.45","+0.08","36.39","36.45","36.39","116,000","4,225,550","9","36.41","1","36.43","2","12,186,000","9,999.95","0.01"
"00696B","富邦美債20年","42.24","+0.15","42.40","42.42","42.24","177,000","7,492,400","33","42.20","6","42.27","9","635,181,000","9,999.95","0.01"
"00697B","元大美債7-10","38.66","+0.08","38.71","38.72","38.66","229,000","8,859,630","13","38.64","2","38.67","1","8,212,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.72","-0.01","19.70","19.75","19.70","622,000","12,264,030","21","19.71","20","19.72","2","1,142,501,000","9,999.95","0.01"
"00719B","元大美債1-3","29.92","+0.01","29.91","29.92","29.88","84,000","2,511,620","6","29.88","5","29.90","1","758,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","43.45","+0.18","43.52","43.52","43.40","73,000","3,176,290","14","43.40","11","43.45","23","786,109,000","9,999.95","0.01"
"00721B","元大中國債3-5","45.15","+0.05","45.10","45.18","45.10","186,000","8,400,600","4","45.10","5","45.15","1","405,622,000","9,999.95","0.01"
"00722B","群益15年IG電信債","46.26","+0.36","46.34","46.34","46.15","111,000","5,128,590","15","46.11","10","46.17","1","998,739,000","9,999.95","0.01"
"00723B","群益15年IG科技債","41.62","+0.17","41.62","41.62","41.62","102,000","4,245,240","6","41.53","10","41.58","1","1,031,083,000","9,999.95","0.01"
"00724B","群益10年IG金融債","41.42","+0.17","41.40","41.45","41.40","114,000","4,723,990","16","41.40","1","41.43","50","1,712,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","43.67","+0.27","43.64","43.67","43.64","107,000","4,672,540","4","43.64","1","43.69","92","1,049,706,000","9,999.95","0.01"
"00726B","國泰5Y+新興債","41.25","-0.05","41.30","41.30","41.25","105,000","4,331,500","3","41.19","1","41.28","17","1,125,989,000","9,999.95","0.01"
"00727B","國泰1-5Y高收債","37.93","+0.02","37.91","37.94","37.91","225,000","8,534,840","17","37.91","2","37.93","86","92,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","19.29","+0.04","19.33","19.33","19.29","1,001,000","19,310,260","15","19.30","1","19.33","50","11,979,000","9,999.95","0.01"
