證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5886568","825588673","139.90","140.80","139.50","139.70","0.4500","5407"
"0051","元大中型100","45567","2759690","60.55","60.75","60.40","60.75","0.6500","55"
"0052","富邦科技","539329","69590650","129.25","129.90","128.50","128.65","0.3000","424"
"0053","元大電子","16670","1148774","69.10","69.20","68.60","68.60","-0.2000","23"
"0054","元大台商50","4256","135145","31.74","31.81","31.74","31.81","0.1500","10"
"0055","元大MSCI金融","465462","11262800","24.07","24.25","24.07","24.25","0.1800","233"
"0056","元大高股息","21019709","675874484","32.19","32.25","32.10","32.20","0.0500","9538"
"0057","富邦摩台","23308","2242254","96.20","96.30","96.20","96.20","0.2500","14"
"0061","元大寶滬深","100211","2273845","22.65","22.75","22.61","22.70","0.0900","55"
"006203","元大MSCI台灣","10498","704341","67.00","67.20","67.00","67.05","0.2500","12"
"006204","永豐臺灣加權","42270","3724592","88.10","88.40","87.95","88.00","0.2500","53"
"006205","富邦上証","734878","27035376","36.80","36.95","36.69","36.79","0.1800","133"
"006206","元大上證50","102575","3656050","35.84","35.84","35.56","35.69","0.1500","52"
"006207","FH滬深","19137","570655","29.70","29.90","29.67","29.68","0.1200","11"
"006208","富邦台50","1655379","133042560","80.30","80.75","80.10","80.20","0.3500","1630"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1619781","218757756","134.65","136.10","134.00","134.40","1.0500","737"
"00632R","元大台灣50反1","77597707","416095310","5.36","5.39","5.34","5.37","-0.0200","3921"
"00633L","富邦上証正2","3777936","207905504","55.70","55.80","54.30","54.55","-0.0500","1026"
"00634R","富邦上証反1","682000","2706370","3.92","4.00","3.92","3.98","0.0000","50"
"00635U","期元大S&P黃金","802281","19839093","24.75","24.78","24.69","24.71","0.0600","243"
"00636","國泰中國A50","558552","13944146","25.08","25.12","24.81","24.88","0.0300","219"
"00636K","國泰中國A50+U","200","1784","8.92","8.92","8.92","8.92","0.0400","2"
"00637L","元大滬深300正2","33240454","726961833","22.05","22.16","21.55","21.63","-0.0500","6166"
"00638R","元大滬深300反1","1750000","14349020","8.20","8.26","8.13","8.25","0.0300","78"
"00639","富邦深100","402153","6691970","16.67","16.76","16.57","16.61","-0.0300","105"
"00640L","富邦日本正2","382000","11980900","31.39","31.43","31.28","31.40","0.7800","105"
"00641R","富邦日本反1","167031","1650167","9.86","9.90","9.86","9.89","-0.1300","34"
"00642U","期元大S&P石油","4894267","69275488","14.22","14.22","14.10","14.13","-0.0900","1175"
"00643","群益深証中小","171659","3292475","19.16","19.25","19.15","19.15","-0.0100","70"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","278703","7487390","26.84","26.90","26.84","26.89","0.4300","35"
"00646","元大S&P500","171823","6836340","39.78","39.83","39.75","39.76","0.0500","193"
"00647L","元大S&P500正2","27000","2058100","76.15","76.30","76.05","76.05","0.0500","16"
"00648R","元大S&P500反1","2613030","17071866","6.53","6.54","6.52","6.53","0.0000","68"
"00650L","FH香港正2","2009184","47705035","23.61","24.06","23.48","23.56","0.5400","290"
"00651R","FH香港反1","204000","1523590","7.50","7.50","7.43","7.50","-0.0700","45"
"00652","富邦印度","98570","2926027","29.48","29.80","29.48","29.60","0.1200","63"
"00653L","富邦印度正2","201092","9716376","48.24","48.60","48.15","48.19","0.4400","121"
"00654R","富邦印度反1","68000","546180","8.11","8.11","8.01","8.04","-0.0700","25"
"00655L","國泰中國A50正2","2141350","88587357","41.76","42.01","40.79","41.05","-0.0400","728"
"00656R","國泰中國A50反1","91000","682160","7.38","7.53","7.38","7.53","0.0200","11"
"00657","國泰日經225","10000","356500","35.65","35.65","35.65","35.65","0.3800","1"
"00657K","國泰日經225+U","200","2560","12.80","12.80","12.80","12.80","0.1200","2"
"00660","元大歐洲50","2000","62160","31.06","31.10","31.06","31.10","0.2700","2"
"00661","元大日經225","102000","3769860","36.93","36.96","36.93","36.93","0.2900","4"
"00662","富邦NASDAQ","584111","33544557","57.40","57.60","57.35","57.40","0.2000","491"
"00663L","國泰臺灣加權正2","2058","252023","123.25","123.25","121.70","121.70","1.4000","7"
"00664R","國泰臺灣加權反1","5372392","32596495","6.07","6.09","6.04","6.07","-0.0300","393"
"00665L","富邦恒生國企正2","778000","13678690","17.50","17.82","17.30","17.38","0.5400","196"
"00666R","富邦恒生國企反1","76000","940230","12.42","12.42","12.32","12.37","-0.2600","5"
"00668","國泰美國道瓊","94327","3417042","36.30","36.30","36.19","36.28","-0.0200","21"
"00668K","國泰美國道瓊+U","200","2600","13.00","13.00","13.00","13.00","-0.0200","2"
"00669R","國泰美國道瓊反1","1498000","11419480","7.61","7.64","7.61","7.64","0.0300","160"
"00670L","富邦NASDAQ正2","471505","57960837","122.90","123.20","122.60","123.00","1.0500","131"
"00671R","富邦NASDAQ反1","1873000","9348440","4.99","5.01","4.98","5.00","-0.0200","152"
"00673R","期元大S&P原油反1","1763305","22727009","12.83","12.94","12.83","12.91","0.0600","236"
"00674R","期元大S&P黃金反1","429184","5446986","12.68","12.71","12.67","12.70","-0.0300","65"
"00675L","富邦臺灣加權正2","344662","18168929","52.55","53.10","52.25","52.55","0.5500","219"
"00676R","富邦臺灣加權反1","5149000","17073590","3.32","3.33","3.30","3.32","-0.0100","287"
"00678","群益NBI生技","849620","23344600","27.36","27.51","27.34","27.51","0.0300","67"
"00680L","元大美債20正2","36000","918200","25.50","25.52","25.50","25.52","0.0500","6"
"00681R","元大美債20反1","","","","","","","0.0000",""
"00682U","期元大美元指數","91000","1706950","18.73","18.78","18.73","18.78","0.0900","45"
"00683L","期元大美元指正2","808138","14729032","18.15","18.24","18.15","18.23","0.1400","183"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","21000","973210","46.23","46.66","46.12","46.22","0.6400","21"
"00686R","群益臺灣加權反1","102000","368840","3.62","3.63","3.60","3.63","-0.0100","18"
"00688L","國泰20年美債正2","9000","229230","25.47","25.47","25.47","25.47","0.1500","1"
"00689R","國泰20年美債反1","43000","589230","13.71","13.72","13.70","13.70","-0.0500","8"
"00690","兆豐藍籌30","111250","3753758","33.75","33.86","33.74","33.74","0.3000","22"
"00692","富邦公司治理","4047419","147572269","36.45","36.60","36.38","36.43","0.1100","1566"
"00693U","期街口S&P黃豆","199100","3900842","19.57","19.65","19.54","19.65","0.1200","112"
"00700","富邦恒生國企","248179","4073540","16.11","16.58","16.11","16.37","0.3000","37"
"00701","國泰股利精選30","388897","10075893","25.89","25.95","25.87","25.91","0.0600","241"
"00702","國泰標普低波高息","136000","2729650","20.06","20.10","20.06","20.09","0.0800","8"
"00703","台新MSCI中國","82000","1739580","21.29","21.32","21.09","21.10","0.4200","37"
"00706L","期元大S&P日圓正2","43000","629900","14.66","14.66","14.64","14.65","-0.0800","21"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","1474154","40910758","27.80","27.87","27.66","27.72","0.1800","375"
"00709","富邦歐洲","115000","2786570","24.23","24.25","24.23","24.25","0.1000","8"
"00710B","FH彭博高收益債","118849","2152279","18.12","18.12","18.08","18.12","0.0000","89"
"00711B","FH彭博新興債","109239","2213088","20.27","20.27","20.25","20.25","0.0400","11"
"00712","FH富時不動產","764437","11083698","14.48","14.51","14.48","14.51","0.0300","432"
"00713","元大台灣高息低波","8718196","394758816","45.36","45.36","45.23","45.32","0.1400","2850"
"00714","群益道瓊美國地產","276500","6246605","22.63","22.63","22.57","22.60","-0.0300","60"
"00715L","期街口布蘭特正2","27107880","306919623","11.47","11.47","11.24","11.30","-0.1900","4120"
"00717","富邦美國特別股","403853","6778293","16.81","16.81","16.77","16.78","-0.0300","157"
"00728","第一金工業30","421558","12461192","29.41","29.68","29.39","29.46","0.2300","242"
"00730","富邦臺灣優質高息","449086","8786605","19.60","19.61","19.53","19.55","0.0100","284"
"00731","FH富時高息低波","3772450","233637441","62.10","62.20","61.75","61.90","-0.1000","1933"
"00732","國泰RMB短期報酬","100000","4006000","40.06","40.06","40.06","40.06","0.0100","2"
"00733","富邦臺灣中小","554158","23676585","42.49","42.98","42.49","42.68","0.3700","337"
"00735","國泰臺韓科技","104081","3329638","32.02","32.11","31.92","32.01","0.3300","9"
"00736","國泰新興市場","103008","2350842","22.90","22.90","22.82","22.82","0.2100","5"
"00737","國泰AI+Robo","161309","5572428","34.49","34.57","34.49","34.51","0.1900","30"
"00738U","期元大道瓊白銀","770866","19850710","25.77","25.88","25.65","25.77","0.4400","317"
"00739","元大MSCI A股","661902","18437985","28.00","28.07","27.76","27.88","0.0500","69"
"00742","新光內需收益","114170","2662791","23.33","23.40","23.28","23.32","0.0600","15"
"00743","國泰中國A150","2000","59130","29.58","29.58","29.55","29.55","0.0500","2"
"00752","中信中國50","1887605","46744607","24.61","24.93","24.60","24.67","0.4900","662"
"00753L","中信中國50正2","1135533","30229690","26.41","26.87","26.30","26.37","0.9000","446"
"00757","統一FANG+","1669182","89930874","53.95","54.00","53.75","53.80","0.4500","1061"
"00762","元大全球AI","208588","9637339","46.05","46.25","46.05","46.16","0.7900","85"
"00763U","期街口道瓊銅","118100","3352255","28.36","28.47","28.33","28.36","0.3500","47"
"00770","國泰北美科技","4071","163106","40.15","40.17","40.15","40.15","0.2200","9"
"00771","元大US高息特別股","100315","1913979","19.07","19.10","19.06","19.10","-0.0500","43"
"00774B","新光中國政金綠債","2000","79700","39.85","39.85","39.85","39.85","0.0500","2"
