證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","6813168","862022046","126.75","126.80","126.25","126.35","-0.4000","12612"
"0051","元大中型100","117924","7496732","63.20","63.90","63.10","63.70","0.6500","231"
"0052","富邦科技","107177","11919711","111.60","111.60","110.95","111.15","-0.5500","362"
"0053","元大電子","9251","594363","64.60","64.60","64.05","64.05","-0.8500","991"
"0055","元大MSCI金融","355056","8270191","23.06","23.44","23.06","23.31","0.3200","404"
"0056","元大高股息","28543441","885783168","30.95","31.13","30.88","31.10","0.1700","19639"
"0057","富邦摩台","8111","744527","91.70","92.00","91.70","91.90","0.2000","11"
"0061","元大寶滬深","138388","2506394","18.13","18.15","18.03","18.05","0.0700","1051"
"006203","元大MSCI台灣","9450","578338","61.30","61.30","61.00","61.00","-0.3000","18"
"006204","永豐臺灣加權","30506","2592335","85.15","85.15","84.90","85.00","0.1500","1037"
"006205","富邦上証","1678359","50365474","30.13","30.23","29.92","29.92","-0.0700","328"
"006206","元大上證50","81008","2290056","28.71","28.71","28.11","28.15","-0.1500","949"
"006207","復華滬深","51205","1211819","23.78","23.81","23.58","23.61","-0.0700","33"
"006208","富邦台50","4457807","325643841","73.10","73.15","72.80","72.90","-0.2000","7805"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1924972","251764508","130.45","131.70","130.20","130.35","-0.4500","1777"
"00632R","元大台灣50反1","183169425","898964528","4.91","4.92","4.89","4.92","0.0100","6005"
"00633L","富邦上証正2","5946884","208200372","35.39","35.53","34.70","34.78","-0.1600","1414"
"00634R","富邦上証反1","129000","600760","4.66","4.67","4.64","4.67","0.0200","16"
"00635U","期元大S&P黃金","653680","15984273","24.46","24.47","24.42","24.43","-0.4300","368"
"00636","國泰中國A50","1792004","36068141","20.33","20.33","20.04","20.11","-0.0500","1231"
"00636K","國泰中國A50+U","200","1312","6.56","6.56","6.56","6.56","-0.0300","2"
"00637L","元大滬深300正2","54336588","749898588","13.98","13.99","13.67","13.73","-0.0300","6101"
"00638R","元大滬深300反1","136000","1332640","9.72","9.82","9.72","9.82","0.0500","21"
"00639","富邦深100","1186477","13922221","11.95","11.95","11.71","11.71","-0.1000","1094"
"00640L","富邦日本正2","2858510","106125234","36.99","37.30","36.94","37.30","1.2800","433"
"00641R","富邦日本反1","2342056","19526646","8.35","8.35","8.32","8.35","-0.1100","272"
"00642U","期元大S&P石油","21050068","322200945","15.28","15.38","15.24","15.33","0.4600","3804"
"00643","群益深証中小","475211","6619004","13.98","13.99","13.84","13.84","-0.0900","86"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","1373583","41288065","30.00","30.25","29.95","30.25","0.7300","1112"
"00646","元大S&P500","519201","21170906","40.50","40.85","40.50","40.80","0.4600","667"
"00647L","元大S&P500正2","234330","13926525","59.30","59.55","59.30","59.45","1.4000","128"
"00648R","元大S&P500反1","3600662","24580207","6.83","6.84","6.82","6.84","-0.0700","412"
"00650L","復華香港正2","10137029","122149828","12.11","12.16","11.86","11.92","0.0800","1474"
"00651R","復華香港反1","1215000","10572170","8.54","8.74","8.54","8.74","-0.0400","52"
"00652","富邦印度","173126","5263363","30.30","30.44","30.30","30.43","0.1600","538"
"00653L","富邦印度正2","209438","9526215","45.48","45.55","45.34","45.48","0.5400","116"
"00654R","富邦印度反1","47129","364895","7.75","7.75","7.73","7.75","-0.0500","20"
"00655L","國泰中國A50正2","2325500","57347335","24.98","25.01","24.40","24.48","-0.1300","576"
"00656R","國泰中國A50反1","203000","1768140","8.68","8.76","8.68","8.75","0.0100","15"
"00657","國泰日經225","379489","14387984","37.70","37.99","37.68","37.96","0.6000","958"
"00657K","國泰日經225+U","200","2474","12.37","12.37","12.37","12.37","0.2000","2"
"00660","元大歐洲50","9743","305191","31.45","31.45","31.13","31.30","0.3200","20"
"00661","元大日經225","829073","33771208","40.71","40.97","40.68","40.97","0.7700","735"
"00662","富邦NASDAQ","551363","31661489","57.40","57.50","57.35","57.40","0.1000","547"
"00663L","國泰臺灣加權正2","5115","620102","121.35","121.45","121.00","121.00","0.6000","7"
"00664R","國泰臺灣加權反1","5181982","28676908","5.54","5.55","5.52","5.54","0.0000","287"
"00665L","富邦恒生國企正2","31852544","233733866","7.39","7.45","7.23","7.24","0.0300","2924"
"00666R","富邦恒生國企反1","172000","2619920","15.19","15.35","15.15","15.30","-0.0500","57"
"00668","國泰美國道瓊","197156","7434831","37.70","37.73","37.69","37.71","0.7800","707"
"00668K","國泰美國道瓊+U","200","2458","12.29","12.29","12.29","12.29","0.2500","2"
"00669R","國泰美國道瓊反1","11506022","91028577","7.92","7.92","7.90","7.92","-0.1500","533"
"00670L","富邦NASDAQ正2","1553723","124886176","80.40","80.55","80.25","80.35","0.1500","748"
"00671R","富邦NASDAQ反1","10476801","52602813","5.03","5.03","5.01","5.03","-0.0100","456"
"00673R","期元大S&P原油反1","50462977","458035528","9.09","9.12","9.03","9.08","-0.2700","4392"
"00674R","期元大S&P黃金反1","1101081","13472508","12.22","12.26","12.22","12.26","0.2300","213"
"00675L","富邦臺灣加權正2","890351","46991298","52.65","53.15","52.55","52.60","-0.1500","639"
"00676R","富邦臺灣加權反1","5218507","15929872","3.05","3.06","3.04","3.06","0.0000","235"
"00678","群益NBI生技","325343","8340391","25.26","25.66","25.26","25.60","0.4600","36"
"00680L","元大美債20正2","22497802","248831961","11.09","11.10","11.03","11.05","-0.2700","3853"
"00681R","元大美債20反1","609000","11294320","18.53","18.58","18.53","18.58","0.2500","45"
"00682U","期元大美元指數","27048","561329","20.74","20.76","20.74","20.75","0.1200","13"
"00683L","期元大美元指正2","538953","11851492","21.99","22.01","21.98","21.99","0.2800","145"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","144138","6747994","46.66","47.15","46.60","46.68","-0.0900","63"
"00686R","群益臺灣加權反1","141000","465460","3.31","3.31","3.29","3.30","-0.0100","20"
"00688L","國泰20年美債正2","8701777","95238795","10.96","10.96","10.93","10.95","-0.2800","1336"
"00689R","國泰20年美債反1","257000","4934900","19.20","19.21","19.20","19.21","0.2400","4"
"00690","兆豐藍籌30","1198197","32464348","27.04","27.17","26.97","27.15","0.0800","1343"
"00692","富邦公司治理","1896620","60023240","31.68","31.70","31.58","31.59","-0.0700","1939"
"00693U","期街口S&P黃豆","256973","6350452","24.67","24.81","24.67","24.81","0.6200","106"
"00700","富邦恒生國企","424329","5197811","12.25","12.28","12.18","12.22","0.0800","1011"
"00701","國泰股利精選30","907974","22123342","24.28","24.42","24.28","24.31","0.0300","768"
"00702","國泰標普低波高息","116119","2327389","20.03","20.07","20.02","20.07","0.3300","684"
"00703","台新MSCI中國","60867","910458","15.10","15.11","14.87","14.87","-0.0300","880"
"00706L","期元大S&P日圓正2","6576346","57355315","8.72","8.74","8.71","8.74","-0.1200","989"
"00707R","期元大S&P日圓反1","1010","25659","25.41","25.41","25.41","25.41","0.2900","3"
"00708L","期元大S&P黃金正2","2045723","54520334","26.66","26.71","26.60","26.63","-0.9500","723"
"00709","富邦歐洲","45586","1133006","24.85","24.90","24.83","24.83","0.2700","18"
"00710B","復華彭博非投等債","276177","4949885","17.91","17.94","17.90","17.94","0.0400","121"
"00711B","復華彭博新興債","138997","2232189","16.06","16.07","16.06","16.06","-0.0100","686"
"00712","復華富時不動產","45982400","432672336","9.38","9.43","9.36","9.42","0.2500","9010"
"00713","元大台灣高息低波","14957195","671885996","44.80","45.10","44.67","44.95","0.2500","10071"
"00714","群益道瓊美國地產","391246","7079649","17.99","18.12","17.99","18.12","0.3500","276"
"00715L","期街口布蘭特正2","193340479","2407910135","12.48","12.56","12.37","12.49","0.7000","15273"
"00717","富邦美國特別股","730951","10632232","14.51","14.57","14.51","14.54","0.2000","666"
"00728","第一金工業30","307705","7490775","24.32","24.41","24.30","24.30","-0.0600","315"
"00730","富邦臺灣優質高息","587534","11105741","18.83","18.95","18.83","18.87","0.0500","580"
"00731","復華富時高息低波","1232496","75782049","61.50","61.60","61.40","61.45","0.3000","289"
"00733","富邦臺灣中小","346597","15578901","44.66","45.18","44.53","44.87","0.2100","439"
"00735","國泰臺韓科技","103811","3008574","28.98","29.05","28.98","28.99","0.0900","13"
"00736","國泰新興市場","104701","2046277","19.55","19.55","19.54","19.54","0.1000","976"
"00737","國泰AI+Robo","205324","6125808","29.79","29.95","29.79","29.83","0.2500","757"
"00738U","期元大道瓊白銀","334271","7690938","22.98","23.05","22.96","22.98","-0.4000","108"
