證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","7721327","1072307464","138.20","139.20","138.20","139.20","1.1000","8260"
"0051","元大中型100","41773","2481618","59.30","59.50","59.25","59.40","0.2000","74"
"0052","富邦科技","482045","61463370","127.00","127.80","126.85","127.70","0.7000","384"
"0053","元大電子","16102","1096441","67.90","68.45","67.80","68.45","0.6500","33"
"0054","元大台商50","9063","285575","31.37","31.58","31.37","31.58","0.2200","15"
"0055","元大MSCI金融","239163","5730794","24.03","24.03","23.90","23.97","0.1200","144"
"0056","元大高股息","38329143","1236296533","32.05","32.40","32.01","32.39","0.4400","16964"
"0057","富邦摩台","25052","2392866","95.30","95.60","95.30","95.60","0.7000","8"
"0061","元大寶滬深","61765","1390179","22.42","22.57","22.41","22.51","-0.0900","53"
"006203","元大MSCI台灣","27104","1799345","66.30","66.65","66.25","66.65","0.6500","19"
"006204","永豐臺灣加權","57333","4970998","86.60","87.30","86.60","87.30","0.8000","27"
"006205","富邦上証","873861","31918468","36.70","36.70","36.38","36.70","-0.0300","401"
"006206","元大上證50","214486","7603043","35.47","35.62","35.34","35.54","-0.1200","127"
"006207","FH滬深","20034","591592","29.64","29.64","29.41","29.60","-0.1800","23"
"006208","富邦台50","2446670","195508984","79.40","80.10","79.40","80.05","0.6500","2871"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2400435","315902743","130.90","132.70","130.60","132.70","1.9500","936"
"00632R","元大台灣50反1","109716325","595440299","5.45","5.45","5.41","5.41","-0.0400","6114"
"00633L","富邦上証正2","3380562","184623471","54.60","55.20","54.05","54.95","-0.3000","767"
"00634R","富邦上証反1","109000","436190","4.02","4.02","3.99","3.99","0.0000","18"
"00635U","期元大S&P黃金","844037","20427812","24.13","24.24","24.13","24.21","0.2900","337"
"00636","國泰中國A50","422383","10509111","24.96","25.01","24.76","25.00","-0.0400","203"
"00636K","國泰中國A50+U","200","1782","8.91","8.91","8.91","8.91","-0.0700","2"
"00637L","元大滬深300正2","33607905","728742123","21.80","21.91","21.46","21.86","-0.1000","5147"
"00638R","元大滬深300反1","1576000","12989590","8.25","8.29","8.20","8.20","0.0000","50"
"00639","富邦深100","583593","9666098","16.62","16.64","16.49","16.64","0.0100","246"
"00640L","富邦日本正2","154010","4835783","31.43","31.44","31.25","31.28","-0.1800","45"
"00641R","富邦日本反1","19000","187940","9.90","9.92","9.86","9.92","0.0400","10"
"00642U","期元大S&P石油","9219744","132025027","14.27","14.37","14.25","14.33","0.4700","1774"
"00643","群益深証中小","226615","4315981","19.00","19.14","18.98","19.14","-0.0800","75"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","157737","4234974","26.91","26.92","26.83","26.84","-0.0100","67"
"00646","元大S&P500","521150","20895772","40.15","40.15","40.05","40.11","0.0600","517"
"00647L","元大S&P500正2","73080","5636495","77.15","77.20","77.00","77.05","0.1000","39"
"00648R","元大S&P500反1","1776000","11534720","6.50","6.51","6.49","6.49","-0.0200","147"
"00650L","FH香港正2","1609070","36466455","22.80","22.81","22.50","22.72","-0.3500","244"
"00651R","FH香港反1","267000","2043390","7.65","7.67","7.63","7.66","0.0700","32"
"00652","富邦印度","203245","6081094","30.19","30.19","29.78","29.84","0.0200","201"
"00653L","富邦印度正2","393000","19009240","48.35","48.60","47.96","48.30","0.2700","140"
"00654R","富邦印度反1","223000","1795590","8.03","8.08","8.02","8.05","-0.0100","35"
"00655L","國泰中國A50正2","1110200","45507390","41.30","41.50","40.58","41.40","-0.1300","435"
"00656R","國泰中國A50反1","125000","942120","7.53","7.54","7.53","7.54","0.0400","11"
"00657","國泰日經225","5000","178050","35.65","35.66","35.58","35.66","0.1000","3"
"00657K","國泰日經225+U","200","2558","12.79","12.79","12.79","12.79","0.0300","2"
"00660","元大歐洲50","12000","372430","30.98","31.12","30.98","31.09","0.1900","8"
"00661","元大日經225","202100","7487859","37.08","37.10","37.00","37.06","0.1300","9"
"00662","富邦NASDAQ","391141","22894504","58.55","58.60","58.45","58.55","-0.2000","400"
"00663L","國泰臺灣加權正2","12001","1436069","119.05","120.30","118.80","120.30","1.9000","12"
