證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","12689251","1258389294","99.30","99.85","98.70","98.90","-0.3000","13697"
"0051","元大中型100","18819","920413","49.00","49.06","48.64","48.64","-0.3700","180"
"0052","富邦科技","739303","61337530","83.25","83.70","82.35","82.35","-0.7000","399"
"0053","元大電子","3926","190323","48.84","48.84","48.38","48.38","-0.6300","899"
"0055","元大MSCI金融","134603","2742967","20.45","20.48","20.23","20.41","0.0500","275"
"0056","元大高股息","44523766","1054798781","23.71","23.81","23.58","23.58","-0.0700","26413"
"0057","富邦摩台","1006","71725","71.30","71.30","71.30","71.30","0.0000","2"
"0061","元大寶滬深","181634","3256953","17.94","17.97","17.90","17.97","-0.1100","575"
"006203","元大MSCI台灣","3974","190251","48.42","48.42","47.91","47.91","0.1100","775"
"006204","永豐臺灣加權","27448","1765906","64.40","64.40","64.35","64.35","-0.0500","1000"
"006205","富邦上証","280500","8420209","30.06","30.06","29.93","30.03","-0.2100","108"
"006206","元大上證50","32492","927680","28.78","28.78","28.50","28.51","-0.2700","935"
"006207","FH滬深","319128","7536370","23.69","23.69","23.48","23.53","-0.2600","30"
"006208","富邦台50","2330171","132769342","57.10","57.35","56.70","56.75","-0.3500","4580"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","7766203","593824476","76.85","77.25","75.55","75.60","-1.1000","3156"
"00632R","元大台灣50反1","136701055","903374394","6.60","6.65","6.57","6.65","0.0500","6196"
"00633L","富邦上証正2","5950932","221572454","37.55","37.55","37.01","37.16","-0.5700","1361"
"00634R","富邦上証反1","389300","1898592","4.86","4.89","4.85","4.88","0.0500","74"
"00635U","期元大S&P黃金","220572","4690150","21.31","21.31","21.22","21.23","-0.1700","144"
"00636","國泰中國A50","460280","9376340","20.52","20.52","20.31","20.35","-0.2400","367"
"00636K","國泰中國A50+U","200","1264","6.32","6.32","6.32","6.32","-0.0100","2"
"00637L","元大滬深300正2","54864816","802629173","14.73","14.74","14.53","14.59","-0.2400","5677"
"00638R","元大滬深300反1","367099","3839866","10.39","10.50","10.39","10.49","0.1000","48"
"00639","富邦深100","362439","4458363","12.31","12.34","12.25","12.28","-0.1700","747"
"00640L","富邦日本正2","97000","2597830","26.80","26.84","26.61","26.69","-0.3400","19"
"00641R","富邦日本反1","449000","4510700","10.03","10.06","10.02","10.06","0.0800","78"
"00642U","期元大S&P石油","959493","17457798","18.15","18.26","18.13","18.21","-0.1400","224"
"00643","群益深証中小","275001","4040214","14.72","14.78","14.61","14.68","-0.1800","39"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","64521","1621510","25.15","25.18","25.10","25.10","-0.1800","931"
"00646","元大S&P500","593223","21539834","36.30","36.38","36.24","36.30","-0.3500","341"
"00647L","元大S&P500正2","323040","15074239","46.72","46.84","46.53","46.53","-1.2600","141"
"00648R","元大S&P500反1","5648270","46070070","8.15","8.18","8.14","8.18","0.1100","284"
"00650L","FH香港正2","7251515","72084919","10.05","10.06","9.86","9.91","-0.1100","616"
"00651R","FH香港反1","1064000","11457970","10.72","10.83","10.71","10.81","0.1000","63"
"00652","富邦印度","395480","11864281","29.80","30.14","29.80","30.06","0.1900","357"
"00653L","富邦印度正2","137123","6108287","44.37","44.75","44.09","44.69","0.6700","91"
"00654R","富邦印度反1","979040","7999577","8.20","8.21","8.15","8.17","-0.0700","166"
"00655L","國泰中國A50正2","2111330","54836638","26.23","26.23","25.82","25.94","-0.4200","428"
"00656R","國泰中國A50反1","410030","3791009","9.23","9.27","9.22","9.26","0.1000","28"
"00657","國泰日經225","17000","530610","31.19","31.24","31.16","31.22","0.0300","4"
"00657K","國泰日經225+U","200","1936","9.68","9.68","9.68","9.68","-0.0100","2"
"00660","元大歐洲50","3040","75778","25.38","25.38","25.26","25.26","-0.1000","964"
"00661","元大日經225","1000","33890","33.89","33.89","33.89","33.89","-0.1500","1"
"00662","富邦NASDAQ","244505","11113760","45.40","45.63","45.39","45.40","-0.4000","232"
"00663L","國泰臺灣加權正2","105000","7387400","70.65","71.10","69.55","69.70","-0.6500","24"
"00664R","國泰臺灣加權反1","6665480","49720953","7.45","7.52","7.42","7.51","0.0500","493"
"00665L","富邦恒生國企正2","4737283","30302257","6.35","6.47","6.32","6.38","-0.0400","468"
"00666R","富邦恒生國企反1","319000","6090250","19.05","19.16","18.98","19.10","0.0600","24"
"00668","國泰美國道瓊","64181","2266819","35.26","35.41","35.26","35.35","-0.2000","942"
"00668K","國泰美國道瓊+U","200","2198","10.99","10.99","10.99","10.99","-0.0100","2"
"00669R","國泰美國道瓊反1","4023000","35869630","8.91","8.94","8.89","8.94","0.1000","339"
"00670L","富邦NASDAQ正2","2604608","132085078","50.80","51.10","50.55","50.60","-1.1000","990"
"00671R","富邦NASDAQ反1","12796854","85898076","6.71","6.73","6.69","6.73","0.0800","888"
"00673R","期元大S&P原油反1","25875490","221140615","8.55","8.57","8.52","8.55","0.0600","1685"
"00674R","期元大S&P黃金反1","2739438","39927029","14.53","14.62","14.52","14.62","0.1300","342"
"00675L","富邦臺灣加權正2","1395568","42725684","30.84","31.00","30.32","30.40","-0.4000","684"
"00676R","富邦臺灣加權反1","6686985","27410841","4.09","4.13","4.07","4.13","0.0400","510"
"00678","群益NBI生技","395649","9793375","24.68","24.76","24.68","24.70","-0.1500","731"
"00680L","元大美債20正2","1712385","17574605","10.33","10.34","10.16","10.18","-0.4100","428"
"00681R","元大美債20反1","637092","12911682","20.13","20.33","20.13","20.31","0.3600","135"
"00682U","期元大美元指數","226031","5088918","22.50","22.55","22.49","22.55","0.0600","51"
"00683L","期元大美元指正2","1098000","28418660","25.87","25.94","25.84","25.94","0.1700","252"
"00684R","期元大美元指反1","5000","74420","14.88","14.89","14.88","14.88","-0.0400","4"
"00685L","群益臺灣加權正2","55000","1492100","27.35","27.45","26.92","26.94","-0.2600","24"
"00686R","群益臺灣加權反1","239000","1061160","4.44","4.46","4.41","4.45","0.0100","52"
"00688L","國泰20年美債正2","600000","6090750","10.19","10.20","10.07","10.09","-0.4000","94"
"00689R","國泰20年美債反1","486900","10256032","21.01","21.15","21.01","21.13","0.4000","42"
"00690","兆豐藍籌30","164316","4051050","24.71","24.77","24.55","24.55","0.0000","1004"
"00692","富邦公司治理","3400131","84565581","24.90","25.01","24.74","24.84","-0.0700","2222"
"00693U","期街口S&P黃豆","85015","2147486","25.24","25.29","25.17","25.28","0.2400","33"
"00700","富邦恒生國企","140358","1557122","11.35","11.35","11.06","11.06","0.0000","97"
"00701","國泰股利精選30","808675","17271619","21.39","21.47","21.24","21.38","0.0300","412"
"00702","國泰標普低波高息","118873","2442459","20.56","20.56","20.53","20.53","-0.1900","778"
"00703","台新MSCI中國","199000","2711630","13.60","13.75","13.56","13.61","0.0100","19"
"00706L","期元大S&P日圓正2","1444095","11955497","8.30","8.30","8.26","8.27","-0.0500","336"
"00707R","期元大S&P日圓反1","141000","3810170","26.92","27.06","26.92","27.06","0.2000","24"
"00708L","期元大S&P黃金正2","657623","13355989","20.42","20.42","20.22","20.26","-0.3100","222"
"00709","富邦歐洲","91000","1830200","20.10","20.16","20.09","20.10","-0.1300","8"
